question,A,B,C,D,E,answer,explanation
"<p>According to principle of conservation of energy, the total momentum of a system of masses in any direction remains constant unless acted upon by an external force in that direction.</p>",True,False,,,,B,
"<p>The friction experienced by a body, when in motion, is known as</p>",rolling friction,dynamic friction,limiting friction,static friction,,B,
<p>Two balls of equal mass and of perfectly elastic material are lying on the floor. One of the ball with velocity <i>v</i> is made to struck the second ball. Both the balls after impact will move with a velocity</p>,<i>v</i>,<i>v</i>/2,<i>v</i>/4,<i>v</i>/8,,B,
"<p>The term 'force' may be defined as an agent which produces or tends to produce, destroys or tends to destroy motion.</p>",Agree,Disagree,,,,A,
<p>The coefficient of restitution for elastic bodies is one.</p>,Correct,Incorrect,,,,B," <p>Coefficient of restitution for elastic bodies is 0 - 1.</p>
<p>Coefficient of restitution for <b>perfect</b> elastic bodies is 1.</p> "
<p>The velocity ratio in case of an inclined plane inclined at angle θ to the horizontal and weight being pulled up the inclined plane by vertical effort is</p>,sin θ,cos θ,tan θ,cosec θ,,A,
<p>The range of projectile on a downward inclined plane is __________ the range on upward inclined plane for the same velocity of projection and angle of projection.</p>,less than,more than,equal to,,,B,
<p>The angle of inclination of a vehicle when moving along a circular path __________ upon its mass.</p>,depends,does not depend,,,,B,
<p>A body of weight <i>W</i> is required to move up on rough inclined plane whose angle of inclination with the horizontal is α. The effort applied parallel to the plane is given by(where μ = tanφ = Coefficient of friction between the plane and the body.)</p>,<i>P</i> = <i>W</i> tanα,<i>P</i> = <i>W</i> tan(α + φ),<i>P</i> = <i>W</i> (sinα + μcosα),<i>P</i> = <i>W</i> (cosα + μsinα),,C,
"<p>If the resultant of two equal forces has the same magnitude as either of the forces, then the angle between the two forces is</p>",30°,60°,90°,120°,,D,
<p>A smooth cylinder lying on its convex surface remains in __________ equilibrium.</p>,stable,unstable,neutral,,,B,
<p>Coefficient of friction is the ratio of the limiting friction to the normal reaction between the two bodies.</p>,Yes,No,,,,A,
