question,A,B,C,D,E,answer,explanation
<p>How many address bits are needed to select all memory locations in the 2118 16K × 1 RAM?</p>,8,10,14,16,,C,
<p>The check sum method of testing a ROM:</p>,indicates if the data in more than one memory location is incorrect.,provides a means for locating and correcting data errors in specific memory locations.,allows data errors to be pinpointed to a specific memory location.,simply indicates that the contents of the ROM are incorrect.,,D,
"<p><p>Refer to the given figures (a) and (b). A logic analyzer is used to check the circuit in figure (a) and displays the waveforms shown in figure (b). The actual analyzer display shows all four data outputs, <i>Q</i>0-<i>Q</i>3. The analyzer's cursor is placed at position X and all four of the data output lines show a LOW level output. What is wrong, if anything, with the circuit?</p>
<p><img src=""/_files/images/digital-electronics/digital-systems/mcq12_1023_1.gif""/></p></p>","Nothing is wrong, according to the display. The outputs are in the open state and should show zero output voltage.","The circuit is in the READ mode and the outputs, <i>Q</i>0-<i>Q</i>3, should reflect the contents of the memory at that address. The chip is defective; replace the chip.","The circuit is in the <img src=""/_files/images/digital-electronics/digital-systems/mca12_1023c1.jpeg""/> mode and should be writing the contents of the selected address to <i>Q</i>0–<i>Q</i>3.","The <i>Q</i>0–<i>Q</i>3 lines can be either LOW or HIGH, since the chip is in the tristate mode in which case their level is unpredictable.",,A,
"<p>What is the meaning of RAM, and what is its primary role?</p>",Readily Available Memory; it is the first level of memory used by the computer in all of its operations.,"Random Access Memory; it is memory that can be reached by any sub- system within a computer, and at any time.",Random Access Memory; it is the memory used for short-term temporary data storage within the computer.,"Resettable Automatic Memory; it is memory that can be used and then automatically reset, or cleared, after being read from or written to.",,C,
<p>The storage element for a static RAM is the ________.</p>,diode,resistor,capacitor,flip-flop,,D,
"<p>In a DRAM, what is the state of R/W during a read operation?</p>",Low,High,Hi-Z,None of the above,,B,
<p>The condition occurring when two or more devices try to write data to a bus simultaneously is called ________.</p>,address decoding,bus contention,bus collisions,address multiplexing,,B,
<p>Which is/are the basic refresh mode(s) for dynamic RAM?</p>,Burst refresh,Distributed refresh,Open refresh,Burst refresh and distributed refresh,,D,
"<p><p>For the given circuit, what memory location is being addressed?</p>
<p><img height=""300"" src=""/_files/images/digital-electronics/digital-systems/mcq12_1009_1.gif""/></p></p>",10111,249,5,157,,B,
<p>One of the most important specifications on magnetic media is the ________.</p>,rotation speed,tracks per inch,data transfer rate,polarity reversal rate,,C,
<p>A 64-bit word consists of ________.</p>,4 bytes,8 bytes,10 bytes,12 bytes,,B,
<p>Which of the following RAM timing parameters determine its operating speed?</p>,<i>t</i><sub>ACC</sub>,<i>t</i><sub>AA</sub> and <i>t</i><sub>ACS</sub>,<i>t</i><sub>CO</sub> and <i>t</i><sub>OD</sub>,<i>t</i><sub>RC</sub> and <i>t</i><sub>WC</sub>,,D,
<p>The reason the data outputs of most ROM ICs are tristate outputs is to:</p>,allow for three separate data input lines.,allow the bidirectional flow of data between the bus lines and the ROM registers.,permit the connection of many ROM chips to a common data bus.,isolate the registers from the data bus during read operations.,,C,
<p>Select the statement that best describes Read-Only Memory (ROM).</p>,"nonvolatile, used to store information that changes during system operation","nonvolatile, used to store information that does not change during system operation","volatile, used to store information that changes during system operation","volatile, used to store information that does not change during system operation",,B,
<p>How many 2K × 8 ROM chips would be required to build a 16K × 8 memory system?</p>,2,4,8,16,,C,
"<p><p>For the given circuit, which of the following is correct?</p>
<p><img height=""300"" src=""/_files/images/digital-electronics/digital-systems/mcq12_1012_1.gif""/></p></p>",The number 5 is being written to the memory at address location 203.,"The chip has not been enabled, since the EN terminal is 0; therefore, nothing will be written to the chip and the output is tri-stated.",Decimal 10 is being written into memory location 211.,"The read/write line is LOW; therefore, decimal 5 is being stored at memory location 211.",,C,
"<p><p>What is the significance of the inverted triangles on the outputs of the device in the given figure?</p>
<p><img height=""300"" src=""/_files/images/digital-electronics/digital-systems/mcq12_1012_1.gif""/></p></p>",They represent inverters and mean that the outputs are active-LOW.,"They represent buffers and mean that the outputs can drive 40 TTL loads, instead of the normal 10.",It means that the outputs will be active only if a change has occurred at that memory location since the last read/write cycle.,The outputs are tristated.,,D,
<p>What is the maximum time required before a dynamic RAM must be refreshed?</p>,2 ms,4 ms,8 ms,10 ms,,A,
<p>Which of the following best describes random-access memory (RAM)?</p>,a type of memory in which access time depends on memory location,a type of memory that can be written to only once but can be read from an infinite number of times,a type of memory in which access time is the same for each memory location,mass memory,,C,
<p>Why are ROMs called nonvolatile memory?</p>,They lose memory when power is removed.,They do not lose memory when power is removed.,,,,B,
"<p>A CD-R disk is created by applying heat to special chemicals on the disk and these chemicals reflect less light than the areas that are not burned, thus creating the same effect as a pit does on a regular CD.</p>",True,False,,,,A,
"<p></p>The device shown in the given figure is checked with a logic probe and the output is HIGH.
<p><img height=""200"" src=""/_files/images/digital-electronics/digital-systems/mcq12_1019_1.gif"" width=""300""/></p>",The device is working properly.,For the input conditions shown the output should be LOW; the input is shorted to ground.,"For the input conditions shown the output should be neither HIGH nor LOW; the device is shorted to <img src=""/_files/images/digital-electronics/digital-systems/mca12_0190c.gif""/>.",The device is probably alright; the problem is most likely caused by the stage connected to the output of the device.,,C,
<p>Which of the following best describes static memory devices?</p>,memory devices that are magnetic in nature and do not require constant refreshing,memory devices that are magnetic in nature and require constant refreshing,semiconductor memory devices in which stored data will not be retained with the power applied unless constantly refreshed,semiconductor memory devices in which stored data is retained as long as power is applied,,D,
<p>Which is not a removable drive?</p>,Zip,Jaz,Hard,SuperDisk,,C,
<p>Which of the following best describes EPROMs?</p>,EPROMs can be programmed only once.,EPROMs can be erased by UV.,EPROMs can be erased by shorting all inputs to the ground.,All of the above.,,B,
<p>How many storage locations are available when a memory device has 12 address lines?</p>,144,512,2048,4096,,D,
<p>FIFO is formed by an arrangement of ________.</p>,diodes,transistors,MOS cells,shift registers,,D,
<p>Why do most dynamic RAMs use a multiplexed address bus?</p>,It is the only way to do it.,to make it faster,to keep the number of pins on the chip to a minimum,,,C,
<p>CCD stands for ________.</p>,capacitor charging device,capacitor-capacitor drain,charged-capacitor device,charge-coupled device,,D,
<p>What is the major difference between SRAM and DRAM?</p>,DRAMs must be periodically refreshed.,"SRAMs can hold data via a static charge, even with power off.",The only difference is the terminal from which the data is removed—from the FET Drain or Source.,Dynamic RAMs are always active; static RAMs must reset between data read/write cycles.,,A,
<p>Which of the following best describes volatile memory?</p>,memory that retains stored information when electrical power is removed,memory that loses stored information when electrical power is removed,magnetic memory,nonmagnetic,,B,
<p>What is a major disadvantage of RAM?</p>,Its access speed is too slow.,Its matrix size is too big.,It is volatile.,High power consumption,,C,
<p>What two functions does a DRAM controller perform?</p>,address multiplexing and data selection,address multiplexing and the refresh operation,data selection and the refresh operation,data selection and CPU accessing,,B,
"<p><p>The RAM circuit given below is suspected of being bad. A check with a logic probe shows pulse activity on all of the address lines and data inputs. The / line and inputs are forced HIGH and the data output lines are checked with the logic probe. <i>Q</i>0, <i>Q</i>2, and <i>Q</i>3 show a dim indication on the logic probe; <i>Q</i>1 indicates a HIGH level on the logic probe. What, if anything, is wrong with the circuit?</p>
<p><img height=""300"" src=""/_files/images/digital-electronics/digital-systems/mcq12_1021_1.gif"" width=""300""/></p></p>","The <i>Q</i>0, <i>Q</i>2, and <i>Q</i>3 output lines are open; the chip is defective.",The <i>Q</i>1 line appears to be shorted to <i>V</i><sub>cc</sub>; replace the chip.,"The outputs should be active only when the / line is held LOW, so the circuit is behaving normally considering the fact that the line is HIGH.","The EN input should be forced HIGH and the outputs rechecked; if they are still giving the same indications as before, then the three outputs are definitely open and the IC will have to be replaced.",,B,
<p>Dynamic memory cells store a data bit in a ________.</p>,diode,resistor,capacitor,flip-flop,,C,
<p>Which is not part of a hard disk drive?</p>,Spindle,Platter,Read/write head,Valve,,D,
<p>ROMs retain data when the ________.</p>,power is off,power is on,system is down,all of the above,,D,
"<p>Typically, how often is DRAM refreshed?</p>",2 to 8 ms,4 to 16 ms,"8 to 16 <img src=""/_files/images/digital-electronics/digital-systems/mu.gif""/>s","1 to 2 <img src=""/_files/images/digital-electronics/digital-systems/mu.gif""/>s",,B,
<p>Which type of ROM can be erased by an electrical signal?</p>,ROM,mask ROM,EPROM,EEPROM,,D,
<p>Suppose that a certain semiconductor memory chip has a capacity of 8K × 8. How many bytes could be stored in this device?</p>,"8,000","64,000","65,536","8,192",,D,
<p>Data is written to and read from the disk via a magnetic ________ head mechanism in the floppy drive.</p>,cylinder,read/write,recordable,cluster,,B,
"<p>What does the term ""random access"" mean in terms of memory?</p>",Addresses must be accessed in a specific order.,Any address can be accessed in any order.,,,,B,
"<p>A 64-Mbyte SIMM is installed into a system, but when a memory test is executed, the SIMM is detected as a 32-Mbyte device. What is a possible cause?</p>",The memory module was not installed properly.,The voltage on the memory module is incorrect.,The most significant address line is stuck high or low.,The address decoder on the SIMM is faulty.,,D,
