question,A,B,C,D,E,answer,explanation
"<p>Consider the following statements: A multiplier <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">selects one of the several inputs and steers it to the output</li><li style=""padding-top:10px;"">routes the data from a single input to many outputs</li><li style=""padding-top:10px;"">converts parallel data into serial data</li><li style=""padding-top:10px;"">is a combinational circuit</li></ol> On the above statements which are correct?</p>","1, 2, 4","2, 3, 4","1, 3, 4","1, 2, 3",,C,
"<p>In the full adder, denoting Sum by S and carry by C</p>",S = 1 when two or more inputs are unity,C = 1 when two or more inputs are unity,C = 1 when all the inputs are unity,S = 1 when all the inputs are unity,,B,
<p>Each term in POS form is called max terms.</p>,True,False,,,,A,
"<p>When signed numbers are used in binary arithmetic, which of the following has unique representation for zero?</p>",Sign-magnitude,1's complement,2's complement,9's complement,,C,
<p>Which of the following characteristics is not true for TTL Logic?</p>,Good speed,Low power dissipation per gate,High cost,None of these,,C,
"<p>In 8085 microprocessor, an interrupt service request is serviced</p>",immediately on receipt of request,after the execution of the current instruction is completed,at the end of the current machine cycle,none,,B,
<p>Which interrupts are masked?</p>,5.5,6.5,7.5,None,,B,
"<p>A clock pulse is fed into 3 bit binary down count. The signal at B output is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/51-825.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/51-825-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/51-825-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/51-825-3.png""/>",none of these,,A,
"<p><p><b>Assertion (A):</b>  A high density IC has more diodes, transistors and resistors per unit surface area.</p><p><b>Reason (R):</b> A high density IC can handle high voltages.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,C,
<p>CMOS is extensively used in</p>,pocket calculators,digital wrist watches,satellites,all of the above,,D,
"<p>The boolean expression for shaded area in the given figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/23-271.png""/></p>",AB + AC,"ABC + <span style=""text-decoration:overline;"">ABC</span>","AB<span style=""text-decoration:overline;"">C</span> + <span style=""text-decoration:overline;"">A</span>BC",None of these,,C,
<p>100101.1011<sub>2</sub> = __________ .</p>,115.22<sub>8</sub>,115.54<sub>8</sub>,215.54<sub>8</sub>,100.01<sub>8</sub>,,B,
"<p>The given figure shows a K-map for a Boolean function. The number of essential prime implicants is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/34-466.png""/></p>",4,5,6,8,,A,
"<p>For the logic circuit given, what is the simplified Boolean function?<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/53-875.png""/></p>",X = AB + C,X = BC + A,X = AB + AC,X = AC + B,,B,
<p>An XOR gate with 6 variables is as follows A ⊕ B ⊕ C ⊕ D ⊕ E ⊕ F. The number of minterms in the Boolean expression is</p>,6,12,64,32,,D,
<p>Semiconductor ROM's are sometimes preferred to semiconductor RAM's because</p>,ROM's are cheaper than RAMs,ROMs are faster,ROMs do not require power supply for their operations,Programs stored in ROMs cannot be altered either by the power failure or by the user,,D,
<p>RAMs can be built with bipolar or CMOS transistor RAMs that are not possible with bipolar transistors are</p>,SRAM,"SRAM, DRAM",DRAM,PROM,,C,
<p>RS latch can be built with</p>,NOR gates,NAND gates,NOR or NAND gates,none of the above,,C,
"<p>In D-type FF, Preset (Pr) and clear (Clr) inputs are called</p>",Synchronous,Asynchronous,Data,None,,B,
<p>Which memory is available in all technologies?</p>,PROM,EEPROM,ROM,EPROM,,A,
<p>Four MSI TTL 4-bit ripple counters are cascaded to form a 16-bit binary counter. Its propagation delay is about __________ nanoseconds.</p>,70,140,210,280,,D,
<p>The Boolean function A + BC is reduced form of</p>,AB + BC,"<span style=""text-decoration:overline;"">A</span>B + <span style=""text-decoration:overline;"">A</span>BC",(A + B) (A + C),(A + C)B,,C,
<p>The accuracy of A/D conversion is generally</p>,"<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/19-199-1.png""/>",± LSB,"<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/19-199-3.png""/>",none of the above,,A,
<p>To convert JK flip flop to D flip flop</p>,connect D to both J and K,connect D to J directly and D to K through inverter,connect D to K directly and D to J through inverter,connect D to K and leave J open,,B,
<p>Read cycle is always followed by (during instructions execution)</p>,read cycle,write cycle,delete signal,none of these,,B,
"<p>If <i>t<sub>p</sub></i> is the pulse width, Δ<i><sub>t</sub></i> is the propagation delay, <i>T</i> is period of pulse train then the following condition can avoid the race around condition</p>",<i>t<sub>p</sub></i> = Δ<i>t</i> = T,2<i>t<sub>p</sub></i> &gt; Δ<i>t</i> &gt; T,<i>t<sub>p</sub></i> &lt; Δ<i>t</i> &lt; T,<i>t<sub>p</sub></i> &lt; Δ<i>t</i> &lt; T,,C,
<p>In a Karnaugh map for an expression having 'don't care terms' the don't cares can be treated as</p>,0,1,1 or 0,none of the above,,C,
<p>Which of the following pairs of octal and binary numbers are not equal?</p>,111 11011<sub>2</sub> = 767<sub>8</sub>,110110101<sub>2</sub> = 665<sub>8</sub>,11010<sub>2</sub> = 3<sub>8</sub>,10101.11<sub>2</sub> = 25.6<sub>8</sub>,,C,
"<p>With a JK master-slave flip-flop the master is clocked when the clock is __________ , and the slave is triggered when the clock is __________ .</p>","low, low","high, low","low, high","high, high",,B,
<p>The communicating capacitor reduces turn on time because</p>,it acts as an open circuit,it allows maximum base circuit to flow,it aids in removing the excess carrier from the base region,none of these,,B,
<p>The output impedance of a logic pulser is</p>,low,high,may be Low or High,can't say,,A,
<p>In a J-K flip flop the input J = K = 1 pulse is about</p>,set,reset,no change,toggle,,D,
"<p>In a four variable Karnaugh map, eight adjacent cells give a</p>",two variable term,single variable term,three variable term,four variable term,,B,
<p>Binary 1000 multiplied by binary 1000 gives</p>,10000,100000,1000000,10000000,,C,
<p>11101<sub>2</sub> x 10001<sub>2</sub> =</p>,111101101,111101100,11110,1100110,,A,
<p>Schmitt trigger can be used as a</p>,comparator,square-wave generator,flip-flop,all of these,,D,
<p>Most of the digital computers do not have floating-point hardware because</p>,floating point hardware is costly,it is slower than software,it is not possible to perform floating point addition by hardware,of not specific reason,,A,
"<p>Consider the following statements in connection with CMOS inverter in figure where both the MOSFET are of enhancement type and both have a threshold voltage of 2 V<br/>statements 1: T<sub>1</sub> conducts when <i>v<sub>i</sub></i> ≥ 2 V<br/>statements 2: T<sub>1</sub> is always in saturation when <i>v</i><sub>0</sub> = 0 V<br/>Which of the following is correct? <br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/40-582.png""/></p>",Only statement 1 is true,Only statement 2 is true,Both the statement are true,Both the statements are false,,A,
<p>The number of FF required for a divide by 12 circuit is</p>,16,12,8,4,,D,
"<p>In sign magnitude numbers,</p>",the leading bit stands for the sign,the leading bit is part of the magnitude,the leading bit is always 0,the leading bit is always 1,,A,
"<p>In order to enable RST 5.5, RST 6.5 and RST 7.5 interrupts, which of the following instructions are needed?</p>",El only,SIM only,El and SIM only,None,,C,
<p>Digital technologies being used now-a-days are</p>,DTL and EMOS,"TTL, ECL, CMOS and RTL","TTL, ECL and CMOS","TTL, ECL. CMOS and DTL",,B,
<p>A seven bit code (even parity) 1111101 may have error. The correct code is</p>,1111101,1111111,0101011,1100011,,B,
<p>A/D parallel converter is also called flash converter.</p>,True,False,,,,A,
<p>Square root of 4 is</p>,(16)<sub>16</sub>,(2)<sub>2</sub>,(8)<sub>16</sub>,(5)<sub>16</sub>,,D,
<p>Periodic recharging of the memory cells at regular intervals of 3 to 8 millisecond is required in a</p>,ROM,Static RAM,Dynamic RAM,PLA,,C,
<p>The frequency of the driving network connected between pins 1 and 2 of a 8085 chip must be</p>,equal to the desired clock frequency,twice the desired clock frequency,four times the desired clock frequency,eight times the desired clock frequency,,B,
<p><p><b>Assertion (A):</b>  Divide-64 counter is a Mod-64 counter and divides the input frequency by 64 </p><p><b>Reason (R):</b> A Mod 64 counter can be obtained by cascading Mod 16 and Mod 4 counters.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
"<p>In number system e.g. 6, a “decade” counter has to recycle to 0 at the sixth count. Which of the connections indicate below will realize this resetting? (a logic “0” at the R inputs resets the counters)<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/50-808.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/50-808-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/50-808-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/50-808-3.png""/>",None of these,,C,
"<p>In 8085 microprocessor, in order to enable INTR interrupt, which of the following instruction are needed?</p>",EI only,SIM only,El and SIM both,None,,A,
