question,A,B,C,D,E,answer,explanation
<p>Monostable multivibrator is called one-shot or single-shot circuit because it</p>,can be used once,can be used single and not with other circuits.,always returns by itself to its single stable state,changes to quasistable for a fixed period of time upon receipt of triggering signal.,,C,
<p>10's complement of 16<sub>10</sub> is</p>,83<sub>10</sub>,84<sub>10</sub>,38<sub>10</sub>,48<sub>10</sub>,,B,
<p>The hexadecimal number 64 AC is equivalent to decimal number</p>,25727,25722,25772,25777,,C,
"<p>A binary with a digits, all of which are unity has the value</p>",<i>n</i><sup>2</sup> - 1,2<i><sup>n</sup></i>,2(<sup><i>n</i> - 1</sup>),2<sup><i>n</i></sup> - 1,,D,
<p>In a NAND SR latch S = R = 1. Then</p>,"Q = 1, <span style=""text-decoration:overline;"">Q</span> = 0","Q = 0, <span style=""text-decoration:overline;"">Q</span> = 1","both Q and <span style=""text-decoration:overline;"">Q</span> will be same as before",the latch will be set,,C,
"<p>A microprocessor with a 16-bit address bus is used in a linear memory selection configuration (i.e., Address bus lines are directly used as chip selects of memory chips) with 4 memory chips. The maximum addressable memory space is</p>",64 K,16 K,8 K,4 K,,A,
<p>The logic represented by the abbreviation ECL is</p>,Emitter Coupled Logic,Electron Carrier Logic,Encoding Clock Logic,Electrostatic Channel Logic,,A,
<p>A (A + B) =</p>,A,B,"<span style=""text-decoration:overline;"">A</span>","<span style=""text-decoration:overline;"">B</span>",,A,
"<p>Unlimited number of ICs 7490, 78492 and 7493 are available. Which of these could be used to build the dividse-by-60 circuit of figure<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/54-900.png""/></p>",7490,7492,combination of 7490 and 7492,combination of 7492 and 7493,,C,
<p>One of the function of the Sio<sub>2</sub> layer in an IC is to</p>,act as a dielectric for capacitors,prevent shorting of elements by interconnections,from cathodes for diodes,afford protection from the radiations,,B,
"<p>In a shift register the data is loaded in one operation but shifted out one bit at a time, The shift register is</p>",serial in-serial out,parallel in-serial out,serial in-parallel out,parallel in-parallel out,,B,
<p>In CCD</p>,a small charge is deposited for logical 1,a small charge is deposited for both logical 1 and 0,a small charge is deposited for logical 0 and large charge for logical 1,none of the above,,C,
"<p>The contents of the program counter after the call operation point to the first instruction on the<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/61-1048.png""/></p>",stack,subroutine,either of the above,none of the above,,B,
