question,A,B,C,D,E,answer,explanation
<p>The inputs to logic gate are 0. The output is 1. The gate is</p>,NAND or XOR,OR or XOR,AND or XOR,NOR or Ex-NOR,,D,
<p>In a JK master slave flip flop race condition does not occur.</p>,True,False,,,,A,
<p>State transition table and state transition diagram form part of design steps for</p>,combinational circuits,sequential circuits,delay circuits,all of the above,,B,
<p>Which binary subtraction is incorrect?</p>,100101 - 100011 = 000000,10000000 - 01000000 = 1000000,10111110.1 - 101011.11 = 110010.11,11111111 - 1111111 = 10000000,,A,
"<p>Consider the following statements: <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Race around condition can occur in JK flip flop when both inputs are 1</li><li style=""padding-top:10px;"">A flip flop is used to store one bit of information</li><li style=""padding-top:10px;"">A transparent latch is a D type flip flop</li><li style=""padding-top:10px;"">Master slave flip flop is used to store two bits of information</li></ol> Which of the above are correct?</p>","1, 2, 3","1, 3, 4","1, 2, 4","2, 3, 4",,D,
<p>D FF can be used as a</p>,differentiator,divider circuit,delay switch,none,,C,
<p>In flip flops the duration of clock pulse is about</p>,3 ns,10 ns,25 ns,50 ns,,A,
<p>Which of the following is decimal equivalent of the binary 1111111?</p>,27,87,127,167,,C,
<p>A 555 timer can be used as</p>,an astable multivibrator,monostable multivibrator,frequency Divider only,any of the above,,D,
<p>Which of the following statements defines a full adder?</p>,It adds two binary digits and produces their SUM and CARRY,It adds three inputs (two binary digits and a carry) and produces their SUM and CARRY,It has two inputs and two outputs,None of the above,,B,
"<p>In 8085 microprocessor, what is the memory word size?</p>",6 bits,8 bits,12 bits,16 bits,,A,
<p>Which of the following memory is preferred in case of calculators?</p>,Dynamic RAM,Dynamic ROM,Static ROM,Static RAM,,A,
<p>Which device changes parallel data to serial data?</p>,Decoder,Multiplexer,Demultiplexer,Flip flop,,B,
<p>A 12 bit ADC is employed to convert an analog voltage of zero to 10 volts. The resolution of the ADC is</p>,2.44 mV,24.4 mV,83.3 mV,1.2 V,,A," <p>Full scale measurement range = 0 to 10 volts.</p>
<p>ADC resolution is 12 bits: 2^12 = 4096 quantization levels.</p>
<p>ADC voltage resolution is: (10-0)/4096 = 0.00244 volts = 2.44 mV.</p> "
<p>Race condition always arises in</p>,synchronous circuit,asynchronous circuit,combinational circuit,digital circuit,,B,
"<p>The expression Y (A, B, C) = ∑m (1, 3, 5, 6) is to realized using a multiplexer. Then</p>","use 8 : 1 multiplexer and ground input lines 1, 3, 5, 6","use 8 : 1 multiplexer and ground input lines 0, 2, 4, 7","use 8 : 1 multiplexer and ground input lines 0, 1, 2, 3","use 8 : 1 multiplexer and ground input lines 4, 5, 6, 7",,B,
<p>A microprocessor with a 16 bit address bus is used in a linear memory selection configuration. Address bus lines are directly uses as chip selects of memory chips with 4 memory chips the maximum addressable memory space is</p>,64 k,16 k,8 k,4 k,,A,
<p>An I/O processor control the flow of information between</p>,cache memory and I/O devices,main memory and I/O devices,1 Two I/O devices,cache and main memories,,B,
<p>The process of entering data into ROM is called</p>,writing,burning,decoding,registering,,B,
<p>Which of the following conversion is incorrect?</p>,2048.0625 = 100000000000.0001<sub>2</sub>,100000011.1001<sub>2</sub> = 131.5625<sub>10</sub>,101101<sub>2</sub> = 45<sub>8</sub>,Hexadecimal B6C<sub>7</sub> = 46791<sub>10</sub>,,C,
<p>The output of basic DTL configuration is</p>,low when one of the input is high,low when all inputs are high,high when all inputs are high,high when all inputs are low,,B,
"<p>figure shows three pulse train inputs to a 3-input AND gate. Assuming positive logic, the output signal obtained in figure would be<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/57-974.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/57-974-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/57-974-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/57-974-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/57-974-4.png""/>",,B,
<p>The number of flip flops required to construct a register to store number 102<sub>10</sub> in binary form is</p>,2,4,8,10,,D,
"<p>Minimum no. of 2 I/P NAND gate required to implement the Boolean function Z = ABC, assuming that A, B and C are available is</p>",2,3,5,6,,C,
"<p>In 8085 microprocessor, which of the following interrupts is unmaskable interrupts?</p>",RST 5.5,RST 7.5,TRAP,INTR,,C,
<p>The 8085 microprocessor is interrupted while executing MOV instruction at location 0210 H. What is the location at which contents of register E are stored.</p>,054 CH,054 DH,054 EH,054 FH,,C,
<p>The amplifier used in bootstrap voltage sweep should have a gain of</p>,+1,+∞,-1,-∞,,C,
"<p>+12 V supply is given to plates <i>a, d, g, </i> and 0 V to other plates and grid of a VF display. The plates which will glow are</p>","<i>a, d, g</i>","<i>b, c, e, f</i>",all,none,,C,
<p>An interrupt in which the external device supplies its address as well as the interrupt is known as</p>,vectored interrupt,maskable interrupt,polled interrupt,non-maskable interrupt,,A,
<p>What is the decimal equivalent of the binary number shown in fourth row?</p>,79,97,117,127,,B,
<p>An instruction used to set the carry flag in a computer can be classified as</p>,data transfer,arithmetic,Logical,program control,,C,
"<p>In the assembler, which one of the following is required for variable name in symbol table?</p>",Addresses,Values,Registers,Storage,,C,
<p>A monostable multivibrator has</p>,no stable state,one stable state,two stable state,none of the above,,B,
<p>Which memory does not require programming equipment?</p>,RAM,EPROM,EEPROM,UVPROM,,A,
<p>The 8085 microprocessor is interrupted while executing MOV instruction at location 0210 H. What is the location at which contents of register D are stored</p>,054 CH,054 DH,054 EH,054 FH,,D,
