question,A,B,C,D,E,answer,explanation
<p>A decade counter</p>,counts for ten days,counts ten times faster than a binary counters,counts to 9 and reset on the next pulse,reverts on the pulse after the tenth,,C,
<p>The range of signed decimal number that can be represented by 6 bit in complement number is</p>,-31 to +31,-63 to +64,-64 to +63,-32 to +31,,A,
<p>Schottky clamping is resorted to in TTL gates</p>,to reduce propagation delay,to increase noise margin,to increase packing density,to increase fan out,,A,
"<p>In 8085 microprocessor, which of the following interrupts has the highest priority?</p>",RST 5.5,RST 7.5,TRAP,INTR,,C,
"<p>The circuit shown in the figure is a<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/52-847.png""/></p>",positive logic OR circuit,negative logic OR circuit,positive logic AND circuit,negative logic AND circuit,,A,
<p><p><b>Assertion (A):</b>  An SR latch has the problem of RAC condition</p><p><b>Reason (R):</b> While designing a digital circuit RAC condition should be avoided.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
"<p>In a clocked NAND latch, race condition occur when</p>",R and S are high CLK is low,R and CLK are high and S is low,"R, S, CLK are high","R, S, CLK are low",,C,
"<p>In Von-Neumann-or Princeton-type computers, the program</p>",can appear any where within the memory,memory and data memory are clearly distinguished,data and instructions are distinguished at the first stage,none of the above,,A,
<p>In a digital system there are three inputs ABC. Output should be high when atleast two inputs are high. Then output =</p>,AB + BC + AC,"ABC + AB<span style=""text-decoration:overline;"">C</span> + <span style=""text-decoration:overline;"">A</span> BC + A<span style=""text-decoration:overline;"">B</span>C","AB + BC + A<span style=""text-decoration:overline;"">C</span>","A<span style=""text-decoration:overline;"">B</span> + B<span style=""text-decoration:overline;"">C</span> + <span style=""text-decoration:overline;"">A</span>C",,B,
<p>Which of them radiates emission?</p>,LED only,LCD only,Both LED and LCD,Neither LED nor LCD,,A,
<p>A full adder has two outputs SUM and CARRY.</p>,True,False,,,,A,
"<p>For the circuit shown in the figure, what is the frequency of the output Q?<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/53-874.png""/></p>",Twice the input clock frequency,Half the input clock frequency,Same as input clock frequency,Inverse of the propagation delay of the FF,,B,
<p>Which two rows represent identical binary numbers?</p>,A second and fourth,Fifth and eight,Third and seventh,Second and third,,D,
<p>How many input-output ports can be accessed by direct method of 8085 μp?</p>,8,256,32 K,64 K,,B,
<p>The binary equivalent of 4096.90625 is</p>,1000000000000.11101,10000000000001.10101,1000000000001.10001,1000000000000.10011,,A,
"<p>When two 16-input multiplexers drive a 2-input MUX, what is the result?</p>",2-input MUX,4-input MUX,16-input MUX,32 input MUX,,D,
<p>Two voltages are -5 V and -10 V. In positive logic</p>,-5 V is 1 and -10 V is 0,-10 V is 1 and -5 V is 0,-5 V is 1 in some circuits and 0 in others,-10 V is 1 in some circuits and 0 in others,,A,
"<p>In floating point number 0110100000010101, the exponent is equal to __________ <sub>10</sub></p>",11,-11,10,-10,,B,
"<p>figure shows three pulse train inputs to a 3-input OR gate. Assuming positive logic, the output pulse rate train in figure (b) would be<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/57-975.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/57-975-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/57-975-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/57-975-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/58-975-4.png""/>",,C,
<p>The advantage of using dual slope <i>ADC</i> in digital voltmeter is that</p>,its conversion time is small,its accuracy is high,its output is in BCD,it does not require a comparator,,B,
<p>Which multivibrator can be used as a clock timer?</p>,Astable multivibrator,Bistable multivibrator,Any of the above,None of the above,,A,
<p>T-flip-flop is commonly used as</p>,a delay switch,a digital counter only,a digital counter and frequency divider,any of the above,,C,
<p>In the NMOS inverter</p>,the driver and achieve load are enhancement type,the driver is enhancement type and load depletion type,both driver and load are depletion type,the driver and load are depletion type,,B,
"<p>For the switch circuit, taking open as 0 and closed as 1, the expression for the circuit is Y. Y is given by<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/50-811.png""/></p>",A + (B + C) D,A + BC + D,A(BC + D),none of these,,C,
<p>Assuming accumulator contain A 64 and the carry is set (1).What will register A and (CY) contain after RAR?</p>,"4 DH, 0","D 3H, 0","4 DH, 1","53 H, 0",,B,
<p>Equipment using BCD numbers</p>,pocket calculators,electronic counter,digital voltmeters,all of the above,,D,
"<p>If number of bits is N, the % resolution in analog to digital conversion is</p>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/19-190-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/19-190-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/19-190-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/19-190-4.png""/>",,C,
<p>In a microprocessor system the stack is used for</p>,starting the program return address whenever a subroutine jump instruction is execute,transmitting and receiving input and output data,starting all important CPU register contents whenever an interrupt is to be serviced,storing program instructions for interrupt service routine,,A,
"<p>In N channel MOSFET with gate reverse biased, the gate current is of the order</p>",10<sup>-3</sup> amp,10<sup>-6</sup> amp,10<sup>-9</sup> amp,10<sup>-12</sup> amp,,D,
"<p>In 8085 microprocessor, a RIM instruction is used to</p>","disable the interrupts 7.5, 6.5, 5.5","enable the interrupts 7.5, 6.5, 5.5",read in the serial input data,none of the above,,C,
<p>The digit F in hexadecimal system is equivalent to number __________ in decimal system.</p>,16,15,17,8,,B,
<p>In level clocking the output can change</p>,on rising edge of clock cycle,on falling edge of clock cycle,during entire half cycle of the clock,none of the above,,C,
<p>Which family of logic circuits uses field effect transistors?</p>,TTL,CMOS,Both LED and well as LCD,None of the above,,B,
<p>An encoder converts decimal numbers to binary and other codes.</p>,True,False,,,,A,
