question,A,B,C,D,E,answer,explanation
<p>What is the direction of control bus?</p>,Unidirection into μp,Unidirection out of up,Bidirectional,"Mixed direction i.e., some lines into μp and some other out of μp",,D,
"<p>In the given figure assume that initially Q = 1 with Clock Pulses being given, the subsequent states of Q will be<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/36-509.png""/></p>","1, 0, 1, 0, 1......","0, 0, 0, 0, 0......","1, 1, 1, 1, 1......","0, 1, 0, 1, 0......",,C,
"<p>The Boolean expression (<span style=""text-decoration:overline;"">A</span> + B) (A + <span style=""text-decoration:overline;"">C</span>) (<span style=""text-decoration:overline;"">B</span> + <span style=""text-decoration:overline;"">C</span>) simplifies to</p>","(A + B) <span style=""text-decoration:overline;"">C</span>","(A + <span style=""text-decoration:overline;"">B</span>) <span style=""text-decoration:overline;"">C</span>","(<span style=""text-decoration:overline;"">A</span> + B) <span style=""text-decoration:overline;"">C</span>",none of these,,C,
"<p>If V<sub>in</sub> is 0.99 V, what is the digital output of the ADC 0801 after INTER goes low?</p>",0011 0011,0101 1111,0111 1100,1111 1111,,A,
"<p>Which of the following operation are performed on linear queues?<ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Testing a linear queue for underflow</li><li style=""padding-top:10px;"">Enqueue operation</li><li style=""padding-top:10px;"">Dequeue operation</li><li style=""padding-top:10px;"">Testing a linear queue for overflow.</li></ol> Select the correct answer using the codes given below the lists</p>","1, 2 and 3","2, 3 and 4","1, 3 and 4","1, 2, 3 and 4",,D,
"<p>As access time is decreased, the cost of memory</p>",remains the same,increases,decreases,may increase or decrease,,B,
<p><p><b>Assertion (A):</b>  Hamming code is commonly used for error correction </p><p><b>Reason (R):</b> In Hamming code the number of parity bits increases as the number of information bits increases.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
<p>A 2 bit binary multiplier can be implemented using</p>,2 inputs ANDs only,2 I/P XOR and 4 I/P AND gate only,two 2 inputs NORs and One XNOR gate,XOR gates and shift registers,,B,
"<p>A microcomputer has memory locations from 0000 to FFFF, each storing 1 byte. How many bytes can be the memory store?</p>",12333,14666,16384,16655,,C,
<p>Typical size of digital IC is about</p>,1″ x 1″,2″ x 2″,0.1″ x 0.1″,0.001″ x 0.001″,,C,
<p>A clock signal coordinates the working of different flip flops.</p>,True,False,,,,A,
"<p>In 8085, usually the vector location and the next two memory location contain a JMP instruction. This allows the programs to branch to</p>",a longer subroutine,a shorter subroutine,a subroutine free path,none of the above,,A,
<p>In which of these does thermionic emission occur?</p>,LED,LCD,VF display,None,,C,
"<p>In a positive-edge-triggered JK flip-flop, a low J and a low K produce __________ state. A high __________ on the rising edge of the clock.</p>","inactive, reset","active, reset","active, toggle","inactive, toggle",,D,
<p>The rate of change of digital signals between High and Low level is</p>,very fast,fast,slow,very slow,,A,
<p>39.12<sub>10</sub> = __________ <sub>10</sub></p>,10111.0001111,100011.0001111,100001.0001111,001111.0001111,,A,
<p>Which of the following is best suited for parity checking and parity generation?</p>,"AND, OR, NOT gates","XOR, Exclusive NOR gate",NAND gates,NOR gates,,B,
"<p>In the circuit shown below, the outputs Y<sub>1</sub> and Y<sub>2</sub> for the given initial condition Y<sub>1</sub> = Y<sub>2</sub> = 1 and after four input pulses will be<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/51-826.png""/></p>","Y<sub>1</sub> = 1, Y<sub>2</sub> = 0","Y<sub>1</sub> = 0, Y<sub>2</sub> = 0","Y<sub>1</sub> = 0, Y<sub>2</sub> = 1","Y<sub>1</sub> = 1, Y<sub>2</sub> = 1",,D,
<p>The op amp is used in</p>,A/D converters,D/A converters,both (a) and (b),shift registers,,C,
<p><p><b>Assertion (A):</b>  Power drain of CMOS increases with operating frequency </p><p><b>Reason (R):</b> All unused CMOS inputs should be tied either to a fixed voltage level (0 or V<sub>DD</sub>) or to another input.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
"<p>For the logic circuit of the given figure the simplified Boolean expression is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/28-378u.png""/></p>","Y = AB + <span style=""text-decoration:overline;"">A</span> C","Y = (AB) (<span style=""text-decoration:overline;"">A</span> C)",Y = ABC,"Y = A <span style=""text-decoration:overline;"">B</span> + <span style=""text-decoration:overline;"">A</span> C",,A,
"<p>In two level logic, logic race does not occur.</p>",True,False,,,,A,
