question,A,B,C,D,E,answer,explanation
<p>A buffer is a device that isolates other devices. Typically a buffer has</p>,a high input impedance and a low output impedance,a high input impedance as well as output impedance,a low input impedance and a high output impedance,a low input impedance as well as output impedance,,A,
<p>Which of the following is used as switch?</p>,J-K flip-flop,Master slave J-K flip-flop,T-flip-flop,D-flip-flop,,D,
<p>In a positive edge triggered <i>D</i> flip flop</p>,D input is called direct set,Preset is called direct reset,Present and clear are called direct set and reset respectively,D input overrides other inputs,,C,
<p>The first contribution to logic was made by</p>,George Boole,Copernicus,Aristotle,Shannon,,C,
<p>Average latency time of magnetic tape memory is of the order of</p>,1 μ sec,1 msec,1 sec,1 minute,,D,
<p>Which one of the following is loaded in the main memory by the bootstrap loader?</p>,System data,User program,BIOS,Part of DOS,,D,
"<p>In a NAND SR latch S = 0, R = 1 then</p>",Q = 0,"Q = 1, <span style=""text-decoration:overline;"">Q</span> = 0",it is race condition,none of the above,,B,
<p>Microprocessors find applications in</p>,pocket calculators,scientific instruments,medical equipments,all of the above,,D,
<p>The characteristic equation of flip-flop gives the next state Q<sub>N + 1</sub> in terms of present state Q<sub>N</sub> and the inputs. Which one of the following is the characteristic equation of J - K flip-flop?</p>,"Q<sub>N+1</sub> = J<span style=""text-decoration:overline;"">Q</span><sub>N</sub> + KQ<sub>N</sub>","Q<sub>N+1</sub> = J + K<span style=""text-decoration:overline;"">Q</span><sub>N</sub>","Q<sub>N+1</sub> = K<span style=""text-decoration:overline;"">Q</span><sub>N</sub> + <span style=""text-decoration:overline;"">J</span>Q<sub>N</sub>","Q<sub>N+1</sub> = K + <span style=""text-decoration:overline;"">J</span>Q<sub>N</sub>",,A,
"<p>If we need a device to shut off a few ampere current in a few nano seconds, the proper devices is</p>",VMOS,CMOS,BJT,UJT,,A,
<p>The 2732 is 4096 x 8 EPROM. How many address lines does it have?</p>,12,24,50,100,,A,
<p>In a D latch</p>,D drives R and D drives S,D drives S and D drives R,D drives both R and S,"<span style=""text-decoration:overline;"">D</span> drives both R and S",,B,
<p>Fastest memory cell</p>,bubble memory,core memory,semiconductor memory,superconductor memory,,C,
<p>A seven bit (even parity) code 0010001 may have error. The correct code is</p>,0010001,1110001,0011001,1111110,,C,
<p>Which of the following represents the decimal form of binary 0.0111?</p>,0.1600,0.22728,0.9375,0.7964,,C,
<p>In a positive edge triggered JK flip flop</p>,High J and High K produce inactive state,Low J and High K produce inactive state,Low J and Low K produce inactive state,High J and Low K produce inactive state,,C,
<p>In case of static storage elements</p>,information is permanently stored,information is to be periodically refreshed,information is to be intermittently refreshed,information is lost in case power is removed,,D,
<p>For a microprocessor system using IO-mapped IO the following statement is NOT true</p>,memory space available is greater,not all data transfer instructions are available,IO and memory address spaces are distinct,IO address space is greater,,D,
<p>Which of the following is susceptible to race condition?</p>,R-S latch,D latch,Both R - S and D latches,None of the above,,A,
<p>The density of the dynamic RAM is</p>,more than that of static RAM,less than that of static RAM,equal to that to static RAM,equal to or more than that of static RAM,,A,
"<p>In 8085 microprocessor, even after a Reset operation which of the following interrupts remains enabled?</p>",INTR,RST 5.5,RST 7.5,TRAP,,D,
<p>A decoder can be used as a demultiplexer.</p>,True,False,,,,A,
<p>ADC 0804 is a</p>,dual slope A/D converter,single slope A/D converter,successive approximation A/D converter,either (a) or (b),,C,
<p>The noise margin of a TTL gate is about</p>,0.2 V,0.4 V,0.6 V,0.8 V,,C,
<p><p><b>Assertion (A):</b>  BCD code is used in pocket calculators</p><p><b>Reason (R):</b> BCD code is slower than binary.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
<p>In TTL the transistors are driven into and out of saturation.</p>,True,False,,,,A,
<p>The most commonly used logic family is</p>,ECL,TTL,CMOS,PMOS,,B,
<p>In a JK master slave flip flop</p>,master is clocked when clock is low,slave is clocked when clock is high,master is clocked when clock is high and slave is clocked when clock is low,master is clocked when clock is low and slave is clocked when clock is high,,C,
<p>The characteristic equation for the next state (Q<sub><i>n</i>+1</sub>) of a J-K flip-flop is</p>,"Q<sub><i>n</i>+1</sub> = JQ<sub><i>n</i></sub> + <span style=""text-decoration:overline;"">K</span>Q<sub><i>n</i></sub>","Q<sub><i>n</i>+1</sub> = <span style=""text-decoration:overline;"">JQ</span><sub><i>n</i></sub> + <span style=""text-decoration:overline;"">KQ</span><sub><i>n</i></sub>","Q<sub><i>n</i>+1</sub> = J<span style=""text-decoration:overline;"">Q</span><sub><i>n</i></sub> + K<span style=""text-decoration:overline;"">Q</span><sub><i>n</i></sub>",Q<sub><i>n</i>+1</sub> = JQ<sub><i>n</i></sub> + KQ<sub><i>n</i></sub>,,C,
<p>A semiconductor Read-only-Memory basically is</p>,a combinational logic circuit,a set of flip-flop memory elements,a sequential circuit with flip-flops and gates,none of the above,,A,
<p>A 4 bit counter with four flip-flops will count upto decimal</p>,8,15,31,63,,B,
"<p>Out of the following memory types, one that is volatile is</p>",ferrite-core,semiconductor RAM,semiconductor ROM,magnetic disc,,B,
<p>A number given in binary as 0101.01 is to be scaled up 4 times. The scaled up binary is</p>,10101,01.0101,0404.04,010.101,,A,
<p>The problem of logic race occurs in</p>,SOP functions,POS functions,Hybrid function,SOP and POS functions,,C,
<p>A shift register can be used for all of the following EXCEPT</p>,ring counter,A/D conversion,series to parallel conversion,generation of delay,,B,
"<p>Symbol in the given figure is IEEE symbol for<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/16-83.png""/></p>",AND,OR,NAND,NOR,,B,
<p>For a level input sequential circuit</p>,output in a level only,output is in the pulse form,output may be a pulse or a level form,none of these,,A,
"<p>In a digital system, the maximum clock frequency that can be used with Master/Slave Clocked flip-flops having total propagation delay of 200 μsec is</p>",20 MHz,50 MHz,100 MHz,200 MHz,,B,
<p>Which of them contains an organic fluid?</p>,LED,LCD,Both LED and LCD,Neither LED nor LCD,,B,
<p>A buffer is</p>,always non-inverting,always inverting,inverting or non-inverting,none of the above,,C,
<p>The gate width of a monostable multivibrator is given by</p>,T = 1.1 RC,T = 0.693 RC,0.963 RC,T = 0.369 RC,,B,
<p><p><b>Assertion (A):</b>  2's complement arithmetic is preferred in digital computers </p><p><b>Reason (R):</b> The hardware required to obtain 2's complement is simple.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,C,
"<p>For the logic circuit of the given figure, Y =<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/30-401.png""/></p>",A + BC,BC,AB,AB + C,,C,
"<p>For edge triggering in flip flops, manufacturers use</p>",RC circuit,direct coupled design,either RC circuit or direct coupled design,none of the above,,B,
<p><p><b>Assertion (A):</b>  A binary number is a string of zeros and ones only </p><p><b>Reason (R):</b> The base in a binary system is 2</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,A,
"<p>What does the B register contain after the first MOV B, A has been executed?</p>",40 H,60 H,80 H,80 D,,A,
<p>Program counter in a digital computer</p>,counts the number of program run in the machine,counts the number of times a subroutine is called,counts the number of times the loops are executed,points the memory address of the current or the next instruction to be executed,,D,
"<p>__________ switch, a <i>T</i> flip-flop is used as __________ switch, a <i>T</i> flip-flop is used as switch</p>","toggled, delay","delay, toggle",set reset,"reset, set",,B,
<p>In a three variable K map four adjacent cells give</p>,single variable term,two variable term,three variable term,either (a) or (b),,A,
"<p>In 2 out of 5 code, decimal number 8 is</p>",11000,10100,11000,1010,,B,
