question,A,B,C,D,E,answer,explanation
<p><p><b>Assertion (A):</b>  The TTL output acts as a current sink in low state </p><p><b>Reason (R):</b> The TTL input current is largest in low state.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
<p>The number of LED display indicators in logic probe are</p>,1,2,1 or 2,4,,B,
<p>The time needed by a TTL circuit to switch from 0 to 1 or 1 to 0 is about</p>,10 μs,10 ns,100 μs,50 ns,,B,
<p><p><b>Assertion (A):</b>  R-2R ladder type DAC has higher speed of operation than weighted resistor DAC </p><p><b>Reason (R):</b> R-2R ladder type DAC uses only two different values of resistor network uses many different values of resistors</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
<p>Which of the following circuits can be used as parallel-to-series converter?</p>,Digital counter,Decoder,Demultiplexer,Multiplexer,,D,
<p>RAM can be expanded to</p>,increase word size,increase word number,either increase word size or increase word number,none of the above,,C,
<p>Large scale integration refers to</p>,more than 50 gates on the same chip,more than 80 gates on the same chip,more than 100 gates on the same chip,none of the above,,C,
<p>Which of the following statements is not true in regard to storage time of a diode?</p>,"During this time, the diode is reverse-biased",The diode conducts during this time,It is due to the time taken by carriers to depart from the function when the diode is reverse-biased,During this time the diode current is zero,,D,
"<p>Suppose a microprocessor has memory locations from 0000 to 3FFF, each storing I byte. How many bytes the memory can storing I bytes the memory can store?</p>",4384,8644,12688,16384,,B,
"<p>If the number of information bits is m, the number of parity bits p in the Hamming code is given by equation</p>",2<sup>p</sup> = m + p + 1,2<sup>p</sup> ≥ m + p + 1,2<sup>P</sup> = m + p,2<sup>p</sup> ≥ m + p,,B,
<p>Which of the following is the least important consideration while selecting a logic technology?</p>,Power dissipation,Noise immunity,Number of pins,Cost,,C,
"<p>The logic circuit of the given figure realizes the function<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/32-429.png""/></p>","(<span style=""text-decoration:overline;"">A + B</span> + C)(<span style=""text-decoration:overline;"">D</span>)(<span style=""text-decoration:overline;"">E</span>)","(<span style=""text-decoration:overline;"">A + B</span> + C) (D)(E)","(<span style=""text-decoration:overline;"">A + B</span> = C) (<span style=""text-decoration:overline;"">D</span>)(E)","(A + B + <span style=""text-decoration:overline;"">C</span>)(D)(E)",,A,
"<p>Is Schottky TTL, Schottky diode is used primary to</p>",prevent saturation of the transistor,saturate the transistor,act as a switch,act as a controlling switch,,A,
<p>What is the maximum output voltage from the 741 op-amp?</p>,Zero,Approximately 1 V,Approximately 3 V,Approximately 5 V,,D,
<p>A full adder is to be implemented using half adders and OR gates. A 4 bit parallel adder without any initial carry requires</p>,8 half adders and 4 OR gates,8 half adders and 3 OR gates,7 half adders and 3 OR gates,7 half adders and 4 OR gates,,C,
<p>The main advantage of hexadecimal numbers is</p>,ease of conversion from hexadecimal to binary and vice-versa,ease of conversion from hexadecimal to decimal and vice-versa,ease of conversion from gray code to binary and vice-versa,the use of numbers and alphabets,,A,
<p>T- FF used as a</p>,transfer Data switch,toggle switch,time delay switch,none,,B,
<p>A pulse train can be delayed by a finite number of clock periods by using</p>,serial in-serial out shift register,parallel in serial out shift register,serial in-parallel out shift register,parallel in parallel out shift register,,A,
<p>The disadvantage of counter type ADC as compared to comparator ADC is that</p>,resolution is low,conversion time is more,circuit is more complex,stability is low,,A,
<p>In 8421 Binary coded Decimal system the decimal number 237 is represented by</p>,1000110111,1000111110,001000110111,10010010011,,C,
"<p>For the given truth table, the correct Boolean expression is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/23-272.png""/></p>","XYZ + <span style=""text-decoration:overline;"">X</span> YZ + X <span style=""text-decoration:overline;"">Y Z </span>","<span style=""text-decoration:overline;"">X</span> <span style=""text-decoration:overline;"">Y</span> <span style=""text-decoration:overline;""> Z</span> + XYZ + <span style=""text-decoration:overline;"">X</span> YZ","<span style=""text-decoration:overline;"">X</span> <span style=""text-decoration:overline;"">Y</span> <span style=""text-decoration:overline;""> Z</span> + X<span style=""text-decoration:overline;"">Y</span>Z + XY <span style=""text-decoration:overline;"">Z</span>","XYZ + X<span style=""text-decoration:overline;"">Y</span>Z + XY <span style=""text-decoration:overline;"">Z</span>",,B,
<p>The race condition in NOR SR latch occurs when</p>,S = R = 1,"S = 0, R = 1","S = 0, R = 0","S = 1, R = 0",,A,
<p>Flag bits in arithmetic unit provide</p>,status type information,repeatability,facilities for rechecks,all of the above,,A,
"<p>The generic microprocessor contains a zero and a carry flag. These are located on the<br/>The 8156 of a figure has RAM locations from 2000 H to 20 FFH.<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/61-1043.png""/></p>",interrupt control,status register,either (a) or (b),none of the above,,B,
<p>How many interrupts are there of 8085 μP?</p>,4,5,6,8,,B,
<p>Multiplexer can be used as logic function generator.</p>,True,False,,,,A,
<p>74HCT00 series is</p>,NAND IC,interface between TTL and CMOS,inverting IC,NOR IC,,B,
<p>The output of a full adder is</p>,SUM,CARRY,SUM and CARRY,none of the above,,B,
<p>Number of cards read per minute by a card reader may be of the order of</p>,20,1,10000,300,,D,
"<p>The open collector gates in the given figure are tied together. The output Y =<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/27-359.png""/></p>","<span style=""text-decoration:overline;"">A + B</span> + <span style=""text-decoration:overline;"">C + D</span>","<span style=""text-decoration:overline;"">A + B + C + D </span>",(A + B) (C + D),AB + CD,,A,
