question,A,B,C,D,E,answer,explanation
"<p>If we need a low noise device, we should use</p>",BJT,FET,thyristor,UJT,,B,
<p>The principal of locality of reference justifies the use of</p>,interrupts,DMA,virtual memory,cache memory,,D,
<p>The contents of the commands register are 23 H. Then port C</p>,is an input port,is an output port,is both input as well as output port,none of the above,,A,
"<p>Consider the following digital circuits:<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/43-636.png""/> <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Multipliers</li><li style=""padding-top:10px;"">Read only memories</li><li style=""padding-top:10px;"">D-latch</li><li style=""padding-top:10px;"">Circuits as shown</li></ol> Which of these come under the class of combinational circuit?</p>",1 and 2,3 and 4,"1, 2 and 3","1, 2, 3 and 4",,A,
<p>Which of the following bus is used to transfer data from main memory to peripheral device?</p>,DMA bus,Output bus,Input bus,Data bus,,A,
<p>An 8085 microprocessor based system uses a 4 k x 8 bit RAM whose address in AAOOH. The address of the last byte in this RAM is</p>,OFFFH,1000H,B9FFH,BA00H,,D,
"<p>Read the following statements: Dual slope ADC provides <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">higher speed as compared to other ADC</li><li style=""padding-top:10px;"">very good accuracy</li><li style=""padding-top:10px;"">good rejection of power supply</li><li style=""padding-top:10px;"">better resolutions compared to other ADC for the same number of bits</li></ol> Which of the above are correct?</p>",1 and 2,2 and 3,"1, 2, 3","1, 2, 3, 4",,B,
"<p>In 8085 microprocessor, how many I/O ports can be accessed by memory mapped method?</p>",8,256,32 K,64 K,,C,
"<p>The open wired circuit in the given figure works as a<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/21-256.png""/></p>",EX - NOR gate,AND gate,XOR gate,NOR gate,,C,
"<p>The circuit shown below is functionally equivalent to<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/44-651.png""/></p>",NOR gate,OR gate,EX-OR gate,NAND gate,,C,
"<p>In an R-S latch, to set the output to high</p>",R is low and S is high,R and S are high,R and S are low,R is high and S is low,,A,
<p>The amplifier used in miller voltage sweep should have a gain of</p>,-∞,+1,+∞,-1,,A,
