question,A,B,C,D,E,answer,explanation
<p>A voltage DAC is generally slower than current DAC</p>,because of more accuracy,because of higher resolution,because of response time of op-amp current to voltage converter,none of the above,,C,
"<p>The circuit realizes the function<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/49-788.png""/></p>",(A + B) E + CD,(A + B) (E + CD),(A + B) (E + C + D),(AB + E). CD,,A,
<p>For a NAND SR latch of input is the normal resting state of inputs is</p>,S = R = 1,"S = 0, R = 1","S = 1, R = 0",S = R = 0,,A,
<p>A mod-2 counter followed by a mod 5 is same as</p>,mod-7 counter,A decade counter,mod-3 counter,none,,B,
<p>The write cycle time of memory is 200 nsec. The maximum rate of data which can be stored is</p>,200 words/sec,5 x 10<sup>3</sup> words/sec,5 x 10<sup>6</sup> word/sec,5 x 10<sup>9</sup> words/sec,,C,
<p>Decimal 45.15 when converted into 9's complement will become</p>,54.84,45.48,48.54,45.84,,A,
<p>Binary number 11011.01 when converted to its 2's complement will become</p>,0101.110,01111.10,01100.10,00100.11,,D,
"<p>A five bit binary adder is used to add 01001 and 00111. The adders from LSB position are numbered as FA<sub>0</sub>, FA<sub>1</sub>, FA<sub>2</sub> and FA<sub>3</sub>. The outputs of FA<sub>2</sub> are</p>",SUM = 0,"SUM = 0, CARRY = 1","SUM = 1, CARRY = 0","SUM = 1, CARRY = 1",,A,
<p>figure shows a NAND latch used as a switch debouncer. With the switch in STOP position. Q will be equal to</p>,0,1,CLK,none of these,,A,
<p>The values of 2<sup>5</sup> in octal system is</p>,40,20,400,200,,A,
"<p>As compared to MOS memories, bipolar memories have</p>",slower access time but are cheaper,slower access time and are costly,faster access time and are cheaper,faster access time and are costly,,D,
<p>The hexadecimal number BBC7 is equivalent to decimal number</p>,49761,46791,47691,49761,,B,
"<p>In 8085, out of interrupts given below, one particular interrupts is quite different from others, This interrupt is</p>",RST 5.5,RST 6.5,RST 7.5,none of these,,C,
<p>Which of the following is coincidence logic circuit?</p>,"<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/22-260-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/22-260-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/22-260-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/22-260-4.png""/>",,A,
<p>An A/D converter uses for reference purposes</p>,DC voltage,a saw tooth generator,set of keys,a flip-flop,,B,
<p>A pulse stretcher is same as a</p>,free running multivibrator,bistable multivibrator,monostable multivibrator,latch,,C,
<p>Binary multiplication 1 x 0 =</p>,1,0,10,11,,B,
<p>The minimum decimal equivalent of the number 11C0 is</p>,183,194,268,269,,D,
"<p>The circuit of the given figure performs<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/24-295.png""/></p>",OR function,AND function,exclusive OR function,exclusive NOR function,,B,
<p>The hex number EB<sub>16</sub> represents binary number of</p>,11101011,10010110,10101100,11101011,,A,
"<p>In 8085 microprocessor, if instruction RST is written in a program then the program will jump to location</p>",0020 H,0024 H,0028 H,002 CH,,C,
"<p>figure given below shows the internal schematic of a TTL AND-OR Invert (AOI) gate, For the input shown in the given figure, the output Y is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/41-597.png""/></p>",0,1,AB,AB,,A,
"<p>In 8085 microprocessor, the RST 5.5 interrupt service routine start from location</p>",0020 H,0024 H,0028 H,002 CH,,D,
<p>Which memory requires periodic recharging?</p>,All ROMS,All RAMS,Static RAM,Dynamic RAM,,D,
"<p>The hexadecimal number given below represent decimal numbers which are multiples of DC, C8, BE, 46, IE</p>",2,6,7,10,,C,
<p>A master slave flip-flop has the characteristics that</p>,change in the I/P immediately reflected in the O/P,change in the O/P occurs when the state of the master is affected,change in the output occurs when the state of the slave is affected,both the master and the slave states are affected at the same time,,C,
<p>Which of the following flip-flops is used as latch?</p>,JK flip-flop,D flip-flop,RS flip-flop,T flip-flop,,C,
<p>Least expensive logic</p>,RTL,DTL,TTL,ECL,,A,
"<p>The circuit show in the figure has 4 boxes each described by inputs P, Q, R and outputs <i>y, z</i> with<br/>Y = P ⊕ Q ⊕ R, Z = RQ + <span style=""text-decoration:overline;"">P</span>R + Q<span style=""text-decoration:overline;"">P</span> The circuit act as a<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/40-588.png""/></p>",4 bit adder giving P + Q,4 bit subtractor P - Q,4 bit subtractor Q - P,4 bit adder P + Q + R,,B,
<p>Logic pulser</p>,generates short duration pulses,generates long duration pulses,generates sinusoidal voltage,generates ideal pulses,,A,
<p>The no. of FF required and the maximum decimal no. of a MOD-12 counter is</p>,"12, 12","4, 11","3, 6","4, 10",,B,
<p>In a four variable K map eight adjacent cells give</p>,single variable term,two variable term,three variable term,four variable term,,A,
"<p>The MOS symbol shown indicates that <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">It is depletion type</li><li style=""padding-top:10px;"">It is enhancement type</li><li style=""padding-top:10px;"">It is channel</li><li style=""padding-top:10px;"">It is P-channel</li><li style=""padding-top:10px;"">Electrons flow from <i>s</i> to D</li><li style=""padding-top:10px;"">Holes flow from D to <i>s</i></li></ol> The true statements are<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/36-519.png""/></p>","1, 3, 6","1, 3, 5","2, 4, 6","2, 3, 5",,D,
<p>In a digital counter the number of flip-flops is</p>,always 2,always even,always odd,equal to the number of bits required in the final binary count,,C,
<p><p><b>Assertion (A):</b>  Gray code is used in shaft position encoding.</p><p><b>Reason (R):</b> In gray code only a single bit change occurs when going from one code to another.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,A,
"<p>For the K map of the given figure the simplified Boolean expression is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/27-374.png""/></p>","ACD + ABD + BC<span style=""text-decoration:overline;""></span>D","ACD + B<span style=""text-decoration:overline;"">C</span>D",ACD + ABD,none of the above,,B,
<p>The term VLSI generally refers to a digital IC having</p>,more than 1000 gates,more than 100 gates,more than 1000 but less than 9999 gates,more than 100 but less than 999 gates,,C,
<p>1101<sub>2</sub> - 1001<sub>2</sub> =</p>,1000,0100,0010,0001,,B,
<p>Which of the following memories normally has highest storage capacity?</p>,Magnetic disc,Magnetic tape,Semiconductor memory,Core memory,,A,
<p>The number of comparators of needed in a parallel conversion type 8 bit <i>A</i> to <i>D</i> converter is</p>,8,16,255,256,,C,
<p><p><b>Assertion (A):</b>  In hybrid digital circuits the problem of logic race can occur.</p><p><b>Reason (R):</b> In two level logic there is no problem of logic race.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
<p>What is the memory word size of 8085 μp?</p>,6 bits,8 bits,12 bits,16 bits,,B,
<p>The characteristic equation of an SR flip-flop in given by</p>,Q<sub><i>n</i>+1</sub> = S + RQ<i><sub>n</sub></i>,"Q<sub><i>n</i>+1</sub> = R<span style=""text-decoration:overline;"">Q</span><sub><i>n</i></sub> + <span style=""text-decoration:overline;"">S</span>Q<i><sub>n</sub></i>","Q<sub><i>n</i>+1</sub> = <span style=""text-decoration:overline;"">S</span> + RQ<sub><i>n</i></sub>","Q<sub><i>n</i>+1</sub> = S + <span style=""text-decoration:overline;"">R</span>Q<i><sub>n</sub></i>",,D,
<p>Binary number 101101 when converted to its 2's complement will become</p>,0101.01,0100.10,0100.10,0101.10,,B,
<p><p><b>Assertion (A):</b>  In a BCD to 7 segment decoder the number of outputs active at one time is always the same.</p><p><b>Reason (R):</b> A decoder can be used to interface BCD input to LED display.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,D,
<p>The number of flags available in 6800 are</p>,6,5,7,4,,A,
<p>Microprocessors were introduced in the year</p>,1951,1961,1971,1981,,C,
"<p>What is the addressing mode used in instruction MOV M, C?</p>",Direct,Indirect,Induced,Immediate,,B,
"<p>For the following decimal multiplication the result are given in binary numbers, Spot the incorrect relation, if any</p>",15 x 3 = 11000011<sub>2</sub>,42 x 1/12 = 10011.110<sub>2</sub>,7.75 x 2.5 = 10011.110<sub>2</sub>,"<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/47-752.png""/>",,D,
<p>Shift left and shift right operations occur in a calculator.</p>,True,False,,,,A,
