question,A,B,C,D,E,answer,explanation
"<p>The subtraction of a binary number Y from another binary number X, done by adding the 2's complement of Y to X results in a binary number without overflow. This implies that the result is</p>",-ve and is in normal form,-ve and 2's complement form,+ve and is in normal form,+ve and in 2's complement,,D,
<p>The decimal equivalent of the binary number 10110.0101011101 is</p>,22.2408216500,22.3408216750,22.3408213125,22.3408203125,,D,
"<p>The initial contents of the 4 bit serial in parallel out right shift, shift register shown in figure is 0110. After three clock pulses are applied, the contents of the shift register will be<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/38-545.png""/></p>",0000,0101,1010,1111,,C,
<p>In standard TTL the totem pole stage refers to</p>,multiemitter input stage,phase splitter,output buffer,open collector output stage,,C,
<p>In 8085 microprocessor the value of the most significant bit of the result following the execution of any arithmetic or Boolean instruction is stored in</p>,the carry status flag,the auxiliary carry status flag,sign status flag,zero status flag,,C,
<p>Which of the following correctly declares a pointer to an array of intergers in C?</p>,int * P [20],int * P,int (* P) [20],int * (P [20]),,C,
"<p>With 2's complement representation, the range of values that can be represented on the data bus of an 8 bit microprocessor is given by</p>",-128 to 127,-128 to +128,-127 to 128,-256 to 256,,A,
"<p>In a modem digital computer, a subtractor in normally not used because</p>",subtractors are very expensive,the design of a subtractor is very complex,the adder is geared for doing subtraction,most of the programs do not require subtraction,,C,
<p>In which one of the following types of analog to digital convertors the conversion time is practically independent of the amplitude of the analog signal?</p>,The dual slope integrating type,Successive approximation type,Counter ramp type,Tracking type,,B,
"<p>In 8085 microprocessor, which of the following is not vectored interrupt?</p>",RST 5.5,RST 6.5,RST 7.5,INTR,,D,
"<p>A two-input OR gate is designed for positive logic. However, it is operated with negative logic. The resulting logic operation will then be</p>",OR,AND,NOR,EX-OR,,A,
<p>A clock signal driving a 6-bit ring counter has a frequency of 1 MHz. How long is each timing bit high?</p>,1 ms,2 ms,3 ms,6 ms,,A,
<p>A twisted ring counter consisting of 4 FF will have</p>,4 states,8 states,2<sup>4</sup> states,None of the above,,B,
"<p><p><b>Assertion (A):</b>  In a serial in-serial out shift register, access is available only to the left most or right most flip flops </p><p><b>Reason (R):</b> If the output of a shift register is feedback to serial input it can be used as a ring counter.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
<p>IC counters are</p>,synchronous only,asynchronous only,both synchronous and asynchronous,none of the above,,C,
<p>2's complement representation of a 16 bit number (one sign bit and 15 magnitude bits) is FFFF. Its magnitude in decimal representation is</p>,0,1,"32, 767","65, 535",,B,
