question,A,B,C,D,E,answer,explanation
"<p>For an N bit ADC, the percentage resolution is [1/2<sup>N</sup> - 1)] 100.</p>",True,False,,,,A,
<p>Commercial ECL gates use two ground lines and one negative supply to</p>,reduce power consumption,increase fan out,reduce loading effect,eliminate the effect of power line glitches on the biasing circuit,,D,
<p>Dynamic memory cells are constructed using</p>,FETs,MOSFETs,Transistors,Flip flops,,B,
<p>Which of the following is incorrect?</p>,(8)<sub>16</sub> = (8)<sub>8</sub>,(5)<sub>16</sub> = (5)<sub>8</sub>,(8)<sub>2</sub> = (2)<sub>10</sub>,(2)<sub>16</sub> = (2)<sub>10</sub>,,A,
"<p>A 3 stage Johnson counter (ring) shown in figure is clocked at a constant frequency of fc from the starting state of Q<sub>0</sub> Q<sub>1</sub> Q<sub>2</sub> = 101. The frequency of output Q<sub>0</sub> Q<sub>1</sub> Q<sub>2</sub> will be<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/37-540.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/37-540-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/37-540-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/37-540-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/37-540-4.png""/>",,C,
"<p>A depletion type NMOS is operated in enhancement mode. V<sub><i>p</i></sub> = - 4 volts. For V<sub>GS</sub> = + 3 volts as V<sub>DS</sub> is increased, I<sub>D</sub> becomes nearly constant when V<sub><i>ps</i></sub> equals</p>",1 volt,3 volts,4 volt,7 volts,,D,
<p>Which one of the following is D/A conversion technique?</p>,Successive approximation,Weighted resistor,Dual slope,Single slope,,B,
<p>Assuming accumulator contain A 64 and the carry is set (1). What will accumulator (A) and carry (CY) contain after ANA A?</p>,"A 6 H, 1","A 6 H, 0","00 H, 0","00 H, 1",,B,
<p>A number is expressed in binary 2's complement as 10011 decimal equivalent value is</p>,19,13,-19,-13,,D,
<p>In INHIBIT operation</p>,output is 1 when both inputs are 0,output is 0 when blocking input is 1,output is 0 when blocking input is 0,output is 1 when blocking input is either 0 or 1,,B,
<p>The product of which of the following gives the figure of merit of a logic family?</p>,Gain and bandwidth,Propagation delay time and power dissipation,Fan-out and propagation delay time,Noise margin and power dissipation,,B,
<p>A JK flip flop can be converted to D flip flop by</p>,Connecting both J and K terminals to D,Connecting J terminal to D and leaving K open,Connecting K terminal to D and leaving J open,Connecting J terminal to D and K terminal to D through an inverter,,D,
"<p>In a 4 bit parallel in parallel out shift register A = 1, B = 1, C = 0, D = 1. The data output after 3 clock pulses is</p>",1101,1001,0101,0001,,A,
"<p><p><b>Assertion (A):</b>  A 4 input variable logic circuit can be implemented using a 8 : 1 multiplexer.</p><p><b>Reason (R):</b> When a multiplexer is used as a logic function generator, the logic design is simple.</p></p>",Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
<p>A 6 MHz channel is used by a digital signalling system initializing four-level signals. The maximum possible transmission rate is</p>,6M bands/s,12M bands/s,6 M bits/s,12M bits/s,,A,
<p>Data can be changed from spatial code to temporal code and vice-versa by using</p>,ADC and DAC,shift Register,synchronous counter,timers,,B,
<p>Precisely 1 K byte means</p>,1000 bits,1012 bits,1020bits,1024 bits,,D,
"<p>In 8156, the lower times byte is addressed with 24 H, and the upper times byte with</p>",20 H,23 H,24 H,25 H,,D,
<p>In the CMOS inverter</p>,one transistor is N channel and the other P channel,one is enhancement type and other depletion type,both are N channel with one enhancement and the other depletion type,none,,B,
<p>Which of the following is incorrect?</p>,11101 + 10 = 11111,(8)<sub>8</sub> + (2)<sub>8</sub> = (11)<sub>8</sub>,(8)<sub>16</sub> + (7)<sub>16</sub> = E,All of them are incorrect,,B,
<p>Which one of the following is used to change data from spatial code to temporal code?</p>,Shift register,Counter,A/D converters,Combinational circuits,,A,
<p>Which of the following needs DC forward voltage to emit light?</p>,LED,LCD,Both LED as well as LCD,None of the above,,A,
<p>If a microcomputer has a 64 K memory; what is the hexadecimal notations for the last memory location?</p>,1111,1A1A,EEEF,FFFF,,D,
"<p>In the given figure shows a 3 bit shift register using TTL flip flops. Initially all the flip flops are set to 0 state. After 8 clock pulses <br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/32-441.png""/></p>","A = 1, B = 1, C = 1","A = 1, B = 1, C = 0","A = 0, B = 1, C = 1","A = 0, B = 0, C = 1",,A,
<p>Recommended fanout for ECL is</p>,5,10,15,25,,D,
<p>Race condition occurs in</p>,synchronous circuit,asynchronous circuit,combinational circuit,all the Digital circuit,,B,
"<p>What does the <i>B</i> register contain after the first MOV B, A has been executed?</p>",40 H,60 H,80 H,80 D,,B,
"<p>Among the logic families, the family which can be used at very high frequency greater than 100 MHz in a 4 bit synchronous counter is</p>",TTL,CMOS,ECL,TTLLS,,C,
<p>Which of the following is a self-complementing code?</p>,8421 code,Excess 3 codes,Pure binary code,Gray code,,D,
<p>ALU processes</p>,decimal numbers,binary numbers,hexadecimal numbers,all of the above,,B,
<p>In an op-amp a virtual ground is a ground for</p>,voltage only,current only,both voltage and current,neither voltage nor current,,A,
<p>Assuming accumulator contain A 64 and the carry is set (1). What will register A and (CY) contain after SBI 0B7H?</p>,"12 H, 0","12 H, 1","DDH, 0","DDH, 1",,D,
