question,A,B,C,D,E,answer,explanation
<p>Octal number 12 is equal to decimal number</p>,8,9,10,11,,C," <p>12 in octal = 8 + 2, i.e., 10 in decimal.</p> "
<p>Hexadecimal number E is equal to binary number</p>,1110,1101,1001,1111,,A, <p>E = 14 in decimal or 1110 (8 + 4 + 2 + 0 = 14) is binary.</p> 
<p>Decimal number 46 in excess 3 code =</p>,1000 1001,0111 1001,0111 1111,1000 1111,,B, <p>Decimal 46 in excess 3 code = 46 + 33 = 79 in decimal = 0111 1001 in 4 bit binary.</p> 
<p>Logic hardware is available only in NAND and NOR.</p>,True,False,,,,B, <p>Other gates are also available.</p> 
<p>A 4 input AND gate is equivalent to</p>,4 switches in parallel,2 switches in series and 2 in parallel,three switches in parallel and one in series,4 switches in series,,D, <p>All the switches have to be closed so that the circuit can be made. In AND gate all the inputs have to be high for output to be high.</p> 
"<p>The circuit of the given figure is <br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/30-412.png""/></p>",full adder,full subtractor,shift register,decade counter,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/68-304.png""/></p> "
<p>A half adder adds</p>,2 bits,3 bits,4 bits,2 or 3 bits,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/66-123.png""/></p> "
<p>The no. of comparators required in a 3 bit comparator type ADC is</p>,2,3,7,8,,C, <p>Number of comparators = 2<sup><i>n</i></sup> - 1 = 2<sup>3</sup> - 1 = 7.</p> 
"<p>If the ladder reference voltage is 2 V, then minimum comparator resolution required is</p>",0.125 V,1.25 V,12.5 V,0,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/70-566.png""/>.</p> "
"<p>In a 7 segment LED display, the minimum number of segments is activated when the input decimal number is</p>",0,1,2,3,,B," <p>Only 2 segments are lit as seen in</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/66-131.png""/></p> "
<p>A 4 bit down counter starts counting from 1111 irrespective of modulus.</p>,True,False,,,,B, <p>The starting count depends on modulus. 4 bit decade down counter starts counting from 1010.</p> 
<p>The number of counter states which an 8 bit stair step A/D converter has to pass through before conversion takes place is equal to</p>,1,8,255,256,,D, <p>2<sup>8</sup> = 256.</p> 
<p>74 HC series can sink upto 4 mA. The 74 LS series has I<sub>IL(max)</sub> - 0.4 mA. How many 74 LS inputs be driven by 74 HC output?</p>,100,none,8,10,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/68-301.png""/>.</p> "
