question,A,B,C,D,E,answer,explanation
<p>High speed counter</p>,ring counter,ripple counter,synchronous counter,asynchronous counter,,C,
<p>Registers and counters are similar in the sense that they both</p>,count pulses,store binary information,are made from an array of flip-flops and gates integrated on a single chip,are shift registers,,C,
<p>2's complement representation of a 16 bit number (one sign bit and 15 magnitude bit) is FFFF. Its magnitude in decimal representation is</p>,0,1,32676,"65, 535",,B,
<p>A 4 line to 16 line decoder has</p>,16 inputs and 4 outputs,4 inputs and 16 outputs,either (a) or (b),neither (a) nor (b),,B,
<p>Which one of the following is the correct sequence of the numbers represented in the series given below?</p>,"2, 3, 4, 5, 6......","2, 4, 6, 8, 10 .....","2, 4, 6, 10, 12......","2, 4, 6, 10, 16 .....",,D,
"<p>Consider the Boolean expression X = ABCD + A<span style=""text-decoration:overline;"">B</span>CD + <span style=""text-decoration:overline;"">A</span>BCD + <span style=""text-decoration:overline;"">A</span>C<span style=""text-decoration:overline;"">B</span>D The simplified form of X is</p>","<span style=""text-decoration:overline;"">C</span> + <span style=""text-decoration:overline;"">D</span>",BC,CD,"<span style=""text-decoration:overline;"">B</span>",,C,
<p>In floating point representation the number of bits in exponent is</p>,8,7,6,5,,C,
"<p>In 8085 microprocessor, an active low signal INTA is not needed from up service which of the following interrupt request?<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/62-1087.png""/></p>",TRAP,INTR,RST 7.5,RST 5.5,,A,
"<p>Consider the following statements: <ol style=""list-style-type: upper-roman; padding-bottom:10px;""><li style=""padding-top:10px;"">In the 2's complement representation, negative numbers are stored in sign magnitude form.</li><li style=""padding-top:10px;"">Taking 2's complement is equivalent to sign change.</li><li style=""padding-top:10px;"">In a 4 bit complement representation of a binary number A.</li><li style=""padding-top:10px;"">In the 2's complement representation the most significant bit (MSB) is zero for a positive number.</li></ol> Of these, the only true statements are</p>",(I) and (III),(I) and (IV),(II) and (III),(II) and (IV),,D,
"<p>Without any addition circuitry, an 8:1 MUX can be used to obtain.</p>",some but not all Boolean functions of 3 variables,all functions of 3 variables but none of 4 variables,all functions of 3 variables and some but not all of 4 variables,all functions of 4 variables,,B,
<p>The internal structure of PL A is similar to</p>,RAM,ROM,both RAM and ROM,neither RAM nor ROM,,D,
<p>Start and stop bit do not contain any information but are used in serial communication for</p>,error correction,error detection,synchronization,slowing down the communication,,C,
<p>Which of the following parameters is not specified for digital ICs?</p>,Gate dissipation,Propagation delay,Noise margin,Bandwidth,,D,
<p>A binary adder has</p>,one half adder,one half adder and 2 full adders,two half adders,one half adder and many full adders,,D,
<p>Program counter in a digital computer</p>,counts the number of programs run in the machine,counts the number of times a subroutine,counts the number of time the loops are executed,points the memory address of the current or the next instruction,,D,
<p>Which are the pending interrupts?</p>,5.5,6.5,7.5,None,,C,
"<p>The logical expression Y = A + <span style=""text-decoration:overline;"">A</span>B is equivalent to</p>",Y = AB,"Y = <span style=""text-decoration:overline;"">A</span>B","Y = <span style=""text-decoration:overline;"">A</span> + B",Y = A + B,,D,
<p>A quantization error is an essential aspect of ADC</p>,True,False,,,,A,
<p>Schmitt trigger is used for wave shaping.</p>,True,False,,,,A,
<p>Fundamental mode is another name for</p>,level operation,pulse operation,clock operation,none of these,,B,
<p><p><b>Assertion (A):</b>  Decoder is not a combinational circuit.</p><p><b>Reason (R):</b> Every memory element of semi conductor form has a decoder.</p></p>,Both A and R are correct and R is correct explanation of A,Both A and R are correct but R is not correct explanation of A,"A is true, R is false","A is false, R is true",,B,
"<p>In 8085 microprocessor, in order to enable RST 5.5, RST 6.5 and RST 7.5 interrupts, which of the following instruction are needed?</p>",EI only,SIM only,EI and SIM both,None,,C,
<p>A retriggerable one shot is one which</p>,can be triggered only once,has two quasi stable states,can not be retriggered till the complete pulse appears at output,can be retriggered while the output is being generated,,D,
"<p>A(<span style=""text-decoration:overline;"">A</span> + B) =</p>",A,"<span style=""text-decoration:overline;"">A</span> B",AB,"A<span style=""text-decoration:overline;"">B</span>",,C,
