question,A,B,C,D,E,answer,explanation
"<p>A Read/Write memory chip has a capacity of 64 k bytes. Assuming separate data and address line and availability of chip enable signal, what is the minimum number of pins required in the IC chip?</p>",28,26,24,22,,A,
<p>SSI refers to ICs with</p>,less than 12 gates on the same chip,less than 8 gates on the same chip,less than 6 gates on the same chip,less than 3 gates on the same chip,,A,
"<p>In 8085, TRAP is</p>",always maskable,cannot interrupt a service subroutine,used for catastrophic events like temporary power failure,lowest priority interrupt,,C,
<p>The simplest register is</p>,buffer register,shift register,controlled buffer register,bidirectional register,,A,
"<p>The logic realized by the circuit shown in figure<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/38-542.png""/></p>",F = A ⊙ C,F = A ⊕ C,F = B ⊙ C,F = B ⊕ C,,B,
<p>The hexadecimal number 5 F is equal to binary number</p>,1010011,1011001,1010101,1011111,,D,
<p>Which of the following methods is used for solving differential equations numerically?</p>,Runge-Kutta method,Gauss-elimination method,Newton-Raphson method,Any one of these,,A,
"<p>Some ADCs are <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Parallel</li><li style=""padding-top:10px;"">Updown</li><li style=""padding-top:10px;"">Single slope</li><li style=""padding-top:10px;"">Dual slope</li><li style=""padding-top:10px;"">Successive approximation</li><li style=""padding-top:10px;"">Stair step</li></ol> Out of above which ones do not use DAC?</p>",1 only,"1, 3, 4","1, 2, 3","1, 5, 6",,B,
"<p>As compared to TTL, ECL has</p>",lower power dissipation,lower propagation delay,higher propagation delay,higher noise margin,,B,
<p>A 16-megabit dynamic random access memory (DRAM) is an integrated circuit capable of storing __________ characters (bytes).</p>,1048567,16 x 1024 x 10<sup>6</sup>,16 x 10<sup>6</sup>,2.1 x lo<sup>6</sup>,,D,
<p>What is the gray code word for EX-OR the binary number 101011?</p>,101011,110101,111110,011111,,D,
"<p>In a positive edge triggered JK flip flop, J = 1, K = 0 and clock pulse is rising Q will</p>",be 0,be 1,show no change,toggle,,B,
<p>A 16 bit binary adder has</p>,16 half adders,16 full adders,one half adders and 15 full adders,8 half adders and eight full adders,,C,
<p>Digital circuits mostly use</p>,Diodes,Bipolar transistors,Diodes and bipolar transistors,Bipolar transistors and FETs,,C,
"<p>The contents of stack location after the call operation will be<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/61-1048.png""/></p>",00000111,00001110,00001010,00001111,,A,
"<p>In figure, R = 20KΩ and C = 75 pF. The converter clock frequency will be<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/60-1028.png""/></p>",606 Hz,1212 Hz,555 KHz,606 KHz,,A,
<p>If a microcomputer has a 64 K memory; what is the hexadecimal notations for the first memory location?</p>,AAAA,FFFF,AAA0,0000,,D,
"<p>In the switching circuit, switches A, B have value 0 for OFF, 1 for ON and the output Y has 0 volts for 1 volts, then the expression for Y is<br/><img src=""/_files/images/electronics-and-communication-engineering/digital-electronics/49-800.png""/></p>",AB,A + B,"<span style=""text-decoration:overline;"">A + B</span>",AB,,C,
<p>2's complement number 00011111 = __________ <sub>10</sub></p>,+31,-31,+11,-11,,A,
"<p>In 8085 microprocessor, what is the length of temporary register?</p>",6 bits,8 bits,12 bits,16 bits,,B,
<p>The problem of current lagging is associated with</p>,DCTL gates,DTL gates,ECL gates,CMOS gates,,A,
<p>In a NOT gate the output is always the opposite of the input.</p>,True,False,,,,A,
"<p>""Micro-programming"" is a technique</p>",for programming the microprocessors,for writing small programs efficiently,for programming the control steps of a computer,for programming output/input,,C,
<p>Status register in the 8156 contains information about</p>,the timer,the ports,both (a) and (b),none of the above,,C,
<p>The noise margin of a TTL gate is about</p>,0.2 V,0.4 V,0.6 V,0.8 V,,B,
<p>TTL circuit with active pull up is preferred because of its suitability for</p>,wired AND operation,bus operated system,wired logic operation,reasonable dissipation and speed of operation,,D,
<p>A parity check usually can detect</p>,one-bit error,double-bit error,three-bit error,any-bit error,,A,
