question,A,B,C,D,E,answer,explanation
"<p>Which one is correct statement? <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Circuit is always open</li><li style=""padding-top:10px;"">Network is always open</li><li style=""padding-top:10px;"">Circuit is always closed</li><li style=""padding-top:10px;"">Network is always closed</li></ol></p>","1, 2","2, 3","3, 4","1, 4",,B,
<p>The Q factor of a series RLC circuit is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/96-223-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/96-223-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/96-223-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/96-223-4.png""/>",,D,
"<p>The function <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/98-285-1.png""/></p>",is a reactance function,is an RC function,is an RL function,may be reactance function or RC function,,A,
"<p>If the network in figure (1), (2) are equivalent at terminals A - B, then voltage V and resistance R are<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/125-728-1.png""/></p>",100V and 12 Ω,60V and 12 Ω,100V and 30 Ω,60V and 30 Ω,,C,
"<p>A source is delivering maximum power to a resistance through a network. The ratio of power delivered to the source power,</p>",is always 0.5,may be 0.54 or less,may be 0.5 or less,may be 0.5 or more,,B,
"<p>The Laplace transform of a function is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-153-1.png""/> The function is</p>",E sin at,E<i>e</i><sup>-<i>at</i></sup>,1/(<i>s</i> + <i>a</i>),E cos <i>at</i>,,C,
<p>The distributors for residential areas are</p>,single phase,three phase three wire,three phase 4 wire,(a) or (b),,C,
"<p>In Z<sub>RC</sub>(<i>s</i>) has a pole at <i>s</i> = 0, the first element in second Foster realization is</p>",R,C,R and C in series,R and C in parallel,,A,
<p>A delta connection contains three impedances of 60 Ω each. The impedances of equivalent star connection will be</p>,15 Ω,20 Ω,30 Ω,40 Ω,,B,
<p>A unit impulse current δ (<i>t</i> - <i>b</i>) is applied to a capacitance C. The voltage across capacitance is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-165-1.png""/>",C δ (<i>t</i> - <i>b</i>),C<i>u</i> (<i>t</i> - <i>b</i>),"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-165-2.png""/>",,D,
<p>The poles of an RC function</p>,are simple and lie or negative real axis,are simple and lie on ω axis,must be complex conjugate,may be anywhere on <i>s</i> plane,,A,
"<p>For circuit in figure, which combination of V<sub>TH</sub> and R<sub>TH</sub> represents the circuit as seen from <i>ab</i>?<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/121-673-1.png""/></p>","1 V, 10 Ω","1 V, 1000 Ω","1 mV, 1000 Ω","1 mV, 10 Ω",,A,
<p>Damping ratio =</p>,actual resistance/critical resistance,critical resistance/actual resistance,critical resistance,none of the above,,A,
"<p>In admittance parameter set, the dependent variables are the currents at the two ports.</p>",True,False,,,,A,
"<p>A constant <i>k</i> low pass filter has <i>f</i><sub><i>c</i></sub> = 500 Hz. At <i>f</i> = 1000 Hz, the attenuation is</p>",zero,infinity,may be zero or infinity,more than zero but less than infinity,,D,
<p>If two network is connected in series-parallel connection then</p>,<i>h</i> = [<i>h</i><sub><i>a</i></sub>] + [<i>h</i><sub><i>b</i></sub>],[<i>a</i><sub><i>a</i></sub>] + [<i>b</i><sub><i>b</i></sub>],[Z] = [Z<sub><i>a</i></sub>] - [Z<sub><i>b</i></sub>],none,,A,
"<p>For the two ports in figure, <i>y</i><sub>11</sub> = 8 mho, <i>y</i><sub>12</sub> = <i>y</i><sub>21</sub> = -6 mho and <i>y</i><sub>22</sub> = 6 mho. The values of Y<sub>A</sub>, Y<sub>B</sub>, Y<sub>C</sub> respectively are<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/116-614-1.png""/></p>","2, 6, 6 mho","2, 6, 0 mho","2, 0, 6 mho","2, 6, 8 mho",,C,
"<p>V<sub>th</sub> = 0, if</p>",there is no independent source in circuit,there is no dependent source in circuit,voltage source of infinite magnitude,none,,A,
<p>The electrochemical equivalent of a material</p>,depends on its valency,depends on its atomic weight,depends on its valency and atomic weight,depends on the degree of hardness of the material,,C,
<p>For a two port network to be reciprocal</p>,Z<sub>11</sub> = Z<sub>22</sub>,<i>y</i><sub>12</sub> = <i>y</i><sub>21</sub>,<i>h</i><sub>21</sub> = - <i>h</i><sub>12</sub>,AD - BC = 0,,C,
<p>Peak to peak value of a sine wave is equal to twice the peak value</p>,True,False,,,,B,
