question,A,B,C,D,E,answer,explanation
<p>A choke coil of resistance R and inductance L is shunted by capacitor C. The dynamic resistance is</p>,R/LC,C/RL,L/RC,1/RLC,,C,
<p>In an LC immittance H (<i>s</i>)</p>,the slope of <i>d</i>H (<i>j</i>ω)/<i>d</i>ω is always negative,the slope of <i>d</i>H (<i>j</i>ω)/<i>d</i>ω is always positive,the slope of <i>d</i>H (<i>j</i>ω)/<i>d</i>ω may be positive or negative,the slope of <i>d</i>H (<i>j</i>ω)/<i>d</i>ω is constant,,B,
"<p>The response shown in figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/110-498-1.png""/></p>",over damped,critically damped,under damped,either (a) or (c),,C,
<p>The polar plot of P (<i>j</i>ω) = 45° as ω varies from -∞ to ∞ is</p>,a straight line parallel to <i>x</i>-axis,a straight line parallel to <i>y</i>-axis,a line passing through origin and inclined at 45°,a line in first quadrant passing through origin and inclined at 45° to positive <i>x</i>-axis,,B,
<p><p><b>Assertion (A):</b>  A graph is planar if it has a dual.</p><p><b>Reason (R):</b>  The dual of a graph can be found by window dot method.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,C,
"<p>As <i>x</i> is increased from - ∞ to ∞, the function <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-987-1.png""/></p>",monotonically increases,monotonically decreases,increases to a maximum value and then decrease,decreases to a minimum value and then increases,,A,
<p>Which of the following expressions is true for apparent power in an A.C. circuit?</p>,VI cos Φ,V<sub><i>av</i></sub> x I<sub><i>av</i></sub>,V<sub><i>r.m.s</i></sub> x I<sub><i>r.m.s</i></sub>,V<sub><i>peak</i></sub> x I<sub><i>peak</i></sub>,,C,
"<p>In the voltage equation <i>v</i> = 500 sin (1000<i>t</i>) V, the rms value of voltage is</p>",500 V,"500<span class=""root"">2</span> V","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/100-313-1.png""/>",1.1 x 500 V,,C,
"<p>In figure, the short circuit current through terminal AB will be<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/100-317-1.png""/></p>",1.5 A,3 A,2 A,1 A,,D,
<p>A parallel ac circuit in resonance will</p>,act like a resistor of low value,have a high impedance,have current in each section equal to the line current,have a high voltage developed across each inductive and capacitive section,,B,
<p>Which pair is correctly matched?</p>,Symmetrical two port AD - BC = 1,Reciprocal two port <i>z</i><sub>11</sub> = <i>z</i><sub>12</sub>,"Inverse hybrid parameter A, B, C, D","hybrid parameter (V<sub>1</sub>, I<sub>2</sub>) = <i>f</i>(I<sub>1</sub>, V<sub>2</sub>)",,D,
<p>Mesh analysis is applicable __________ only.</p>,planar network,non planar network,a circuit which contains only current sources,none,,A,
"<p>In the circuit shown the voltage V<sub><i>s</i></sub> has a phase angle of __________ with respect to V<sub>L</sub>.<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/135-877-1.png""/></p>",120°,60 °,-90 °,0°,,B,
"<p>The ideal voltmeter V of figure will read __________ volt.<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/127-769-1.png""/></p>",0,10,5,1,,B,
"<p>The circuit of figure is generally employed as a<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/148-1054-1.png""/></p>",bridge,low-pass filter,peaking network,high-pass filter,,B,
<p>A nickel cadmium cell is an alkaline cell.</p>,True,False,,,,A,
<p>When analysing two port networks in parallel it is more convenient to use</p>,<i>z</i> parameters,<i>h</i> parameters,T parameters,<i>y</i> parameters,,D,
"<p>In Z<sub>RC</sub> (<i>s</i>) = 0 at <i>s</i> = ∞, the last element in first Cauer form is</p>",R,C,R and C in series,R and C in parallel,,B,
<p>The function H (<i>s</i>) is positive real if</p>,H (<i>s</i>) has no poles or zeros in right half plane,The poles of H(<i>s</i>) on the imaginary axis are simple with real and positive residues,Re [H(<i>jω</i>)] ≥ 0 for 0 ≤ ω ≤ ∞,all of the above,,D,
"<p>In most electric irons, the thermister used for controlling temperature is</p>",vapour-filled bulb,high-expansion steel rod,bimetallic strip,thermopile,,C,
<p>In a series RLC high Q circuit the current peaks at a frequency.</p>,equal to the resonant frequency,greater than the resonant frequency,less than the resonant frequency,none,,A,
<p><p><b>Assertion (A):</b>  A complicated waveform can be replaced by sum or difference of two or more waveforms.</p><p><b>Reason (R):</b>  The method of superposition is applicable only to linear systems.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>The phase velocity <i>v</i> in a transmission line is</p>,LC,"<span class=""root"">C/L</span>","<span class=""root"">L/C</span>","1/<span class=""root"">LC</span>",,D,
"<p>A circuit is fed by two sources of different frequency and magnitudes 100 ∠0° V and 50 ∠30°V. The current in a particular branch is 10 ∠20° A. If the magnitudes of the sources are changed to 200 ∠0° V and 100 ∠0° V, the current in that branch should be</p>",20 ∠20° A,10 ∠20° A,14.14 ∠20° A,10 ∠- 20° A,,A,
<p>In gases the flow of current is due to</p>,positive ions only,electrons only,"electrons, positive ions and negative ions",electrons and positive ions,,C,
<p>A two port network is said to be reciprocal if</p>,<i>h</i><sub>12</sub> = - <i>h</i><sub>21</sub>,AD - BC = 1,<i>y</i><sub>12</sub> = <i>y</i><sub>21</sub>,all,,D,
"<p>For the current wave <i>i</i> = 10 + 10 sin θ, the rms value is</p>",10 A,12.247 A,20 A,14.14 A,,B,
"<p>In figure, I =<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-720-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-720-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-720-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-720-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-720-5.png""/>",,D,
<p>The impedance parameter <i>z</i><sub>21</sub> is</p>,transfer impedance at port 1 with port 2 open circuited,transfer impedance at port 1 with port 2 short circuited,transfer impedance at port 2 with port 1 open circuited,transfer impedance at port 2 with port 1 short circuited,,A,
<p>Measurement of an unknown voltage with a dc potentiometer loses its advantage of open circuit measurement when</p>,the primary circuit battery is changed,standardization has to be done again to compensate for drifts,voltage is larger than range of the potentiometer,range reduction by a factor of 10 is employed,,C,
<p>A parallel resonant circuit can be used</p>,as a high impedance,to reject a small band of frequencies,both (a) and (b),to amplify certain frequencies,,C,
<p>Which of the following theorems enables a number of voltage (or current) sources to be combined directly into a single voltage (or current) source?</p>,Superposition theorem,Compensation theorem,Millman's theorem,Thevenin's theorem,,C,
"<p>If I<sub><i>a</i></sub>, I<sub><i>b</i></sub>, I<sub><i>c</i></sub> are line currents and I<sub><i>a</i>1</sub> is the positive sequences component of I<sub><i>a</i></sub> then</p>",I<sub><i>a</i>1</sub> = I<sub><i>a</i></sub> + I<sub><i>b</i></sub> + I<sub><i>c</i></sub>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/113-573-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/113-573-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/113-573-3.png""/>",,C,
"<p>If the numerator of Z(<i>s</i>) is one degree higher than denominator, Z(<i>s</i>) has a pole at infinity.</p>",True,False,,,,A,
"<p>An <i>m</i> derived low pass filter has <i>f</i><sub><i>c</i></sub> = 1000 Hz, <i>f</i><sub>∞</sub> = 1250 Hz and <i>m</i> = 0.6. If <i>m</i> is increased, then</p>",both <i>f</i><sub><i>c</i></sub> and <i>f</i><sub>∞</sub> will increase,both <i>f</i><sub><i>c</i></sub> and <i>f</i><sub>∞</sub> will decrease,<i>f</i><sub><i>c</i></sub> will remain constant but <i>f</i><sub>∞</sub> will decrease,<i>f</i><sub><i>c</i></sub> will remain constant but <i>f</i><sub>∞</sub> will increase,,D,
"<p>In the two ports network shown in the figure, Z<sub>12</sub> and Z<sub>21</sub> are, respectively<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/143-990-1.png""/></p>",<i>r</i><sub><i>e</i></sub> and β<i>r</i><sub>0</sub>,0 and - β<i>r</i><sub>0</sub>,0 and β<i>r</i><sub>0</sub>,<i>r</i><sub><i>e</i></sub> and - β<i>r</i><sub>0</sub>,,B,
"<p>In figure, I = 2A, then V =<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/118-637-1.png""/></p>",5 V,3 V,2 V,1 V,,C,
<p>The design of wave filter is based on characteristic impedance which is</p>,pure resistance,pure reactance,pure resistance in pass band and pure reactance in attenuation band,pure reactance in pass band and pure resistance in attenuation band,,C,
<p>A system is said to be marginal stable if</p>,poles lies on Real axis,zero lies on Real axis,poles lies on Imaginary axis,zeros lies on origin,,C,
"<p><p><b>Assertion (A):</b>  In state space analysis, capacitors are taken to be in tree.</p><p><b>Reason (R):</b>  State variable analysis is very suitable for computer solution.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,B,
"<p>In the circuit shown in the given figure, V<sub>0</sub> is given by<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/146-1022-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/146-1022-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/146-1022-3.png""/>",sin <i>t</i>,cos <i>t</i>,,A,
<p>The factor which will have least effect on the voltage at the load end of a two-wire supply circuit is</p>,length of the circuit,whether supply frequency is 25 Hz or 50 Hz,amount of load on the circuit,cross-section of the circuit wires,,B,
"<p>If a two port network is represented by an equivalent T network, the impedance of shunt arm in terms of ABCD parameters is equal to</p>",1/C,(A - 1)/C,1/B,(D - 1)/C,,A,
"<p>The value of current read by ideal ammeter A in figure is __________ ampere.<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/128-772-1.png""/></p>",0,3,2.5,5,,D,
"<p>In Z<sub>RC</sub> (<i>s</i>) = constant at <i>s</i> = 0, the last element in first Foster cauer realization is</p>",R,C,R and C in series,R and C in parallel,,A,
"<p>For a full rectified sine wave, the form factor and peak factor respectively are</p>","1.57 and <span class=""root"">2</span>",1.57 and 2,1.11 and 1.11,1.11 and 2,,C,
"<p>For an RC admittance function Y,</p>",Y(∞) &lt; Y(0),Y(0) &lt; Y(∞),Y (∞) may be lesser or greater than Y(0),Y(∞) = Y(0),,B,
"<p>When ac current is zero, no electrons are in motion.</p>",True,False,,,,A,
"<p>The relation between the apparent power, actual power and reactive power is given by</p>",Apparent power = actual power + reactive power,Apparent power = actual power - reactive power,"Apparent power = <span class=""root"">(actual power)<sup>2</sup> - (reactive power)<sup>2</sup></span>","Apparent power = <span class=""root"">(actual power)<sup>2</sup> + (reactive power)<sup>2</sup></span>",,D,
<p>Quality factor will be</p>,"<span class=""root""><i>a</i>/<i>b</i></span>","<i>b</i>/<span class=""root""><i>a</i></span>","<span class=""root""><i>b</i>/<i>a</i></span>","<span class=""root""><i>ab</i></span>",,A,
