question,A,B,C,D,E,answer,explanation
"<p>Consider the following expression for the driving point impedance<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1044-1.png""/> <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">It represent on LC circuit</li><li style=""padding-top:10px;"">It represent on RLC circuit</li><li style=""padding-top:10px;"">It has poles lying on the <i>j</i>ω axis</li><li style=""padding-top:10px;"">It has a pole at infinite frequency and a zero at zero frequency.</li></ol> Which one fo the statement given above are correct?</p>",2 and 4,1 and 3,1 and 4,2 and 3,,B,
<p>Two port network is said to be symmetrical if</p>,Δ<sub><i>h</i></sub> = 1,Z<sub>11</sub> = Z<sub>2</sub>,A = Δ,all,,D,
<p>For a series resonant circuit at low frequency impedance is __________ and at high frequency circuit impedance is __________ .</p>,"capacitive, inductive","inductive, capacitive","resistive, inductive","capacitive, resistive",,A,
"<p>If Y(<i>s</i>) = 1 + <i>s</i>, the network has</p>",1 Ω resistor and 1 F capacitor in series,1 Ω resistor and 1 F capacitor in parallel,1 Ω resistor and 1 H inductor in series,1 Ω resistor and 1 H inductor in parallel,,B,
<p>In a Hurwitz polynomial</p>,all coefficients are non-negative,both the odd and even parts have roots on <i>j</i>ω axis,the continued fraction expansion is the ratio of odd to even parts of a Hurwitz polynomial yields all positive quotient terms,all of the above,,D,
"<p>The polarities of the magnetised iron rod of are<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1039-1.png""/></p>","A is N, B is S and C is neutral","A is N, B is S and C is S","A is N, B is N and C is S","A is S, N is S and C is N",,C,
<p>Nichrome is commonly used for</p>,lamp filaments,transformer winding,heater coils,battery connections,,C,
<p>Thevenin's equivalent circuit</p>,can be drawn only in time domain,can be drawn only in frequency domain,can be drawn both in time and frequency domain,can be drawn in frequency domain with some restrictions,,C,
<p>A series RC circuit has fixed R and C and variable <i>f</i>. The current locus will lie in the first quadrant.</p>,True,False,,,,A,
<p>Which of the following statement is false?</p>,Bandwidth of a circuit is given by the range of frequencies lying between half-power points,Half-power points on a resonance curve are those points where power is half of that at resonance,Half-power points are also known as 3 <i>d</i>B points,"At both half-power points, the p.f. = 0.707 lagging",,D,
"<p>For node 2 in figure, KCL equation is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/107-448-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/107-449-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/107-449-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/107-449-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/107-449-4.png""/>",,B,
<p>Which one of the following is positive real function?</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/120-670-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/120-670-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/121-670-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/121-670-4.png""/>",,A,
<p>The dynamic impedance of an R-L and C parallel circuit at resonance is __________ ohm.</p>,R/LC,C/LR,LC/R,L/CR,,D,
"<p>The hot resistance of a tungsten lame is about 12 times its cold resistance. Accordingly, the cold resistance of a 60 Ω, 120 V lamp is about __________ ohm.</p>",5,240,2,2880,,C,
<p>The response of a function is decided by</p>,the location of its zeros,the location of its poles,both (a) and (b),none of the above,,C,
<p>An RL impedance function is to be synthesised in second Foster form. The proper function to be expanded is</p>,Z(<i>s</i>),<i>s</i>Z(<i>s</i>),1/Z(<i>s</i>),Z(<i>s</i>)/<i>s</i>,,D,
<p>Ideally an attenuator pad should not change</p>,voltage level,impedance level,power level,"voltage, power or impedance level",,B,
<p>If two networks are connected in series of individual Z parameter as Z<sub><i>a</i></sub> and Z<sub><i>b</i></sub> then equivalent Z is</p>,[Z] = [Z<sub><i>a</i></sub>] + [Z<sub><i>b</i></sub>],[Z] = [Z<sub><i>a</i></sub>] [Z<sub><i>b</i></sub>],[Z] = [Z<sub><i>a</i></sub>]/[Z<sub><i>b</i></sub>],[Z] = [Z<sub><i>a</i></sub>] - [Z<sub><i>b</i></sub>],,A,
<p>The model of a system</p>,is unique,depends on desired degree of accuracy,depends on the type of analysis,both (b) and (c),,B,
"<p>Q of a coil <ol style=""list-style-type: upper-alpha; padding-bottom:10px;""><li style=""padding-top:10px;"">increases with Q increasing frequency</li><li style=""padding-top:10px;"">varies linearly with frequency</li><li style=""padding-top:10px;"">increase with increasing frequency because R increases at high frequency</li><li style=""padding-top:10px;"">decrease after the peak frequency because R increases at H.F. the correct statements are</li></ol></p>","A, B","C, D","A, C","B, D",,B,
<p>To neglect a current source the terminals across the source are</p>,replaced by some resistance,replaced by capacitance,open-circuited,short-circuited,,C,
"<p>At very low temperatures, semiconducting materials behave as insulators.</p>",True,False,,,,A,
<p>The series element for a prototype high pass filter is</p>,resistive,inductive,capacitive,combination of L and C,,C,
<p>The scale factor for half wave and full wave rectifier is __________ respectively.</p>,"1.11, 1.414","1.11, 1.57","1.57, 1.11","1.414, 1.11",,D,
<p>The time constant of a series RL circuit is</p>,LR,L/R,R/L,<i>e</i><sup>-R/L</sup>,,C,
<p>The two conductors of a single phase transmission line suspended in air carry currents in opposite directions. The force per unit length on each conductor varies</p>,directly as the current in either conductor,directly as the distance between the two conductors,directly as the square of the current in either conductor,inversely as the square of the distance between the two conductors,,C,
<p>Which of the following is correct?</p>,<i>y</i><sub>22</sub> = <i>z</i><sub>22</sub>/|<i>z</i>|,<i>y</i><sub>11</sub> = <i>z</i><sub>22</sub>/|<i>z</i>|,<i>z</i><sub>11</sub> = <i>y</i><sub>11</sub>/|<i>y</i>|,<i>z</i><sub>22</sub> = <i>y</i><sub>22</sub>/|<i>y</i>|,,B,
<p>The transfer function G<sub>12</sub> (<i>s</i>) for a two port is</p>,V<sub>2</sub>/V<sub>1</sub>,V<sub>2</sub> (<i>s</i>)/V<sub>1</sub> (<i>s</i>),V<sub>2</sub> (<i>s</i>)/I<sub>1</sub> (<i>s</i>),I<sub>2</sub> (<i>s</i>)/I<sub>1</sub> (<i>s</i>),,B,
"<p>If admittance of a circuit is defined as <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/137-914-1.png""/>, then at resonance</p>",<i>mp</i> = <i>ql</i>,<i>mq</i> = <i>pl</i>,<i>ml</i> = <i>pq</i>,none,,A,
"<p>If impedance of a circuit is defined as <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/137-913-1.png""/> then circuit is said to be in resonance if</p>",<i>ab</i> = <i>cd</i>,<i>bc</i> = <i>ad</i>,<i>ac</i> = <i>bd</i>,none,,B,
"<p>In figure, the current I<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/100-311-1.png""/></p>",is 2 A from A to B,is 2 A from B to A,depends on the value of R,none of the above,,C,
"<p>Consider the following statements <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Current through inductor cannot change abruptly.</li><li style=""padding-top:10px;"">Voltage across capacitor cannot change abruptly.</li><li style=""padding-top:10px;"">Initial value of <i>f</i>(<i>t</i>) is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-717-1.png""/><i>s</i>F (<i>s</i>).</li><li style=""padding-top:10px;"">Final value of <i>f</i>(<i>t</i>) is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-717-2.png""/><i>s</i>F (<i>s</i>).</li></ol> Of the above statements</p>",3 and 4 are correct,1 and 4 are correct,1 and 2 are correct,2 and 3 are correct,,C,
"<p>As B is increased from zero to about 2T, μ<sub><i>r</i></sub>, of a ferromagnetic material</p>",increase,decrease,first increases then decreases,remains the same,,C,
"<p>In open circuit impedance parameters, the independent variables are</p>",I<sub>1</sub> and I<sub>2</sub>,V<sub>1</sub> and V<sub>2</sub>,V<sub>1</sub> and I<sub>1</sub>,V<sub>2</sub> and I<sub>2</sub>,,A,
<p>Lead becomes a superconductor at</p>,9.1 K,7 K,5 K,3 K,,B,
