question,A,B,C,D,E,answer,explanation
<p>Substitution theorem applies to</p>,Linear network,Non linear network,Linear time invariant network,Any network,,C,
"<p>In figure, <i>i</i> = I<sub><i>m</i></sub> sin ω<i>t</i>. If <i>v</i> = 0, ω =<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/111-513-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/111-513-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/111-513-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/111-513-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/111-513-5.png""/>",,A,
"<p>An R-L circuit has an initial current of 5 A. In the <i>s</i>-domain equivalent circuit, the voltage source to take into account the initial current has a strength of</p>",5L volts,5/L volts,5L<sup>2</sup> volts,5/L<sup>2</sup> volts,,A,
<p>A function <i>f</i>(<i>t</i>) = <i>k</i> is</p>,stable,marginal stable,unstable,none,,B,
<p>Transient current in a loss free LC circuit when excited from an ac source is an __________ sine wave.</p>,undamped,over damped,under damped,critically damped,,C,
<p>Choose the correct option</p>,tree does not contain any loop,tree contain all the nodes,tree is always open,all,,D,
"<p>The <i>y</i> parameters of a four terminal network are <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/123-710-2.png""/>. A one ohm resistance is connected as shown in figure. The new <i>y</i> parameters are<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/123-710-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/123-710-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/123-710-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/123-710-5.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/123-710-2.png""/>",,A,
<p>What would be the rms value of a sine wave having the same peak value as that of the above mentioned periodic wave?</p>,42.2 V,19 V,38.2 V,none,,A,
<p>Which of the following is true for RC impedance?</p>,The lowest critical frequency is a pole,The lowest critical frequency is zero,The lowest critical frequency may be pole or zero,The lowest critical frequency is a pole but cannot be at <i>s</i> = 0,,A,
"<p>In a series RLC circuit for lower frequency power factor is __________ .<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/137-900-1.png""/></p>","leading, Lagging","lagging, Leading",independent of frequency,same,,A,
"<p>If the transfer function has zeros only on <i>j</i>ω axis or in left half plane, it is a minimum phase function.</p>",True,False,,,,A,
"<p>In a 5.6 ohms, ± 10% carbon composition resistor, the colour of the third strip from extreme left is</p>",golden,silver,green,black,,A,
<p><p><b>Assertion (A):</b>  Most of magnetic circuits have an air gap.</p><p><b>Reason (R):</b>  An air gap has high reluctance.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>The total lumens emitted by a source of 1 candle are</p>,"0.4 <span class=""symbol"">p</span>","4 <span class=""symbol"">p</span>","2 <span class=""symbol"">p</span>","8 <span class=""symbol"">p</span>",,B,
<p>In an electrochemical process the mass of material deposited at an electrode is proportional to</p>,time for which current is passed,magnitude of current,electric charge through the electrolyte,none of the above,,C,
<p>The opposition of an inductor to current flow</p>,depends only on the resistance of the coil,depends on the magnitude of the applied voltage,varies directly with frequency,varies inversely with frequency,,C,
<p>In a highly capacitive circuit the</p>,apparent power is equal to the actual power,reactive power is more than the apparent power,reactive power is more than the actual power,actual power is more than its reactive power,,C,
<p>In ac circuits maximum power is delivered to a load if load impedance is conjugate of source impedance.</p>,True,False,,,,A,
<p>In a series R-L-C circuit at the resonant frequency the</p>,current is maximum,current is minimum,impedance is maximum,voltage is maximum,,A,
"<p>The transfer function H(<i>s</i>) of a system is given by <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/135-875-1.png""/> Given that understeady state conditions, the sinusoidal I/P and 0/P are respectively <i>x</i>(<i>t</i>) = cos 2<i>t</i> and <i>y</i>(<i>t</i>) = cos (2<i>t</i> + Φ), then the angle Φ will be</p>",45°,0°,-45°,-90°,,C,
<p>Which of the following is an I.S.I. symbol of cut-out power?</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/151-1104-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/151-1104-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/151-1104-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/151-1104-4.png""/>",,D,
"<p>If Fourier transform of <i>f</i>(<i>t</i>) is F(<i>j</i>ω), then which pairs of time functions and Fourier transforms are matched <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;""><i>f</i> (<i>t</i> + 2) - <i>e</i><sup><i>j</i>2ω</sup> F(<i>j</i>ω)</li><li style=""padding-top:10px;""><i>f</i> (-0.5<i>t</i>) - 2F (-2<i>j</i>ω)</li><li style=""padding-top:10px;""><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/117-624-1.png""/> - <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/117-624-2.png""/></li></ol> Select the answer using the following codes</p>",1 and 2,1 and 3,2 and 3,"1, 2 and 3",,A,
"<p>In a power system, reactive power is necessary for</p>",power transmission,stabilising the voltage level,counteracting the effect of reactance in the transmission system,none of the above,,C,
<p>A unit impulse voltage δ (<i>t</i> - <i>b</i>) is applied to an inductor with inductance L. The current through L is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-164-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-164-2.png""/>","<span class=""root"">δ (<i>t</i> - <i>b</i>)</span>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-164-3.png""/>",,B,
"<p>A periodic voltage has following values for equal time intervals changing suddenly from one value to next, 0, 5, 10, 20, 50, 60, 50, 20, 10, 5, 0, -5, -10 etc. then rms value of the waveform is</p>",31 volt,32 volt,insufficient data,none,,A,
<p>The impedance of a coil above self-resonant frequency is</p>,inductive,capacitive,resistive,none,,D,
<p>Wire-wound resistors are unsuitable for use at high frequencies because they</p>,are likely to melt under excessive eddy current heat,exhibit unwanted inductive and capacitive effects,create more electrical noise,consume more power,,B,
"<p>In figure, the tree branches are <i>bdf</i>. The fundamental loops include<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-647-1.png""/></p>","<i>abc</i>, <i>def</i>, <i>bdea</i>","<i>cea</i>, <i>bdea</i>, <i>abc</i>","<i>cdb</i>, <i>def</i>, <i>bfa</i>","<i>abde</i>, <i>def</i>, <i>cdb</i>",,C,
<p>A function Z(<i>s</i>) has zero at infinity if</p>,the degree of numerator and denominator are equal,the numerator of Z(<i>s</i>) is one degree higher than denominator,the denominator of Z(<i>s</i>) is one degree higher than numerator,the degree of numerator and denominator are either equal or differ by one,,C,
"<p>If <i>f</i><sub>1</sub> and <i>f</i><sub>2</sub> and half-power frequency and <i>f</i><sub>0</sub> be resonant frequency, the selectivity of R-L-C series circuit is given by</p>",(<i>f</i><sub>2</sub> - <i>f</i><sub>1</sub>)/2<i>f</i><sub>0</sub>,(<i>f</i><sub>2</sub> - <i>f</i><sub>1</sub>)/<i>f</i><sub>0</sub>,(<i>f</i><sub>2</sub> - <i>f</i><sub>0</sub>)/(<i>f</i><sub>1</sub> - <i>f</i><sub>0</sub>),(<i>f</i><sub>2</sub> - <i>f</i><sub>1</sub>)/(<i>f</i><sub>1</sub> - <i>f</i><sub>0</sub>),,B,
"<p><p><b>Assertion (A):</b>  When capacitor is fed by a dc voltage given a capacitor behaves as short circuit at <i>t</i> = 0 and open circuit at <i>f</i> = ∞.</p><p><b>Reason (R):</b>  The impedance of a capacitor is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/153-1170-1.png""/></p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,A,
"<p><ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">P(<i>s</i>) = <i>s</i><sup>4</sup> + <i>s</i><sup>3</sup> + 2<i>s</i><sup>2</sup> + 4<i>s</i> + 3</li><li style=""padding-top:10px;"">Q(<i>s</i>) = <i>s</i><sup>4</sup> + 2<i>s</i><sup>3</sup> + <i>s</i></li></ol> Which one of the following statements in correct for above P(<i>s</i>) and Q(<i>s</i>) polynomials?</p>",Both P(<i>s</i>) and Q(<i>s</i>) are Hurwitz,Both P(<i>s</i>) and Q(<i>s</i>) are non-Hurwitz,P(<i>s</i>) is Hurwitz but Q(<i>s</i>) is non-Hurwitz,P(<i>s</i>) is non-Hurwitz but Q(<i>s</i>) is Hurwitz,,C,
<p>The material used for fuse must have</p>,low melting point and low specific resistance,low melting point and high specific resistance,high melting point and low specific resistance,none,,B,
<p>The function δ (<i>t</i> - <i>b</i>) is a</p>,unit impulse,unit step,unit doublet,none of the above,,C,
"<p>The circuit in figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-721-1.png""/></p>",Cauer I form,Foster I form,Cauer II form,Foster II form,,B,
"<p>In ionic bonding, the valence electron is donated by one atom and accepted by the other atom.</p>",True,False,,,,A,
"<p>If I<sub><i>a</i></sub>, I<sub><i>b</i></sub>, I<sub><i>c</i></sub> are line currents and I<sub><i>a</i>2</sub> is the negative sequences component of I<sub><i>a</i></sub> then</p>",I<sub><i>a</i>2</sub> = I<sub><i>a</i></sub> + I<sub><i>b</i></sub> + I<sub><i>c</i></sub>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/113-574-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/113-574-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/113-574-3.png""/>",,C,
"<p>For stable network, the real part of poles and zeros of driving point function must be</p>",negative,negative or zero,zero,positive,,B,
"<p>Maximum power from a source having internal resistance R<sub><i>i</i></sub> is delivered to a resistive load R<sub>L</sub>, if</p>",R<sub><i>i</i></sub> &gt; R<sub>L</sub>,R<sub><i>i</i></sub> &lt; R<sub>L</sub>,R<sub><i>i</i></sub> = R<sub>L</sub><sup>2</sup>,R<sub><i>i</i></sub> = R<sub>L</sub>,,D,
<p>Terra-watt is equal to</p>,10<sup>3</sup> W,10<sup>6</sup> W,10<sup>9</sup> W,10<sup>12</sup> W,,D,
<p>A capacitor does not allow sudden changes</p>,in currents,in voltage,in both current and voltage,neither of two,,B,
<p><p><b>Assertion (A):</b>  Thevenin's theorem helps us to find current in a branch of a network for different values of impedances of that branch.</p><p><b>Reason (R):</b>  Thevenin's equivalent circuit replaces a network by a voltage source in series with impedance.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>If a 'live' conductor of a public supply touches earth metal</p>,supply voltage will increase,supply voltage will decrease,no current will flow,current will flow to earth,,D,
"<p>If a fuse is higher than required current rating is employed in a circuit, it will</p>",blow more frequently since it carries more current,afford better protection to the circuit,seriously overload the circuit,lead to larger maintenance cost,,C,
<p>A series circuit has fixed resistance and variable reactance. The impedance locus will be a straight line parallel to Y-axis.</p>,True,False,,,,A,
<p>The dual of a loop is</p>,twig,node pan,mesh,tree,,D,
"<p>If the energy is supplied from a source, whose resistance is 1 ohm, to a load of 100 ohms the source will be</p>",a voltage source,a current source,both of the above,none of the above,,A,
"<p>Consider the following statements : <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Tellegen's theorem is applicable to any lumped networks.</li><li style=""padding-top:10px;"">The reciprocity theorem is applicable to linear bilateral networks.</li><li style=""padding-top:10px;"">Thevenin's theorem is applicable to two- terminal linear active networks.</li><li style=""padding-top:10px;"">Norton's theorem is applicable to two-terminal linear active networks.</li></ol> Which of these statement are correct?</p>","1, 2, and 3","1, 2 and 4","1, 2, 3 and 4",3 and 4,,C,
<p>An RLC series circuit is excited by a step voltage E. The units of roots of characteristic equation are</p>,seconds,1/seconds,tesla,henry,,B,
"<p>An excitation is applied to a system at <i>t</i> = T, and its response is zero for -∞ &lt; <i>t</i> &lt; T, such a system is</p>",non-causal system,Stable system,causal system,unstable system,,C,
