question,A,B,C,D,E,answer,explanation
<p>A capacitor is considered to be completely charged in __________ time constant.</p>,one,three,five,eight,,C,
"<p>For an <i>m</i>-derived high pass filter <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/156-1328-1.png""/></p>",True,False,,,,A,
"<p>Consider the following statements associated with two port networks. <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">Z<sub>12</sub> = Z<sub>21</sub></li><li style=""padding-top:10px;"">Y<sub>12</sub> = Y<sub>21</sub></li><li style=""padding-top:10px;""><i>h</i><sub>12</sub> = <i>h</i><sub>21</sub></li><li style=""padding-top:10px;"">AD - BC = 1</li></ol> Which one of the statement given above are correct?</p>","1, 2, 3","2, 3, 4","1, 3, 4","1, 2, 4",,D,
<p><p><b>Assertion (A):</b>  The number of basic loops is equal to number of links.</p><p><b>Reason (R):</b>  The graph theory helps in choosing independent variables in circuit analysis.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,B,
"<p>In an R-L-C circuit, <i>v</i>(<i>t</i>) = 20 sin (314 <i>t</i> + 5 <span class=""symbol"">p</span>/6) and <i>i</i>(<i>t</i>) = 10 sin (314 <i>t</i> + 2<span class=""symbol"">p</span>/3). The p.f of the circuit is</p>",0.5 lead,0.866 lag,0.866 lead,0.5 lead,,B,
<p>In any network of linear impedances the current flowing at any point equal to algebric sum of currents caused to flow at that point by each of the emf taken separately with all other emfs reduced to zero. The statement represents.</p>,KCL,Norton's theorem,Thevenin's theorem,Superposition theorem,,A,
<p>The Kirchoff's laws fail in which of the following circuits?</p>,Linear circuits,Non-linear circuits,Lumped parameters circuits,Distributed parameters circuits,,D,
"<p>A black box has one of the elements our of R, L, C. when a 220 V a supply is connected the current supplied by source is I. when a 0.1 F capacitor is connected in parallel with the box, the current is 2I. The element is</p>",resistance,inductance,0.1 F capacitance,not identifiable on the basis of given data,,B,
"<p>In figure, the switch has been in closed position for a long time. At <i>t</i> = 0, the switch is opened. At <i>t</i> = 0<sup>+</sup>, the current R<sub>1</sub> is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/102-348-1.png""/></p>",8 A,4 A,6 A,2 A,,B,
"<p>The expression for the resonant frequency ω<sub>0</sub> in the circuit shown<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/136-896-1.png""/></p>","1/<span class=""root"">LC</span>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/136-896-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/136-896-3.png""/>",none,,B,
<p>The phase difference between them is __________ degrees.</p>,15,50,60,105,,D,
<p>Norton's theorem reduces a two terminal network to</p>,a constant current source and an impedance is parallel,a constant current source and an impedance in series,a constant voltage source and an impedance in parallel,a constant voltage source and an impedance in series,,A,
"<p>For a two- port reciprocal network, the output open circuit voltage divided by the input current is equal to</p>",B,Z<sub>12</sub>,1/<i>y</i><sub>12</sub>,<i>h</i><sub>12</sub>,,B,
"<p>If H(<i>s</i>) is positive real, 1/H(<i>s</i>)</p>",is positive real,is not positive real,may or may not be positive real,must possess some other properties also if it is to be positive real,,D,
<p>Open-circuit voltage is the potential difference between two point when the impedance between these points is</p>,zero,infinity,capacitive,reactive,,B,
<p>A network has two sources of different frequencies. The only method of analysis which can be used to find current and voltages of different branches is the use of</p>,Kirchoff's laws,Superposition theorem,Thevenin's theorem,Tellegen's theorem,,B,
<p>For a series R-L-C circuit tuned at resonant frequency which of the following statements is correct?</p>,The voltage across inductance is greater than applied voltage,The voltage across capacitance is greater than applied voltage,The voltage across both inductance and capacitance is greater than applied voltage,The voltage across both inductance and capacitance is less than applied voltage,,C,
"<p>A network contains linear resistors and ideal voltage sources. If values of all the resistors are doubled, then the voltage across each resistor is</p>",half,doubled,increase by 4 times,no change,,D,
<p>If operator '<i>a</i>' = 1 ∠120° then (1 + <i>a</i> + <i>a</i><sup>2</sup>) =</p>,-<i>a</i>,-<i>a</i><sup>2</sup>,1,0,,D,
