question,A,B,C,D,E,answer,explanation
"<p><p><b>Assertion (A):</b>  Laplace transform of <i>f</i>(<i>t</i>) = <i>e</i><sup>-<i>at</i></sup> sin ω<i>t</i> is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/153-1152-1.png""/></p><p><b>Reason (R):</b>  If Laplace transform of <i>f</i>(<i>t</i>) is F(<i>s</i>), then Laplace transform of <i>e</i><sup>-<i>at</i></sup> <i>f(<i>t</i>)</i> is F(<i>s</i> + <i>a</i>).</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,B,
<p>A series RLC circuit is overdamped when</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/125-734-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/125-734-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/126-734-3.png""/>",<i>R</i> is infinite,,B,
<p>The function (<i>s</i> + 2) (<i>s</i> + 4)/[(<i>s</i> + 1)(<i>s</i> + 3)]</p>,is a reactance function,is an RC function,may be a reactance function or an RC function,may be RC function or an RL function,,D,
"<p>In figure, V<sub>1</sub> = 40 V when R = 10 Ω, if R = 0, V<sub>2</sub> will be<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/115-594-1.png""/></p>",40 V,30 V,20 V,10 V,,C,
<p>The series element of a band stop filter is</p>,capacitive,inductive,parallel combination of L and C,series combination of L and C,,C,
"<p>In a network containing resistances, reactances the root of the characteristic equation give for the circuit</p>",the forced response,the total response,the natural response,the damped response,,C,
"<p>The time constant of the circuit in figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-712-1.png""/></p>",RC,2 RC,3 RC,5 RC,,B,
<p>The circuit whose properties are same in either direction is known as</p>,unilateral circuit,bilateral circuit,irreversible circuit,reversible circuit,,B,
<p><p><b>Assertion (A):</b>  Peak to peak value of a sinusoidal wave is 2.828 times the rms value.</p><p><b>Reason (R):</b>  Peak factor of a sinusoidal wave is 1.414.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>In the synthesis of RLC network</p>,the number of elements in Bott-Duffin synthesis and Brune's synthesis are always equal,the number of elements in Bott-Duffin synthesis is more than that in Brune's synthesis,the number of elements in Bott-Duffin synthesis is less than that in Brune's synthesis,the number of elements in Bott-Duffin synthesis may be more or less than that in Brune's synthesis,,B,
<p>Complex poles give rise to oscillatory terms in the response.</p>,True,False,,,,A,
"<p>While drawing vector diagram for a series circuit, the reference vector is</p>",voltage,current,power,phase angle,,B,
<p>In all insulators the bonding is covalent.</p>,True,False,,,,B,
<p>In a purely resistive circuit the instantaneous power varies from zero to maximum twice in each cycle.</p>,True,False,,,,B,
"<p>In terms of ABCD parameters, the image parameter Z<sub>11</sub> is equal to</p>","<span class=""root"">AC/BD</span>","<span class=""root"">BD/AC</span>","<span class=""root"">AB/CD</span>","<span class=""root"">AD/BC</span>",,C,
<p>A coil with large distributed capacitance has a</p>,high resonant frequency,low resonant frequency,low quality factor,low resistance,,A,
<p>The voltage transfer functions of two port circuits connected in cascade can be easily found from</p>,product of individual ABCD matrices,product of voltage transfer functions of two networks,sum of <i>z</i> matrices,sum of <i>h</i> matrices,,A,
"<p>In figure the number of tree branches and links respectively are<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/123-704-1.png""/></p>",3 and 2,1 and 3,4 and 1,1 and 4,,A,
