question,A,B,C,D,E,answer,explanation
<p>Bandwidth will be</p>,<i>a</i>.<i>b</i>,<i>a</i> + <i>b</i>,<i>a</i>,<i>b</i>,,C,
"<p>In carbon resistor colour code, the fourth band indicates tolerance.</p>",True,False,,,,A,
"<p>For any given two port network, any parameter set can be determined from measurements made at the two ports.</p>",True,False,,,,A,
"<p>For 200V r.m.s. value triangular wave, the peak voltage will be</p>",200 V,222 V,280 V,346 V,,D,
"<p>According to initial value theorem which one is correct <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;""> <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-920-1.png""/></li><li style=""padding-top:10px;""><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-920-2.png""/></li><li style=""padding-top:10px;""><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-920-3.png""/></li><li style=""padding-top:10px;""><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-920-4.png""/></li></ol></p>","1, 4","2, 3","4, 2","1, 2",,D,
"<p>A two terminal black box contains one of the elements R, L, C. The black box is connected to 220 V as supply. The current is I, when a capacitance of 0.1 F is connected in series between the source and box, the current is 2I. The elements is</p>",resistance,inductance,capacitance of 0.5 F,not identifiable form the given data,,B,
<p>Which of the following graphs in figure correctly represents the variation of capacitive reactance with frequency?</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/149-1065-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/149-1065-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/149-1065-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/149-1065-4.png""/>",,C,
"<p>If Z(<i>s</i>) is positive real, then <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/113-563-1.png""/> where <i>k</i> has only positive real values is also positive real. This hypothesis was first given by</p>",O'Brune,R. Richards,Bott and Duffin,P. S. Laplace,,B,
"<p>For a voltage transfer function H(<i>s</i>), realizable by RLC network, the following statements are made <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">H(<i>s</i>) cannot have a pole at <i>s</i> = 0</li><li style=""padding-top:10px;"">H(<i>s</i>) cannot have a pole at <i>s</i> = ± <i>j</i>4</li><li style=""padding-top:10px;"">H(<i>s</i>) cannot have a pole at <i>s</i> = ∞</li><li style=""padding-top:10px;"">H(<i>s</i>) cannot have a pole at <i>s</i> = + 2</li></ol> Of these statements</p>",3 and 4 are correct,2 and 4 are correct,1 and 2 are correct,1 and 3 are correct,,A,
"<p>In figure the effective resistance faced by voltage source is <br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/118-627-1.png""/></p>",1 Ω,2 Ω,3 Ω,3.3 Ω,,B,
