question,A,B,C,D,E,answer,explanation
<p>The number of electrons in motion at the instant of positive peak of a symmetrical ac wave is the same as that at the instant of negative peak.</p>,True,False,,,,A, <p>Only directions are opposite.</p> 
"<p>In figure, the current through R, after the steady state condition is reached, is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/101-338-1.png""/></p>",I,0,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/101-339-1.png""/>",infinite,,A, <p>At <i>t</i> = ∞ capacitor behaves as O.C.</p> 
"<p>A two branch parallel tuned circuit has 100 Ω resistance and 0.1 H inductance in one branch and 10<sup>-6</sup> F capacitor in the other. At resonance frequency, the dynamic resistance is</p>",10 Ω,100 Ω,1000 Ω,10000 Ω,,C," <p>Dynamic resistance = <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/164-468-1.png""/></p> "
"<p>Special circuits using neon tubes, contact relays and capacitors are used in many domestic appliances. The role of capacitor in figure is to<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/124-713-1.png""/></p>",reduce power loss,function as resistor when relay is on,delay the operation of the contact relay after switching on,open circuit the relay terminals,,C,
"<p>A series R, L, C circuit has R = 2Ω, L = 1H, C = 1 μF. It is connected to an ac variable frequency source of peak voltage 10 V. At resonance the power supplied by the source will be</p>",50 Ω,25 Ω,12.5 Ω,6.25 Ω,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/162-320-1.png""/></p> "
"<p>In figure, the power associated with 3 A source is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/103-378-1.png""/></p>",36 W,24 W,16 W,8 W,,B, <p>Voltage across 4Ω resistance = source voltage = 8V. Power = 8 X 3 = 24 W.</p> 
"<p>In the circuit shown in figure the inductor current and capacitor voltage are given at a time <i>t</i>. At this instant <i>i</i> is __________ A and <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/131-818-2.png""/> is __________ A/sec.<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/131-818-1.png""/></p>","-5 A, 10 V","5 A, 50 V","2.5, 25","0, ∞",,A," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/169-818-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/169-818-2.png""/>.</p> "
"<p>In the Bode plot, of <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/129-798-1.png""/>, the phase at <i>w</i> = 15 is</p>",∞,45,40,36.8,,D," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/168-798-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/168-798-2.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/168-798-3.png""/> .</p> "
"<p>The inductance of an air cored coil is 2 H. The number of turns is made 3 times, all other quantities remaining the same. The new value of inductance will be 2 2</p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/89-61-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/89-61-2.png""/>",6 H,18 H,,D," <p>Inductance <span class=""symbol"">a</span> N<sup>2</sup>.</p> "
<p><i>j</i><sup>6</sup> =</p>,<i>j</i>,<i>j</i><sup>2</sup>,<i>j</i><sup>3</sup>,- <i>j</i>,,B, <p><i>j</i><sup>6</sup> = <i>j</i><sup>4</sup> . <i>j</i><sup>2</sup> = <i>j</i><sup>2</sup> because <i>j</i><sup>4</sup> = 1.</p> 
<p>A loudspeaker transformer has a turns ratio of 20 : 1. The speaker impedance is 20Ω. Primary impedance of transformer is</p>,10 K,8 K,20 K,0.5 K,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/170-826-1.png""/>. Z<sub>L</sub> <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> 20 x 400 <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> 8000 <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> 8kΩ.</p> "
"<p>A series RLC circuit has a resonance frequency of 1 kHz and a quality factor Q = 100. If each of R, L and C is doubled from its original value, the new Q of the circuit is</p>",25,50,100,200,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/172-961-1.png""/>, If R, C are doubled then <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/172-961-2.png""/>.</p> "
<p><p><b>Assertion (A):</b>  The polynomial <i>s</i><sup>3</sup> + 6<i>s</i><sup>2</sup> + 12<i>s</i> + 8 is Hurwitz.</p><p><b>Reason (R):</b>  In a Hurwitz polynomial all coefficients are non-negative.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,A,
"<p>A dc network has an open circuit voltage of 5 V. When its terminals are short circuited a current of 5 A flows through the short circuit. If the short circuit is removed and a resistance of 1.5 Ω is connected across its terminals, the current will be</p>",1 A,2 A,2.5 A,5 A,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/161-301-1.png""/></p> "
"<p>A coil of resistance R and inductance L has a capacitor C in parallel with it. The source frequency is adjusted to a value equal to resonant frequency. Another capacitor C is added in parallel with the above circuit, the source current will</p>",increase,decrease,remain the same,may increase or decrease,,B," <p>The circuit will not in resonance. In parallel resonant circuit the current is minimum at resonance. Therefore, current will increase.</p> "
