question,A,B,C,D,E,answer,explanation
"<p>The relation AD - BC = 1 where A, B, C, D are transmission parameters of a network is valid for</p>",every network,passive but not reciprocal network,passive and reciprocal network,both active and passive networks,,C,
"<p>In figure the phase plot<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/99-297-1.png""/></p>",will be 90° at ω = 0 and 0° at ω = ∞,will be 0° at ω = 0 and 90° at ω = ∞,will be 45° at ω = 0 and 0° at ω = ∞,will be 45° at ω = 0 and 90° at ω = ∞,,A,
"<p>The graph of a network is shown in the figure. Which one of the figure shown is not a tree of the graph?<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/148-1050-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/148-1050-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/148-1050-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/148-1050-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/148-1050-5.png""/>",,D,
<p>A network N is dual of network N if</p>,both of them have same mesh equation,both of them have same node equation,mesh equation of one are the node equations of the other,KCL and KVL equations are the same,,C,
"<p>The resistance of the aluminium conductor (<span class=""symbol"">r</span> = 2.83 x 10<sup>-8</sup> Ωm) in figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/91-110-1.png""/></p>",0.001 Ω,less than 0.001 Ω,more than 0.001 Ω,more than 0.002 Ω,,B,
<p>In a Hurwitz polynomial</p>,all coefficients are non-negative,the coefficients may be positive or negative,all coefficients are negative,all coefficients are non-negative and all zeros should be either in left half plane or simple on the imaginary axis,,D,
<p>For an RC admittance function</p>,all poles and zeros are simple,all poles and zeros are simple and lie on negative real axis,all poles and zeros lie on imaginary axis,all poles and zeros lie on positive real axis,,B,
"<p>If resistance is 20 Ω and inductance is 2 H in a R-L series circuit, then time constant of this will be</p>",0.001 <i>s</i>,0.1 <i>s</i>,10 <i>s</i>,100 <i>s</i>,,B,
<p>The following table gives some Laplace transforms and the functions<table><tbody><tr><td></td><td><i>f</i>(<i>t</i>)</td><td>   F(<i>s</i>)</td></tr><tr><td>1.</td><td>δ(<i>t</i>)</td><td>   <i>s</i></td></tr><tr><td>2. </td><td><i>u</i>(<i>t</i>)</td><td>   1/<i>s</i></td></tr><tr><td>3. </td><td><i>tu</i>(<i>t</i>)</td><td>   2/<i>s</i><sup>2</sup></td></tr><tr><td>4. </td><td><i>t</i><sup>2</sup><i>u</i>(<i>t</i>)</td><td>   2<i>s</i><sup>3</sup></td></tr></tbody></table>Of these the correctly matched pairs are</p>,2 and 4,1 and 4,2 and 4,1 and 2,,A,
"<p>In series as well as parallel resonant circuits, increasing the value of resistance would lead to</p>",decrease in bandwidth of both the circuits,increase in bandwidth of both the circuits,decrease in bandwidth in series circuit and increase in parallel circuit,increase in bandwidth in series circuit and decrease in parallel circuit,,C,
<p>Kirchoff's laws are applicable to</p>,steady state conditions only,transient conditions only,both steady state and transient condition,both steady state and transient condition but with some constraints,,C,
<p>In solid dielectrics the rate of deterioration doubles for every 10-12°C rise in temperature.</p>,True,False,,,,A,
<p>An RLC series circuit is excited by a step voltage E. The circuit current at <i>t</i> = 0 is</p>,E/R,"E/<span class=""root"">LC</span>",zero,infinity,,C,
"<p>The Laplace transform of a function <i>f</i>(<i>t</i>) <i>u</i>(<i>t</i>) is __________ where <i>f</i>(<i>t</i>) is periodic with period T, and <i>y</i>(S) times the L.T. of <i>f</i>(<i>t</i>) for first period. Then</p>",<i>s</i>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/130-812-1.png""/>",<i>e</i><sup>T<i>s</i></sup>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/130-812-2.png""/>",,D,
"<p>What are the ABCD parameters of the single elements circuit given below?<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1045-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1045-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1045-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1045-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1045-5.png""/>",,A,
<p>For representing two sinusoidal voltages on a phasor diagram</p>,Both voltages must be of the same frequency,Both voltages must be sinusoidal but may be of different frequencies,One of the voltages must be of 50 Hz,The frequency of one must be integral of that of other,,A,
