question,A,B,C,D,E,answer,explanation
"<p>If P = 250 W and p.f. = 0.707 lagging, Q =</p>",250 vars,- 250 vars,176.7 vars,- 176.75 vars,,A," <p>Apparent power = <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/162-371-1.png""/>, Q = 250 vars and lagging vars are taken as positive.</p> "
"<p>Figure shows an R-L circuit. The current is <i>i</i> = 1 - <i>e</i><sup>-<i>t</i></sup>. The rate of change of current at <i>t</i> = 1 second is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/107-445-1.png""/></p>",1 A/s,0.63 A/s,0.37 A/s,0,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/163-445-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/163-445-2.png""/></p> "
"<p><p><b>Assertion (A):</b>  Energy stored in inductance is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/153-1177-1.png""/> and that in capacitance is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/153-1177-2.png""/></p><p><b>Reason (R):</b>  Inductance and capacitance are dual of each other.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,A, <p>In principle of duality L is dual of C and I is dual of V.</p> 
"<p>The time constant of the circuit after the switch shown in the figure is opened is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1033-1.png""/></p>",0.2 <i>s</i>,5 <i>s</i>,0.1 <i>s</i>,dependent on R and hence cannot be determined unless R is known,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/174-1033-1.png""/>.</p> "
"<p>A series RLC circuit is at resonance at 200 Hz. If capacitance is increased to four times, the circuit will be in resonance at</p>",200 Hz,400 Hz,100 Hz,800 Hz,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/161-214-1.png""/>. If C becomes four times, <i>f</i> is reduced to half.</p> "
"<p>A system function <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/133-855-1.png""/> the resonant frequency in rad/sec and bandwidth in rad/sec. is given by</p>",10 and 1,"10, 4","100, 5","10, 10",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/170-855-1.png""/> <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> ω<sub><i>n</i></sub> = 10</p>
<p>2 ζω<sub><i>n</i></sub> = 4 <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> ζω<sub><i>n</i></sub> = 2, and ζ =0.2</p>
<p>ω<sub><i>r</i></sub> = ω<sub><i>n</i></sub><span class=""root"">1 - ζ<sup>2</sup></span></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> ω<sub><i>r</i></sub> = 10 <span class=""root"">1 - ζ<sup>2</sup></span> <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-aa=.gif""/> 10</p>
<p>Bandwidth = 4 <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> By comparing the formula <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/170-855-2.png""/> then Bandwidth is equal to <i>a</i>.</p> "
<p>The temperature coefficient of copper is 0.00393 at 20° C. At 50° C the temperature coefficient is</p>,0.0042,0.0035,0.0025,0.0015,,B," <p>The temperature coefficient decreases slightly with increase in temperature. The equation is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/159-106-1.png""/></p> "
"<p>To determine the polarity of voltage drop across a resistor, it is sufficient to know</p>",direction of current through the resistor,direction and magnitude of current through the resistor,direction and magnitude of current and value of resistance,magnitude of current through the resistance,,A, <p>Polarity of voltage depends only on direction of current and nothing else.</p> 
<p>A sawtooth current wave is passed through a resistance</p>,the waveshapes of voltages across resistance and power will also the sawtooth,the waveshape of voltage across resistance will be sawtooth,the waveshape of power will be sawtooth,neither the voltage waveshape nor power wave-shape will be sawtooth,,B," <p>V = IR and P = I<sup>2</sup>R. Therefore, waveshape of V is the same as that of I but waveshape of P is different.</p> "
<p>Which of the following is the poorest conductor of electricity?</p>,Copper,Aluminium,Manganin,Nichrome,,D, <p>Nichrome has highest resistivity.</p> 
