question,A,B,C,D,E,answer,explanation
"<p>In a parallel resonant circuit, the circuit current at resonance is maximum.</p>",True,False,,,,B, <p>In parallel resonance current is minimum.</p> 
"<p>The rms value of wave in figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/106-422-1.png""/></p>",about 95 V,about 80 V,about 50 V,about 25 V,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/163-422-1.png""/></p> "
"<p>An RLC series circuit is underdamped. To make it overdamped, the value of R</p>",has to be increased,has to be decreased,has to be increased to infinity,has to be reduced to zero,,A, <p>For overdamping R is more.</p> 
<p>Henry is equivalent to</p>,Volts/Ampere,Weber/Volt,Weber/Ampere,Weber/Ampere<sup>2</sup>,,C, <p>Inductance is flux per ampere.</p> 
<p>In a minimum function</p>,the degree of numerator and denominator are equal,the degree of numerator and denominator are unequal,the degree of numerator is one more than degree of denominator,the degree of numerator is one less than degree of denominator,,A," <p>If degrees of numerator and denominator were unequal, a pole or zero can be removed. Such a function cannot be a minimum function. Therefore degrees of numerator and denominator must be equal.</p> "
"<p>When a current source I is suddenly connected across a two terminal relaxed RC circuit at time <i>t</i> = 0, the voltage across the current source is shown in figure. The RC circuit is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/122-685-1.png""/></p>",a series combination of R and C,a parallel combination of R and C,a series combination of R and parallel combination of R and C,a pure capacitor,,C, <p>Initially capacitor behaves as short-circuit and finally as open circuit.</p> 
"<p>The driving-point impedance Z(<i>s</i>) of a network has a pole-zero locations as shown in the figure. If Z(0) = 3, then Z (<i>s</i>) is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/140-968-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/141-968-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/141-968-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/141-968-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/141-968-5.png""/>",,B," <p>From figure, The impedance function</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/172-968-1.png""/> </p>
<p>and Z(0) = <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/172-968-2.png""/> while in question Z(0) = 3</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/172-968-2.png""/> = 3 <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> <i>k</i> = 2.</p> "
"<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/130-809-1.png""/> and <i>i</i>(<i>t</i>) is a unit step, then V(<i>t</i>) in the steady state is given by</p>",4/9,4/3,0,∞,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/169-809-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/169-809-2.png""/> = 4/9.</p> "
<p>For a transmission line open circuit and short circuit impedances are 20 Ω and 5 Ω. Then characteristic impedance is</p>,100 Ω,50 Ω,25 Ω,10 Ω,,D," <p>Z<sub>0</sub> = <span class=""root"">Z<sub><i>oc</i></sub> Z<sub><i>sc</i></sub></span> .</p> "
<p>The terms RMS and average values apply only to sine waves.</p>,True,False,,,,B, <p>These terms are applicable to all waveshapes.</p> 
<p>The drift velocity of electrons is</p>,very small as compared to speed of light,equal to speed of light,almost equal to speed of light,half the speed of light,,A, <p>Drift velocity of electrons is very small.</p> 
<p>Wave A = 100 sin ω<i>t</i> and wave B = 100 cos ω<i>t</i>. Then</p>,rms values of the two waves are equal,rms values of A is more than that of B,rms values of A is less than that of B,rms values of the two waves may or may not be equal,,A," <p>Since peak values are equal, their rms values are equal irrespective of phase difference.</p> "
"<p>Z(<i>c</i>) for the network shown in the figure is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/145-1016-2.png""/> The value of C and R are, respectively<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/145-1016-1.png""/></p>",1/6 F and 4 Ω,2/9 F and 9/2 Ω,2/3 F and 1/2 Ω,1/2 F and 1 Ω,,A,
"<p>In an R-C series circuit excited by a voltage E, the charge across capacitor at <i>t</i> = 0<sup>+</sup> is</p>",0,CE,CE (1 - <i>e</i><sup>-<i>t</i>/RC</sup>),none of the above,,A, <p>Voltage across a capacitor cannot change instantaneously.</p> 
"<p>Two networks are cascaded through an ideal buffer. If <i>t</i><sub><i>d</i>1</sub> and <i>t</i><sub><i>d</i>2</sub> are delay times of network, the overall delay time is</p>","<span class=""root""><i>t</i><sub><i>d</i>1</sub> + <i>t</i><sub><i>d</i>2</sub></span>","<span class=""root""><i>t</i><sup>2</sup><sub><i>d</i>1</sub> + <i>t</i><sup>2</sup><sub><i>d</i>2</sub></span>",<i>t</i><sub><i>d</i>1</sub> + <i>t</i><sub><i>d</i>2</sub>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/117-622-1.png""/>",,C, <p>In cascaded networks delay times are added.</p> 
