question,A,B,C,D,E,answer,explanation
<p>Two phasors having rms values V<sub>1</sub> and V<sub>2</sub> which are added to give a phasor having rms value V<sub>3</sub>. V<sub>3</sub> is maximum if phase angle between V<sub>1</sub> and V<sub>2</sub> is</p>,90°,180°,270°,360°,,D, <p>Sum of phasors is maximum if they are in phase and 360° = 0.</p> 
"<p>A current of 1 A in the coil of an iron cored electromagnet cause a flux density of 0.2.T. If the current is 2 A, B=</p>",0.2 T,0.4 T,0.4 T or less,0.4 T or more,,B, <p>In air cored coil flux density increases linearly with current because there is no saturation.</p> 
"<p>If the L.T. of the voltage across a capacitor of value 1/3 F is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/131-814-1.png""/>, then the value of the current through the capacitor at <i>t</i> = 0<sup>+</sup> is</p>",0,1,1/3,∞,,C," <p><i>t</i> → 0<sup>+</sup> <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/1-sym-imp.gif""/> <i>s</i> → ∞ and <i>s</i><sup>3</sup> &gt;&gt; <i>s<sup>2</sup></i> &gt;&gt; <i>s</i> &gt;&gt; 1</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/169-814-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/169-814-2.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/169-814-3.png""/>.</p> "
"<p>In figure, the current I<sub>4</sub> is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/108-466-1.png""/></p>",10 ∠0,5 ∠90°,5 ∠270°,10 ∠90°,,B," <p>I<sub>4</sub> = I<sub>1</sub> + I<sub>2</sub> + I<sub>3</sub></p>
<p>or I<sub>4</sub> = 5∠90° + 5∠0 + 5∠180° = 5∠90°.</p> "
"<p>For the circuit shown in the figure, the current I is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/129-786-1.png""/></p>",indeterminate due to indeterminate data,zero,4 Amp,8 Amp,,A, <p>V must be given.</p> 
<p>The current voltage relation for an inductance L is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/106-429-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/106-429-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/106-429-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/106-429-4.png""/>",,A," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/163-429-1.png""/></p> "
<p>A band elimination constant <i>k</i> filter has series resonant circuit in series arms.</p>,True,False,,,,B, <p>It has parallel resonant circuit in series arms.</p> 
"<p>If <i>e</i> = 110 sin (ω<i>t</i> + <span class=""symbol"">p</span>/3) and <i>i</i> = 5 sin (ω<i>t</i> - <span class=""symbol"">p</span>/3), the impedance of the circuit is</p>",22 Ω,16 Ω,30.8 Ω,11 Ω,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/167-747-1.png""/></p> "
<p>Two sinusoidal waves 1 and 2 have peak values V<sub><i>m</i>1</sub> and V<sub><i>m</i>2</sub>. Wave 1 is leading wave 2 by ∠θ. Which of the following is correct?</p>,<i>v</i><sub>1</sub> = V<sub><i>m</i>1</sub> sin θ and <i>v</i><sub>2</sub> = V<sub><i>m</i>2</sub> cos θ,<i>v</i><sub>1</sub> = V<sub><i>m</i>1</sub> sin ω<i>t</i> and <i>v</i><sub>2</sub> = V<sub><i>m</i>2</sub> sin (ω<i>t</i> - θ),<i>v</i><sub>1</sub> = V<sub><i>m</i>1</sub> sin (ω<i>t</i> + θ/2) and <i>v</i><sub>2</sub> = V<sub><i>m</i>2</sub> sin ω<i>t</i>,none of the above,,B, <p>A leading B means B lagging A by ∠Q.</p> 
<p>Ohm's law is valid for</p>,dc voltage and current,ac voltage and current,all voltages and current,dc and ac voltages and currents,,C, <p>KCL and KVL are valid for voltages and currents of all wave shapes during transient as well as steady state conductions.</p> 
"<p>In figure, the steady state current through 1H inductance is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/125-730-1.png""/></p>",Zero,3 A,5 A,6 A,,B, <p>In steady state inductance behaves as short-circuit.</p> 
"<p>Impedance Z as shown in the given figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-985-1.png""/></p>",<i>j</i>29 Ω,<i>j</i>9 Ω,<i>j</i>19 Ω,<i>j</i>35 Ω,,B, <p>Z = <i>j</i>5 + <i>j</i>2 + <i>j</i>2 + 20<i>j</i> - 20<i>j</i> = 9<i>j</i>Ω.</p> 
"<p>A resistance R, inductance L and capacitance C are in series. The source frequency is adjusted to be equal to resonant frequency. The lower half power frequency is ω<sub>1</sub>. Another resistance R is added in series with the circuit. The new lower half power frequency will be</p>",ω<sub>1</sub>,less than ω<sub>1</sub>,more than ω<sub>1</sub>,either more than ω<sub>1</sub> or less then ω<sub>1</sub>,,C," <p>As R increases, Q decreases, bandwidth = <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/164-482-1.png""/>. Therefore, bandwidth increases. Hence lower half power frequency will be less than ω<sub><i>r</i></sub>.</p> "
<p>The strength of controlled voltage source depends on</p>,value of current elsewhere in the circuit,value of voltage elsewhere in the circuit,value of current or voltage elsewhere in the circuit,none of the above,,C, <p>A controlled voltage source may be a voltage source or current source and its strength may depend on another voltage or current.</p> 
"<p>In figure, the value of R should be<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/103-375-1.png""/></p>",0.2 Ω,0.1 Ω,0.05 Ω,0.1 Ω,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/163-375-1.png""/></p> "
"<p>In figure the open circuit emf is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/88-50-1.png""/></p>",15 V,1.45 V,1.475 V,1.485 V,,C," <p>Since emfs of two cells are not equal, a circulating current flows.</p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/158-50-1.png""/>.</p>
<p>OC emf = 1.5 - (0.25)(0.1) = 1.475 V.</p> "
"<p>In a practical current source, the load current</p>",is always equal to source current,is always less than source current,is always equal to or less than source current,cannot be higher than source current,,B, <p>In a current source the source resistance is in parallel with the source. Some current flows through this source resistance.</p> 
"<p>If <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/110-495-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/110-495-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/110-495-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/110-495-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/110-495-5.png""/>",,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/164-495-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/164-495-2.png""/></p> "
"<p>The pole zero diagram of an impedance Z has a pole at <i>s</i> = - 6 and zero at <i>s</i> = - 4 as shown in figure the constant multiplier <i>k</i> = 1. For a signal I<sub><i>s</i></sub> = cos 6<i>t</i>, the steady state voltage across Z is given in magnitude as under<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/129-790-1.png""/></p>",0.6,0.84,7.2,none,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/167-790-2.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/167-790-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/167-790-3.png""/> .</p> "
