question,A,B,C,D,E,answer,explanation
"<p>When an ac circuit has sources of different frequencies, the only method of analysis is superposition theorem.</p>",True,False,,,,A,
"<p>In a Parallel connection of circuit the bandwidth in terms of R, L, C is</p>",B = 1/RC,B = 1/RL,B = 1/RLC,B = RLC,,A,
<p>It two voltages are <i>v</i><sub>1</sub> = 100 sin (ω<i>t</i> - 30°) and <i>v</i><sub>2</sub> = cos ω <i>t</i> then</p>,<i>v</i><sub>1</sub> is leading <i>v</i><sub>2</sub> by 30°,<i>v</i><sub>2</sub> is leading <i>v</i><sub>1</sub> by 30°,<i>v</i><sub>2</sub> is leading <i>v</i><sub>1</sub> by 60°,<i>v</i><sub>1</sub> is leading <i>v</i><sub>2</sub> by 60°,,C,
<p>In a purely inductive ac circuit the power curve is a sinusoid of the same frequency as the voltage.</p>,True,False,,,,B,
<p>The superposition theorem is applicable to</p>,"linear, non-linear and time variant responses",linear and non-linear resistors only,linear responses only,none of the above,,C,
<p>Which one of the following functions is RC driving point impedance?</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1040-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1040-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1040-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/147-1040-4.png""/>",,D,
<p>The current flowing through a pure capacitor is called displacement current.</p>,True,False,,,,A,
"<p>For figure, the incidence matrix A is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-648-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-648-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-648-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-648-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-648-5.png""/>",,C,
<p>An active network has</p>,an e.m.f source,a current source,neither of the above,either (a) or (b),,D,
<p>Which of the following material has nearly zero temperature-coefficient of resistance?</p>,Carbon,Porcelain,Copper,Manganin,,D,
<p>Poor power factor</p>,reduces load handling capability of electrical system,results in more power losses in the electrical system,"overloads alternators, transformers and distribution lines",all,,D,
"<p>The input resistance of the network in figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/92-132-1.png""/></p>",1.5 R,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/92-132-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/92-132-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/92-132-4.png""/>",,D,
<p>If two networks are cascaded then</p>,[<i>y</i>] = [<i>y</i><sub><i>a</i></sub>] . [<i>y</i><sub><i>b</i></sub>],[Z] = [Z<sub><i>a</i></sub>] . [Z<sub><i>b</i></sub>],[<i>a</i><sub><i>a</i></sub>] = [<i>b</i><sub><i>b</i></sub>],[<i>a</i><sub><i>a</i></sub>] + [<i>b</i><sub><i>b</i></sub>],,C,
"<p>When a series RL circuit is switched on to a dc voltage, the rate of change of current is maximum at <i>t</i> = 0.</p>",True,False,,,,A,
"<p>In the set of equation<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/104-391-1.png""/><br/><i>x</i><sub>1</sub> =</p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/104-391-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/104-391-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/104-391-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/104-391-5.png""/>",,A,
