question,A,B,C,D,E,answer,explanation
<p>The three sides of an admittance triangle denote</p>,"G, B, Y","R, X, Y","G, B, Z","(R, Y, Z) or (R, X, Z)",,D, <p>Admittance triangle depicts admittance Y and its components G and B.</p> 
"<p>A step voltage E is applied to an R-L series circuit. At <i>t</i> = 0, the current in the circuit is</p>",E/R,E/L,infinity,zero,,D, <p>Inductance does not allow the current to increase instantaneously.</p> 
"<p>To find current in a resistance connected in a network, Thevenin's theorem is used V<sub>TH</sub> = 20 V and R<sub>TH</sub> = 5 Ω. The current through the resistance</p>",is 4 A,is 4 A or less,is less than 4 A,may be 4 A or less or more than 4 A,,C," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/160-131-1.png""/></p> "
"<p>In figure, the magnitude of V<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/108-467-1.png""/></p>",must be more than that of V<sub><i>a</i></sub>,must be more than that of V<sub><i>b</i></sub>,must be more than that of V<sub><i>a</i></sub> or V<sub><i>b</i></sub>,can be equal to or less than or more than that of V<sub><i>a</i></sub> or V<sub><i>b</i></sub>,,D, <p>V depends on magnitudes and phase angles of V<sub><i>a</i></sub> and V<sub><i>b</i></sub>.</p> 
<p>A step voltage E is applied to a series R-L circuit. The rate of change of current is maximum at <i>t</i> =</p>,zero,infinity,L/R,R/L,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/160-157-1.png""/></p> "
"<p>The driving point impedance of a network is <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/120-669-1.png""/> The number of energy storing elements in the network is</p>",1,2,3,4,,B, <p>Two energy storing elements give <i>s</i><sup>2</sup> terms.</p> 
<p>Two currents have the same peak value. Wave 1 is sinusoidal and wave 2 is rectangular. The ratio of their heating effects are</p>,1 : 1,"1 : <span class=""root"">2</span>",1 : 2,1 : 1.5,,C," <p>If peak value is I<sub>m</sub>, heating effect of sine wave <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/162-363-1.png""/> and heating effect of rectangular wave ∝ I<sub>m</sub><sup>2</sup>.</p> "
"<p>The following differential equation has <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-980-1.png""/></p>","degree = 2, order = 1","degree = 3, order = 2","degree = 4, order = 3","degree = 2, order = 3",,B," <p>degree is highest power of <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/173-980-1.png""/>.</p> "
"<p>If the transmission parameters of the given networks are A = C = 1, B = 2 and D = 3, then the value of Z<sub><i>m</i></sub> is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/144-1004-1.png""/></p>",12/13 Ω,13/12 Ω,3 Ω,4 Ω,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/173-1004-1.png""/>.</p> "
"<p>In figure, the current through 10 V battery is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/104-396-1.png""/></p>",0,0.5 A charging,0.5 A discharging,none of the above,,A," <p>Since there is no return path, the current is zero.</p> "
"<p>The switch in figure is initially closed. At <i>t</i> = 0 the switch is opened. At <i>t</i> = 0<sup>+</sup>, the current through R is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/101-338-1.png""/></p>",I,0,I<i>e</i><sup>-<i>t</i>/RC</sup>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/101-338-2.png""/>",,B, <p>At <i>t</i> = 0<sup>+</sup> capacitor behaves as short-circuit.</p> 
"<p>The ABCD parameters of ideal <i>n</i> : 1 transformer shown in the figure are <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-983-2.png""/>. The value of X will be<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-983-1.png""/></p>",<i>n</i>,1/<i>n</i>,<i>n</i><sup>2</sup>,1/<i>n</i><sup>2</sup>,,B," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/173-983-1.png""/></p>
<p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/173-983-2.png""/>.</p> "
"<p>If <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/112-541-1.png""/>, the network has</p>",1 H inductor and 1 F capacitor in parallel,1 H inductor and 1 F capacitor in series,1 H inductor and 1 Ω resistor in series,1 H inductor and 1 Ω resistor in parallel,,A," <p><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/165-541-1.png""/> which means 1 H inductance and 1 F capacitor in parallel.</p> "
"<p>The power dissipated in 4 Ω resistance in figure is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/103-378-1.png""/></p>",64 W,32 W,16 W,8 W,,C, <p>Current through 4Ω resistance = 2 A.</p> 
