question,A,B,C,D,E,answer,explanation
"<p>The two port networks are connected in cascade, the combination is to be represented as a single two-Port network. The parameters of the network are obtained by multiplying the individual matrix</p>",<i>z</i>-parameter,<i>h</i>-parameter,<i>y</i>-parameter,ABCD parameter,,D,
<p>Which one of the following statements is not a property of RL driving point impedance?</p>,The first critical frequency at the origin is a zero,The last critical frequency is a pole,The impedance at S = ∞ always less than the impedance at S = zero,The slope of the impedance curve is positive at all points,,C,
<p>In using mesh current method it is necessary that at least one mesh current links every element.</p>,True,False,,,,A,
"<p>In figure, the ratio V<sub>24</sub>/V<sub>23</sub> is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-652-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-652-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-652-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-652-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/119-652-5.png""/>",,A,
<p>The pass band of a constant <i>k</i> filter with Z<sub>1</sub> and Z<sub>2</sub> as series and shunt arm impedances is given by</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/126-742-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/126-742-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/126-742-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/126-742-4.png""/>",,A,
"<p>Which one is correct option, if initial conditions is not zero, for inductor (L) and capacitor (<i>c</i>) is <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;""> <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-919-1.png""/></li><li style=""padding-top:10px;""><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-919-2.png""/></li><li style=""padding-top:10px;""><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-919-3.png""/></li><li style=""padding-top:10px;""><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/138-919-4.png""/></li></ol></p>","1, 3","3, 2","4, 1","2, 4",,D,
<p>An RC impedance function has a constant value at <i>s</i> = 0. The last element in the first cauer synthesis</p>,will be a capacitor,may be R or C,will be R,will depend on the behaviour of function at <i>s</i> = ∞,,C,
<p>Two port Z parameter not exist for the circuit if</p>,Δ<i>z</i> = 0,Δ<i>z</i>,Δ<i>z</i> = 1,always exist,,A,
"<p>The current density J at a point and current I are related as <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/154-1213-1.png""/></p>",True,False,,,,A,
"<p>For a reactance function H(<i>s</i>), the slope <i>d</i>H (<i>j</i>ω)/<i>d</i>ω is</p>",0,always positive,always negative,either 0 or positive,,B,
"<p>If the time is counted from the instant when an ac wave is at its peak value, we get a</p>",sine wave,cosine wave,distorted sine wave,none of the above,,B,
"<p>For an ac circuit having capacitance C, instantaneous current <i>i</i> and instantaneous voltage <i>e</i> are related as <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/155-1290-1.png""/></p>",True,False,,,,A,
"<p>The relative permeability of an iron specimen is 400 when B = 0.2 T. If B = 0.4 T, μ<sub><i>r</i></sub> will be</p>",400,less than 400,more than 400,more or less than 400,,D,
"<p>When a circuit is excited by ac sinusoidal source, the admittance is obtained by letting <i>s</i> = <i>j</i>ω in Y(<i>s</i>).</p>",True,False,,,,A,
"<p>In figure the total inductance of the circuit is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/105-402-1.png""/></p>",L<sub>1</sub> + L<sub>2</sub>,L<sub>1</sub> + L<sub>2</sub> - M,L<sub>1</sub> + L<sub>2</sub> - 2M,L<sub>1</sub> + L<sub>2</sub> + M,,C,
<p>I = <i>dq</i>/<i>dt</i>.</p>,True,False,,,,A,
"<p>A resistance of 5 ohms is connected in one branch of a network. The current in this branch is 2.2. A. If the resistance is increased to 7.5 Ω, the remaining circuit being the same, the current in this branch will be</p>",2.2 A,less than 2.2 A,2.2 A or less than 2.2 A,2.2 A or less or more than 2.2 A,,B,
"<p>A constant <i>k</i> high pass filter has <i>f</i><sub><i>c</i></sub> = 3000 Hz. At <i>f</i> = 1000 Hz, the phase shift is</p>",zero,"<span class=""symbol"">p</span>","2 <span class=""symbol"">p</span>","more than <span class=""symbol"">p</span>",,B,
<p>For an RC impedance function Z</p>,Z(∞) = Z(0),Z(∞) &lt; Z(0),Z(∞) ≤ Z(0),Z(∞) &gt; Z(0),,C,
"<p>In figure, the effective capacitance between A and B is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/126-739-1.png""/></p>",2 μF,4 μF,8 μF,10 μF,,B,
