question,A,B,C,D,E,answer,explanation
"<p>In the circuit shown in the given figure, switch <i>k</i> is closed at <i>t</i> = 0. The circuit was initially relaxed then which one of the following sources of <i>v</i>(<i>t</i>) will produce maximum current at <i>t</i> = 0<sup>+</sup>?<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/144-1007-1.png""/></p>",Unit step,Unit impulse,Unit ramp,Unit step plus unit ramp,,B,
<p>Pick the correct statement</p>,Delta connection draws same current as star connection,Delta connection draws 3 times as much current as star connection,"Delta connection draws <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/132-829-1.png""/> of the current of star connection","Delta connection draws <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/132-829-2.png""/> of the current of delta connection",,D,
"<p>The inverse Fourier transform of <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/122-697-1.png""/> is</p>",sin ω<i>t</i>,cos ω<i>t</i>,<i>sgn</i> (<i>t</i>),<i>u</i> (<i>t</i>),,C,
<p>The colour on the extreme left in general purpose fixed resistors represents</p>,first significant digit,tolerance,wattage rating,voltage rating,,A,
"<p>When a current flows through a conductor,</p>",an electric field exists at all points within the conductor,electric field exists only at all points on the surface of the conductor,electric field exists only at ends of the conductor,any of the above depending on magnitude of current,,A,
<p>In the analogy between electric and magnetic circuits permeability is analogous to</p>,resistivity,conductivity,electric field intensity,current density,,B,
"<p>Two port circuits are connected in parallel. To determine the response, it is more convenient to use</p>",O.C. impedance parameters,S.C. admittance parameters,ABCD parameters,<i>h</i> parameters,,B,
<p>The dual of a link is</p>,twig,node,loop,tree branch,,D,
"<p>A network is said to be two port network if there is <ol style=""list-style-type: decimal; padding-bottom:10px;""><li style=""padding-top:10px;"">no independent source in the network</li><li style=""padding-top:10px;"">no dependent source in the network</li><li style=""padding-top:10px;"">non-linear component in the circuit</li><li style=""padding-top:10px;"">no external connection exist between I/P and 0/P</li></ol></p>","1, 2, 3","3, 4, 2","1, 3, 4","4, 3, 1, 2",,C,
<p>In a network</p>,the number of tree branches is always less than the number of links,the number of tree branches is always more than the number of links,the number of tree branches and links are always equal,the number of tree branches has no relation with the number of links,,B,
<p>For a series circuit of R and variable X<sub>L</sub> the admittance locus is</p>,a semicircle in first quadrant,a semicircle in fourth quadrant,a straight line in first quadrant,a straight line in fourth quadrant,,B,
<p>A series RLC circuit is supplied from a variable frequency source. The resonant frequency is ω<sub>0</sub>. The voltage across L is maximum at a frequency</p>,equal to ω<sub>0</sub>,slightly less than ω<sub>0</sub>,slightly more than ω<sub>0</sub>,none of the above,,C,
<p>Current in a 2H inductance in 10<i>e</i><sup>-<i>t</i></sup> A. Admittance of the inductor is</p>,-0.5 mho,0.5 mho,5 mho,10 mho,,A,
"<p>A constant <i>k</i> low pass filter has <i>f</i><sub><i>c</i></sub> = 1000 Hz. At <i>f</i> = 500 Hz, the phase shift is</p>","<span class=""symbol"">p</span>",zero,"more than <span class=""symbol"">p</span>","less than <span class=""symbol"">p</span>",,D,
<p>At resonance the network function magnitude will be</p>,<i>k</i>/<i>a</i>,<i>k</i>/<i>b</i>,<i>c</i>,<i>k</i>/<i>a</i> + <i>b</i>,,A,
<p>Giga watt is equal to</p>,10<sup>12</sup> W,10<sup>9</sup> W,10<sup>6</sup> W,10<sup>3</sup> W,,B,
"<p>Which one of the following is a cut set of the graph in the given figure?<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/144-999-1.png""/></p>","1, 2, 3, and 4","2, 3, 4, and 6","1, 4, 5, and 6","1, 3, 4, and 5",,D,
<p>A 3 phase star-connected load has one capacitor C in R phase and two equal resistances in Y and B phases.The phase sequence is RBY. Then</p>,V<sub>B0</sub> &gt; V<sub>Y0</sub>,V<sub>B0</sub> &lt; V<sub>Y0</sub>,V<sub>B0</sub> = V<sub>Y0</sub>,V<sub>B0</sub> = V<sub>BY</sub>,,A,
<p>Reciprocity theorem is applicable to</p>,circuits with one source,circuits with only one independent source,circuits with any number of sources,circuits with any number of independent sources,,B,
"<p>The first and the last critical frequencies (singularities) of a driving point impedance function of a passive network having two kind of elements, are a pole and a zero respectively. The above property will be satisfied by</p>",RL network only,RC network only,LC network only,RC as well as RL network,,B,
"<p>In a circuit with capacitance connected to ac source, the rate of change of capacitor voltage is constant.</p>",True,False,,,,A,
<p><p><b>Assertion (A):</b>  If Z<sub>1</sub>(<i>s</i>) and Z<sub>2</sub>(<i>s</i>) are positive real then Z<sub>1</sub>(<i>s</i>) + Z<sub>2</sub>(<i>s</i>) as well as 1/Z<sub>1</sub>(<i>s</i>) and 1/Z<sub>2</sub>(<i>s</i>) are positive real.</p><p><b>Reason (R):</b>  The poles of a positive real function are real or occur in conjugate pairs.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,B,
"<p>A variable resistance R and capacitive reactance X<sub>C</sub> are connected in series. As R is varied, the locus of Z is</p>",a straight line parallel to Y axis in 4th quadrant,a straight line parallel to X axis in 4th quadrant,a straight line parallel to Y axis in second quadrant,a straight line parallel to Y axis in first quadrant,,C,
<p>The dual of a node is</p>,mesh,principal node,tree branch,link,,A,
"<p>At t = 0<sup>+</sup>, the current <i>i</i><sub>1</sub> is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/140-966-1.png""/></p>",- V/2R,- V/4R,- V/R,zero,,C,
<p>Kirchoff's laws are applicable to</p>,dc only,ac sinusoidal wave only,dc and ac sinusoidal waves,all wave shapes,,D,
<p>The double energy transients occur in the</p>,pure inductive coil,R-L circuit,R-C circuit,R-L-C circuit,,D,
<p>The capacitance of a parallel plate capacitor varies as per the equation C(<i>t</i>) = C<sub>0</sub> (1 - cos ω<i>t</i>). It is connected to a battery of V volts. The equation for current is</p>,ωC<sub>0</sub>V (1 - cos ω<i>t</i>),ωC<sub>0</sub>V(1 - sin ω<i>t</i>),ωC<sub>0</sub>V (1 - sin 2ω<i>t</i>),ωC<sub>0</sub>V sin ω<i>t</i>,,D,
<p>Which one of the following is a passive device/Component?</p>,Transformer,Oscillator,Generator,None,,A,
"<p>Which one of the following theorem can be conveniently used to calculate the power consumed by the 10 Ω resistor in the network shown in the above figure?<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/143-998-1.png""/></p>",Thevenin's theorem,Maximum power transfer theorem,Millman's theorem,Superposition theorem,,D,
<p>Kirchoff's laws are applicable to</p>,dc circuits,circuits with sinusoidal excitation only,dc circuits and circuits with sinusoidal excitation,circuits with any excitation,,D,
"<p>Figure shows a parallel resonant circuit having resonance frequency of 15 MHZ. At this frequency<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/99-302-1.png""/></p>",its impedance is minimum,its impedance is maximum,its impedance is infinite,its impedance is zero,,B,
"<p>In an R-C circuit, there is an initial voltage of 3 V across the capacitor. In <i>s</i> domain equivalent circuit, the voltage source to take into account the initial voltage has a strength of</p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/101-325-1.png""/>",3<i>s</i>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/101-325-2.png""/>",3C<i>s</i>,,A,
<p>An electrical network with 8 independent nodes will have __________ nodal equations.</p>,4,6,7,8,,C,
"<p>An RLC series circuit has <img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/98-282-1.png""/>. If the poles <i>p</i><sub>1</sub> and <i>p</i><sub>1</sub><sup>*</sup> are close to <i>j</i>ω axis, then</p>",Q is high,Q is low,ω<sub>0</sub> is high,bandwidth is large,,D,
"<p><p><b>Assertion (A):</b>  When a square periodic wave is applied to an RC circuit, the voltage across capacitor is observed to be a triangular periodic wave.</p><p><b>Reason (R):</b>  The RC circuit works as integrator and its time constant is much larger than time period of input wave.</p></p>",Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p><p><b>Assertion (A):</b>  In a series resonant circuit current is maximum at resonance.</p><p><b>Reason (R):</b>  The inductive and capacitive reactances are equal.</p></p>,Both A and R are true and R is correct explanation of A,Both A and R are true and R is not the correct explanation of A,A is true but R is false,A is false but R is true,,A,
<p>Laplace transform of a unit doublet U<sub>-2</sub> (<i>t</i>) is</p>,1/<i>s</i>,<i>s</i>,0,1,,B,
<p>A series RL circuit is excited by a voltage <i>v</i>(<i>t</i>) = V<i>e</i><sup>-<i>at</i></sup> such that <i>a</i> = R/L. Then the circuit current is</p>,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-162-1.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-162-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-162-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/93-162-4.png""/>",,B,
"<p>In the transformer shown in the figure, the inductance measured across the terminal 1 and 2 was 4 H with open terminals 3 and 4. It was 3H when the terminals 3 and 4 were short circuited. The coefficient of coupling would be<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/145-1013-1.png""/></p>",1,0.707,0.5,indetermine due to insufficient data,,D,
"<p>An ac network has two sources of the same frequency. The currents in one branch when the sources act independently are 10 ∠30° A and 10 ∠60° A. When both sources act, the current in the branch should be</p>",19.32 ∠45°,15 ∠45°,20 ∠45°,zero,,A,
<p>A network is said to be non-linear if it does not satisfy</p>,homogeneity condition,superposition condition,both (a) and (b),associative condition,,C,
<p>A reactance function</p>,has a pole at origin,has a zero at origin,may have a pole or zero at origin,has a pole or zero at origin and a pole or zero at infinity,,D,
"<p>The condition on R, L and C such that the step response <i>y</i>(<i>t</i>) in the figure has no oscillation, is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-982-1.png""/></p>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-982-2.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-982-3.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-982-4.png""/>","<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/142-982-5.png""/>",,B,
<p>At a frequency less than the resonant frequency</p>,series circuit is inductive and parallel circuit is capacitive,series circuit is capacitive and parallel circuit is inductive,both circuits are capacitive,both circuits are inductive,,B,
<p>The voltage of single phase supply to residential consumers in India is</p>,400 V,230 V,2.2 kV,11 kV,,B,
<p>Power factor of the following circuit will be unity</p>,inductance,capacitance,resistance,both (a) and (b),,C,
"<p>In the transformer shown in figure, the inductance measured across terminal 1 and 2 was 4 H with terminals 3 and 4 open. It was 3H when terminals 3 and 4 are short circuited. The coefficient of coupling is<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/115-596-1.png""/></p>",1,0.707,0.5,indeterminate due to insufficient data,,C,
"<p>The time constant of the network shown in figure is, when switch is closed.<br/><img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/136-897-1.png""/></p>",2RC,"<img src=""/_files/images/electronics-and-communication-engineering/networks-analysis-and-synthesis/136-897-2.png""/>",RC/2,none,,A,
<p>For an ideal transformer</p>,only Y parameter exist,only Z parameter,"Z, Y both exist",neither Z parameter nor Y parameter exist,,B,
