question,A,B,C,D,E,answer,explanation
<p>Noise limiter is provided on AM receivers to</p>,reduce interfering noise due to ignition system,reduce noise due to electrical storms,reduce interference due to electrical machinery,all of the above,,D,
<p>A low ratio of the A.C. load impedance of a diode detector results in</p>,diagonal clipping,poor AGC operation,poor AF response,negative peak clipping,,D,
<p>A trimmer is basically a</p>,insulator,inductor,capacitor,variable resistor,,C,
<p>In a radio receiver</p>,all stages contribute equally to noise,RF stage has no effect on S/N ratio,mixer stage contributes most of the noise generated,,,C,
"<p>Which curve represents the fidelity curve of a standard receiver?<br/><img src=""/_files/images/electronics-and-communication-engineering/radio-receivers/07-70.png""/></p>",Curve A,Curve B,Curve C,Curve D,,C,
<p>The sensitivity of a superheterodyne receiver is determined by</p>,the gain IF amplifier,the gain of RF amplifier,the noise figure,all of the above,,D,
<p>In a radio receiver</p>,the local oscillator frequency is made higher than the incoming signal frequency,the local oscillator frequency is made lower than the incoming signal frequency,the local oscillator frequency is made equal to the incoming signal frequency,,,A,
"<p>In radio receiver, the maximum contribution to noise is from</p>",mixer stage,power supply,power amplifier,equally from above three,,C,
<p>Power spectral density of white noise</p>,is constant with frequency,increases with frequency,decreases with frequency,none,,A,
"<p>In a FM waveform, the side bands are spaced at intervals equal to</p>",four times the modulating frequency,twice the modulating frequency,half the modulating frequency,modulating frequency,,C,
"<p>A receiver having an RF amplifier and an IF of 450 kHz, has Q of the coils 65 and an incoming frequency of 1200 kHz. The image rejection of the receiver is</p>",5870,3655,236,13.3,,C,
<p>A padder is basically a/an</p>,insulator,variable resistor,capacitor,inductor,,C,
"<p>In a radio receiver, the local oscillator is always tuned to a frequency higher than the incoming frequency to</p>",facilitate tracking,allow permit adequate frequency coverage without switching,facilitate image frequency rejection,all of the above,,B,
"<p>When a superheterodyne receiver is tuned to 455 kHz, its local oscillator provides a mixer with the input at 1010 kHz. The image frequency is</p>",555 kHz,1010 kHz,1465 kHz,1920 kHz,,C,
"<p>In a broadcast superheterodynes receiver having no RF amplifier, the loaded Q of the antenna coupling circuit is 100. If the intermediate frequency is 455 kHz. The image frequency at 1000 kHz will be</p>",1010 kHz,1455 kHz,1910 kHz,545 kHz,,C,
"<p>In a superheterodyne receiver, the IF stage has better selectivity than RF stage because</p>",of higher frequency,of lower frequency,of high L/C ratio,of constant passband,,D,
<p>An arbitrary signal<i> m (t)</i> has zero average value and it is bandlimited to 3.2 kHz. It is sampled at the rate of 8 K samples/S. The samples are passed through an ideal bandpass filter with centre frequency of 32 kHz and bandwidth of 6.4 kHz. The output of band pass filter is</p>,AM-DSB signal with suppressed carrier,AM-DSB signal with carrier,AM-SSB signal with carrier,a sequence of exponentially decaying sine waves,,B,
<p>The purpose of incorporating a pre-selector stage in a receiver is to</p>,provide higher selectivity,provide higher fidelity,improve linearity,larger passband,,A,
<p>Vividh Bharati programme is transmitted in</p>,short wave,medium frequency,very high frequency,all of the above,,B,
<p>The image frequency of a superheterodyne receiver is</p>,independent of the frequency at which the receiver is tuned,always outside the operating range of the receiver,typical to FM receivers only,not rejected by the IF tuned circuits,,C,
"<p>In a receiver, which of the following device has RF input but IF output?</p>",Loudspeaker,Frequency changer,Demodulator,Audio amplifier,,B,
<p>The IF stage of a receiver employs</p>,capacitive coupling,impedance coupling,double-tuned transformer coupling,single-tuned transformer coupling,,C,
<p>A FM signal with modulation index M<i><sub>f</sub></i> is passed through a frequency doubler. The wave in the output of the doubler will have modulation index of</p>,M<sub><i>f</i></sub>,M<i><sub>f</sub></i>/2,2M<sub><i>f</i></sub>,UM<sub><i>f</i></sub>,,C,
<p>Double spotting in a receiver is due to</p>,poor sensitivity of RF amplifier,high gain of IF amplifier,inadequate image frequency rejection,all of the above,,C,
<p>Three point tracking can be achieved with</p>,gang condenser,variable selectivity,paddar capacitor,any of the above,,B,
"<p>In a transistor receiver, the use of FET as the first stage amplifier is likely to</p>",improve selectivity of the receiver,improve the effectiveness of the AGC,reduce the effect of negative peak clipping,reduce the effect of noise at all frequencies,,C,
<p>The household radio receiver uses</p>,synchronous,envelope detector,radio detector,none of the above,,B,
<p>The source of which of the following noise is different from that of the remaining?</p>,Solar noise,Cosmic noise,Galactic noise,Atmospheric noise,,D,
<p>A receiver having poor IF selectivity will also have poor</p>,sensitivity,double spotting,blocking,all of the above,,C,
<p><b>Statement 1</b><br/>Diode is the most common device used for demodulation.<br/><b>Statement 2</b><br/>A discriminator is a FM detector.</p>,Statement 1 is true but statement 2 is false,Statement 1 is false but statement 2 is true,Both the statements are true,Both the statements are false,,C,
"<p>The selectivity curve of a standard receiver is represented by<br/><img src=""/_files/images/electronics-and-communication-engineering/radio-receivers/07-74.png""/></p>",curve A,curve B,curve C,curve D,,C,
<p>Which of the following statement about the advantage of phase discriminator over the slope detector is false?</p>,Fewer tuned circuits,Better linearity,Greater limiting,Much easier alignment,,C,
<p>Fidelity of a receiver represents</p>,the sensitivity expressed in terms of voltage that must be applied to the receiver input to give a standard output,the extent to which the receiver is capable of distinguishing between the desired signal and other frequencies,the variation of the output with the modulation frequency when the output impedance is a resistance,none of the above,,C,
<p>Which of the following produces upper and lower side frequencies?</p>,Microphone,Demodulator in a superheterodyne receiver,Modulator in a. radio transmitter,Oscillator in a receiver,,A,
<p>The passband of the tuned circuits of a radio receiver should be equal to</p>,20 kHz,455 kHz,1455 kHz,more than 455 kHz,,A,
