question,A,B,C,D,E,answer,explanation
<p>Up milling is also called conventional milling.</p>,Agree,Disagree,,,,A,
<p>Fixtures are used</p>,"for holding and guiding the tool in drilling, reaming or tapping operations","for holding the work in milling, grinding, planing or turning operations",to check the accuracy of workpiece,none of the above,,B,
"<p>In ultra-sonic machining, tool is made of</p>",tungsten carbide,brass or copper,diamond,stainless steel,,B,
<p>Ceramic tools has greater tool life than carbide tools.</p>,True,False,,,,A,
<p>The rake angle of a single point cutting tool corresponds to __________ of a twist drill.</p>,lip clearance angle,helix angle,point angle,chisel edge angle,,B,
<p>A tool used to withdraw a drill from the sleeve is called</p>,drill remover,drill puller,drift,drill drawer,,C,
<p>The cutting fluid mostly used for machining steel is</p>,water,soluble oil,dry,heavy oils,,B,
<p>The lip angle is the angle</p>,between the tool face and the ground end surface of flank,made by the face of the tool and the plane parallel to the base of the cutting tool,between the face of the tool and a line tangent to the machined surface at the cutting point,none of the above,,A,
<p>Small nose radius</p>,increases tool life,decreases tool life,produces chipping and decreases tool life,results in excessive stress concentration and greater heat generation,,D,
<p>The operation of producing grooves around the periphery of a cylindrical or conical workpiece is called</p>,profile milling,gang milling,saw milling,helical milling,,D,
"<p>As the cutting speed increases, the tool cutting forces</p>",remain constant,increases,decreases,first increases and then decreases,,C,
<p>Crater wear leads to</p>,increase in cutting temperature,weakening of tool,friction and cutting forces,all of these,,D,
"<p>The addition of lead, sulphur and phosphorus to low carbon steels, help to</p>",reduce built up edge,break up chips,improve machinability,all of these,,D,
"<p>The relation between the tool life (<i>T</i>) in minutes and cutting speed (<i>V</i>) in m/min is (where <i>n</i> = An exponent, which depends upon the tool and workpiece, and <i>C</i> = A constant)</p>",<i>V</i><sup><i>n</i></sup><i>T</i> = <i>C</i>,<i>VT</i><sup><i>n</i></sup> = <i>C</i>,<i>V</i><sup><i>n</i></sup>/<i>T</i> = <i>C</i>,<i>V</i>/<i>T</i><sup><i>n</i></sup> = <i>C</i>,,B,
<p>The width of cutting edge of a parting-off tool varies from</p>,3 to 12 mm,5 to 20 mm,8 to 30 mm,15 to 40 mm,,A,
"<p>The grinding of long, slender shafts or bars is usually done by</p>",infeed grinding,through feed grinding,endfeed grinding,any one of these,,B,
"<p>In centreless grinding, work place centre will be</p>",above the line joining the two wheel centres,below the line joining the two wheel centres,on the line joining the two wheel centres,at the intersection of the line joining the wheel centres with the work place plane,,A,
<p>Tool life is measured by the</p>,number of pieces machined between tool sharpenings,time the tool is in contact with the job,volume of material removed between tool sharpenings,all of the above,,D,
<p>Soft materials can not be economically ground due to</p>,high temperature involved,frequent wheel clogging,rapid wheel wear,low work piece stiffness,,B,
"<p>The process of removing metal by a cutter which is rotated in the same direction of travel of workpiece, is called</p>",up milling,down milling,face milling,end milling,,B,
"<p>It is required to cut screw threads of 2 mm pitch on a lathe. The lead screw has a pitch of 6 mm. If the spindle speed is 60 r.p.m., then the speed of lead screw will be</p>",10 r.p.m.,20 r.p.m.,120 r.p.m.,180 r.p.m.,,B,
