question,A,B,C,D,E,answer,explanation
<p>The angle between the face and flank of the single point cutting tool is known as</p>,rake angle,clearance angle,lip angle,point angle,,C,
"<p>In order to obtain a surface finish in the range of 0.75 μm to 1.25 μm , the operation used is called.</p>",grinding,lapping,honing,buffing,,A,
<p>Which of the following statement is correct as regard to up milling?</p>,It can not be used on old machines due to backlash between the feed screw of the table and the nut.,The chips are disposed off easily and do not interfere with the cutting.,The surface milled appears to be slightly wavy.,The coolant can be poured directly at the cutting zone where the cutting force is maximum.,,C,
"<p>In determining the various forces on the chip, Merchant assumed that the</p>",cutting edge of the tool is sharp and it does not make any flank contact with the workpiece,only continuous chip without built-up-edge is produced,cutting velocity remains constant,all of the above,,D,
<p>Stellite preserve hardness upto a temperature of</p>,350°C,500°C,900°C,1100°C,,D,
<p>Hard and tough materials like cast iron should be turned at</p>,slow speed,high speed,any speed,certain specific speed,,A,
"<p>In oblique cutting system, the cutting edge of the tool</p>",may clear the width of the workpiece,may or may not clear the width of the workpiece,may not clear the width of the workpiece,should always clear the width of the workpiece,,C,
<p>When the shear angle is small</p>,path of shear is short and chip is thin,path of shear is large and chip is thick,path of shear is short and chip is thick,path of shear is large and chip is thin,,B,
<p>A fine grained grinding wheel is used to grind</p>,hard and brittle materials,soft and ductile materials,hard and ductile materials,soft and brittle materials,,A,
<p>EDM machining is applied for</p>,shaping carbide dies and punches having complicated profiles,making large number of small holes in sieves and fuel nozzles,embossing and engraving on harder materials,all of these,,D,
<p>In gear hobbing</p>,only hob rotates,only gear blank rotates,both hob and gear blank rotates,neither hob nor gear blank rotates,,C,
<p>Holes are machined by push broaches only for sizing.</p>,Correct,Incorrect,,,,A,
<p>The increase in depth of cut and feed rate __________ surface finish.</p>,improves,deteriorates,does not effect,,,B,
<p>A lathe with four steps on the cone pulley and with backgears will have</p>,four direct speeds,four indirect speeds,four direct and four indirect speeds,eight indirect speeds,,C,
<p>The parameter which completely defines the chip formation in a metal cutting process is</p>,shear angle,chip-tool contact length,both (a) and (b),none of these,,C,
"<p>In machining cast iron, no cutting fluid is required.</p>",Correct,Incorrect,,,,A,
"<p>In machining metals, surface roughness is due to</p>",feed marks or ridges left by the cutting tool,fragment of built-up edge on the machined surface,cutting tool vibrations,all of these,,D,
<p>A diamond locating pin is used in jigs and fixtures because</p>,diamond is very hard and wear resistant,it occupies very little space,it helps in assembly with tolerance on centre distance,it has a long life,,C,
"<p>In metal machining, the zone where the heat is generated due to friction between the moving chip and the tool face, is called</p>",friction zone,work-tool contact zone,shear zone,none of these,,A,
<p>The drill spindles are provided with standard taper known as</p>,Morse taper,Seller's taper,Chapman taper,Brown and Sharpe taper,,A,
<p>The operation performed on a shaper is</p>,machining horizontal surface,machining vertical surface,machining angular surface,all of these,,D,
<p>Chemical milling operation is performed</p>,on universal milling machine,on plain milling machine,in a tank containing an etching solution,any one of these,,C,
<p>The thrust force will increase with the increase in</p>,side cutting edge angle,tool nose radius,rake angle,end cutting edge angle,,A,
<p>The broaching operation in which the work moves past the stationary tool is called</p>,pull broaching,push broaching,surface broaching,continuous broaching,,D,
<p>In transverse grinding</p>,the work is reciprocated as the wheel feeds to produce cylinders longer than the width of wheel face,the work rotates in a fixed position as the wheel feeds to produce cylinders equal to or shorter than the width of wheel face,the work is reciprocated as the wheel feeds to produce cylinders shorter than the width of wheel face,the work rotates in a fixed position as the wheel feeds to produce cylinders longer than the width of wheel face,,A,
<p>If the grain size is __________ the tool life is better.</p>,smaller,larger,,,,B,
<p>Flank wear is due to the abrasive action of hard mis-constituents including debris from built up edge as the work material rubs the work surface.</p>,Correct,Incorrect,,,,A,
<p>The operation of reproduction of an outline of a template on a workpiece is called face milling.</p>,Yes,No,,,,B,
<p>The usual value of the point angle of a drill is</p>,70°,100°,118°,130°,,C,
<p>Buffing wheels are made of</p>,softer metals,cotton fabric,carbon,graphite,,B,
<p>Jigs are heavier than fixtures in construction.</p>,Yes,No,,,,B,
"<p>In electro-chemical machining, the gap between the tool and work is kept as</p>",0.1 mm,0.25 mm,0.4 mm,0.75 mm,,D,
<p>The process of improving the cutting action of the grinding wheel is called</p>,truing,dressing,facing,clearing,,B,
"<p>The cutting speed for drilling aluminium, brass and bronze with carbon steel drills is __________ cutting speed for drilling mild steel with high speed steel drills.</p>",equal to,less than,more than,,,A,
"<p>In electro-discharge machining, the tool is connected to cathode.</p>",Correct,Incorrect,,,,A,
<p>Broaching is applied for machining</p>,internal and external surfaces,round or irregular shaped holes,external flat and contoured surfaces,all of these,,D,
<p>Half nut is used to lock the lathe carriage to the lead screw for thread cutting.</p>,True,False,,,,A,
<p>The advantage of a broaching operation is that</p>,rate of production is very high,high accuracy and high class of surface finish is possible,roughing and finishing cuts are completed in one pass of the tool,all of the above,,D,
<p>The tool life __________ as the cutting speed increases.</p>,decreases,increases,,,,A,
<p>The infeed grinding is used to</p>,produce tapers,grind shoulders and formed surfaces,"grind long, slender shafts or bars",ail of these,,B,
<p>The enlarging of an existing circular hole with a rotating single point tool is called</p>,boring,drilling,reaming,internal turning,,A,
"<p>In the relation <i>VT</i><sup><i>n</i></sup> = <i>C</i>, the value of n for high speed steel tools varies from 0.25 to 0.40.</p>",Agree,Disagree,,,,B,
<p>Glazing in grinding wheels __________ cutting capacity.</p>,has no effect on,increase,decrease,,,C,
<p>The usual value of the helix angle of a drill is</p>,20°,30°,45°,60°,,B,
<p>The cutting speed for counter-boring should be __________ that of drilling operation.</p>,equal to,less than,greater than,,,C,
"<p>In drilling mild steel and brass, the point angle of a drill is 118°.</p>",True,False,,,,A,
<p>The tail stock set over method of taper turning is preferred for</p>,internal tapers,small tapers,long slender tapers,steep tapers,,C,
<p>The chuck preferred for quick setting and accurate centering of a job is</p>,four jaw independent chuck,collect chuck,three jaw universal chuck,magnetic chuck,,B,
<p>Negative rakes are used for</p>,carbide tools,heavy loads,harder materials,all of these,,D,
<p>A bottoming tap has</p>,its end tapered for about three or four threads,its end tapered for about eight or ten threads,full threads for the whole of its length,none of the above,,C,
<p>The effect of setting a boring tool above centre height leads to</p>,increase in the effective rake angle and a decrease in the effective clearance angle,increase in both effective rake angle and effective clearance angle,decrease in the effective rake angle and an increase in the effective clearance angle,decrease in both effective rake angle and effective clearance angle,,A,
<p>Which of the following statement is correct about nose radius?</p>,It improves tool life,It improves the surface finish,both (a) and (b),none of these,,C,
<p>The cutting speed for drilling __________ with high speed steel drills is 24 to 45 m/min.</p>,mild steel,copper,aluminium,brass,,A,
"<p>In a centre lathe, the cutting tool is fed in __________ with reference to the lathe axis.</p>",cross direction only,longitudinal direction only,both cross and longitudinal direction,any direction,,C,
<p>The angle between the face of the tool and a line tangent to the machined surface at the cutting point is called cutting angle.</p>,Correct,Incorrect,,,,A,
<p>The dressing and truing of grinding wheel are done with the same tools but not for the same purpose.</p>,Agree,Disagree,,,,A,
"<p>The point angle of a drill, for drilling stainless steel, is</p>",90°,118°,135°,150°,,C,
<p>A numerical method of identification of tool is known as tool signature.</p>,Correct,Incorrect,,,,A,
<p>Tumbler gears in lathe are used to</p>,reduce the spindle speed,cut gears,give desired direction of movement to the lathe carriage,drill a workpiece,,C,
