question,A,B,C,D,E,answer,explanation
"<p>In centreless grinders, the maximum angular adjustment of the regulating wheel is</p>",5°,10°,15°,20°,,B,
"<p>The type of reamer used for reaming operation in a blind hole, is</p>",straight fluted reamer,left hand spiral fluted reamer,right hand spiral fluted reamer,any one of these,,C,
"<p>In a single point tool, the angle between the surface of the flank immediately below the point and a line drawn from the point perpendicular to the base, is known as</p>",side relief angle,end relief angle,back rake angle,side rake angle,,B,
<p>A set of eight form relieved milling cutters for each module is provided to enable cutting of gears of different</p>,materials,types of gears,number of teeth,width of gears,,C,
<p>The grinding operaion is a</p>,shaping operation,forming operation,surface finishing operation,dressing operation,,C,
<p>The guideways are of</p>,flat type,V-type,dovetail type,any one of these,,D,
<p>The snag grinding is done</p>,to produce good surface finish and high degree of accuracy,to remove considerable amount of metal without regard to accuracy of the finished surface,to grind exterior cylindrical surfaces,any one of the above,,B,
<p>The velocity of tool along the tool face is known as</p>,shear velocity,chip velocity,cutting velocity,mean velocity,,B,
<p>The purpose of jigs and fixtures is to</p>,increase machining accuracy,facilitate interchangeability,decrease expenditure on quality control,all of these,,D,
"<p>In hot machining, solid carbide tools are preferred over high speed steel tools.</p>",True,False,,,,A,
"<p>The trade name of a non-ferrous cast alloy composed of cobalt, chromium and tungsten is called</p>",ceramic,stellite,diamond,cemented carbide,,B,
"<p>In which of the following milling machine, the table can be tilted in a vertical plane by providing a swivel arrangement at the knee?</p>",Universal milling machine,Plain milling machine,Omniversal milling machine,Hand milling machine,,C,
<p>A coarse grained grinding wheel is used to grind</p>,hard and brittle materials,soft and ductile materials,hard and ductile materials,soft and brittle materials,,B,
<p>The abrasive slurry used in ultra-sonic machining contains fine particles of</p>,aluminium oxide,boron carbide,silicon carbide,any one of these,,D,
<p>High speed steel cutting tools operate at cutting speeds __________ than carbon steel tools.</p>,2 to 3 times lower,2 to 3 times higher,5 to 8 times higher,8 to 20 times higher,,B,
<p>The factor which affects the tool life is</p>,tool geometry,cutting speed,feed rate,all of these,,D,
"<p>In lapping operaion, the amount of metal removed is</p>",0.005 to 0.01 mm,0.01 to 0.1 mm,0.05 to 0.1 mm,0.5 to 1 mm,,A,
<p>The cutting force in up milling __________ per tooth movement of the cutter.</p>,is zero,is maximum,decreases from maximum to zero,increases from zero to maximum,,D,
<p>The height of each tooth of a broach is</p>,same throughout,in progressively decreasing order,in progressively increasing order,none of these,,C,
<p>A right hand tool on a lathe cuts most efficiently when it travels</p>,from left to right end of the lathe bed,from right to left end of the lathe bed,with the help of a compound slide,across the bed,,B,
<p>The surface finish is improved by the increase in</p>,cutting speed,nose radius,true rake angle,all of these,,D,
<p>The cutting speed for drilling copper with high speed steel drills varies from</p>,10 to 20 m/min,18 to 30 m/min,24 to 45 m/min,60 to 90 m/min,,B,
<p>A dense structure of a grinding wheel is denoted by the number 9 to 15 or higher.</p>,Yes,No,,,,B,
<p>High speed steel tools retain their hardness upto a temperature of</p>,250°C,350°C,500°C,900°C,,D,
<p>A taper tap has</p>,its end tapered for about three or four threads,its end tapered for about eight or ten threads,full threads for the whole of its length,none of the above,,B,
"<p>For machining a mild steel workpiece using carbide tool, the maximum material will be removed at a temperature of</p>",50°C,100°C,175°C,275°C,,B,
<p>Which of the following statement is wrong?</p>,The diamond is the hardest tool material and can run at cutting speeds about 50 times that of high speed steel tool.,The ceramic tools can be used at cutting speeds 40 times that of high speed steel tools.,The cemented carbide tools can be used at cutting speeds 10 times that of high speed steel tools.,The ceramic tools can withstand temperature upto 600°C only.,,D,
<p>Climb milling is chosen while machining because</p>,the chip thickness increase gradually,it enables the cutter to dig in and start the cut,the specific power consumption is reduced,better surface finish can be obtained,,B,
<p>The material which on machining produces chips with built up edge is</p>,brittle material,tough material,hard material,ductile material,,D,
"<p>In down milling, the thickness of chip is</p>",minimum at the beginning of the cut and maximum at the end of the cut,maximum at the beginning of the cut and minimum at the end of the cut,uniform throughout the cut,none of these,,B,
<p>The chuck used for setting up of heavy and irregular shaped work should be</p>,four jaw independent chuck,three jaw universal chuck,magnetic chuck,drill chuck,,A,
<p>Which of the following operations is carried out at a minimum cutting velocity if the machines are equally rigid and the tool work materials are the same?</p>,Turning,Grinding,Boring,Milling,,D,
<p>Ceramic tools are fixed to tool body by</p>,soldering,brazing,welding,clamping,,B,
<p>The soft grade grinding wheels are denoted by the letters</p>,<i>A</i> to <i>H</i>,<i>I</i> to <i>P</i>,<i>Q</i> to <i>Z</i>,<i>A</i> to <i>P</i>,,A,
<p>The helix angle of a drill is __________ for drilling brass.</p>,equal to 30°,less than 30°,more than 30°,,,B,
"<p>In continuous chip cutting, the maximum heat __________ the velocity of cutting.</p>",depends upon,does not depend upon,,,,A,
"<p>In a universal milling machine, the table can be swiveled horizontally and can be fed at an angle to the milling machine spindle.</p>",True,False,,,,A,
<p>The size of a shaper is given by</p>,stroke length,motor power,mass of machine,rate size,,A,
"<p>The tool life, in case of continuous cutting, is much better than intermittent cutting.</p>",Agree,Disagree,,,,A,
"<p>The main purpose of a boring operation, as compared to drilling, is to</p>",drill a hole,finish the drilled hole,correct the hole,enlarge the existing hole,,D,
<p>Carbide tipped tools usually have</p>,negative rake angle,positive rake angle,any rake angle,no rake angle,,A,
<p>Gear burnishing is a process for</p>,surface finishing,under-cut gears,cycloidal gears,removing residual stresses from teeth roots,,A,
<p>The continuous chips are in the form of long coils having the same thickness throughout.</p>,Agree,Disagree,,,,A,
<p>The saw milling is an operation of</p>,producing grooves around the periphery of a cylindrical or conical workpiece,producing narrow slots or grooves on a workpiece,reproduction of an outline of a template on a workpiece,machining several surfaces of a workpiece simultaneously,,B,
<p>The high cutting speed and large rake angle of the tool will result in the formation of</p>,continuous chips,discontinuous chip,continuous chips with built up edge,none of these,,A,
<p>Cutting fluid has no effect on the tool life.</p>,True,False,,,,B,
<p>The chisel edge angle of a drill is usually 120° to 135°.</p>,Correct,Incorrect,,,,A,
<p>The cutting speed of a drill varies from point to point on the cutting edge of the drill.</p>,Correct,Incorrect,,,,A,
"<p>In oblique cutting system, the maximum chip thickness</p>",occurs at the middle,may not occur at the middle,depends upon the material of the tool,depends upon the geometry of the tool,,B,
