question,A,B,C,D,E,answer,explanation
<p>The example of snag grinding is</p>,trimming the surface left by sprues and risers on castings,grinding the parting line left on castings,removing flash on forgings,all of these,,D,
<p>The angle between the shear plane and __________ is called shear angle.</p>,work surface,tool face,,,,A,
"<p>In machining soft materials, a tool with negative relief angle is used.</p>",Correct,Incorrect,,,,A,
<p>Which of the following parameters influence the axial feed rate in centreless grinding?</p>,Regulating wheel diameter,Speed of the regulating wheel,Angle between the axes of grinding and regulating wheels,all of the above,,D,
<p>The lathe spindles are usually made hollow and provided with</p>,internal taper,external taper,internal and external taper,no taper,,A,
<p>The top and sides of the table of a shaper usually have</p>,L-type slots,T-type slots,I-type slots,any one of these,,B,
<p>The binding material used in cemented carbide tools is</p>,tungsten,chromium,silicon,cobalt,,D,
"<p>In machining metals, chips break due to __________ of work material.</p>",toughness,ductility,elasticity,work hardening,,D,
"<p>For softer materials, the point angle of the drill is kept</p>",equal to 118°,less than 118°,more than 118°,any one of these,,B,
"<p>When the backgear is engaged in a backgeared headstock, the spindle speed reduces considerably.</p>",Agree,Disagree,,,,A,
"<p>In continuous chip cutting, the maximum heat is taken by the cutting tool.</p>",Yes,No,,,,B,
<p>Which of the following statement is correct regarding grinding of high carbon steel?</p>,Grinding at high speed results in the reduction of chip thickness and cutting forces per grit.,Aluminium oxide wheels are employed.,The grinding wheel has to be of open structure.,all of the above,,D,
<p>The rear teeth of a broach</p>,perform burnishing operation,remove minimum metal,remove maximum metal,remove no metal,,C,
<p>High speed steel drills can be operated at about __________ the speed of high carbon steel drills.</p>,one-half,one-fourth,double,four times,,C,
"<p>When the end of a tap is tapered for about three or four threads, it is known as a</p>",taper tap,bottoming tap,second tap,none of these,,C,
<p>Crater wear is predominant in</p>,carbon tool steels,tungsten carbide tools,high speed steel tools,ceramic tools,,B,
<p>The method of centreless grinding used to produce taper is</p>,infeed grinding,through feed grinding,endfeed grinding,any one of these,,C,
"<p>In a shaper, the length of stroke is increased by</p>",increasing the centre distance of bull gear and crank pin,decreasing the centre distance of bull gear and crank pin,increasing the length of the arm,decreasing the length of the slot in the slotted lever,,A,
<p>Carbon tool steels have low-heat and wear-resistance.</p>,Correct,Incorrect,,,,A,
